"DateTime","ACCU Spot Price - RepuTex","LGC Spot Price - RepuTex","STC Spot Price - RepuTex"
"2024-02-07",35.5,46.25,39.7
"2024-02-08",35.5,46.5,39.65
"2024-02-09",35.5,46.5,39.3
"2024-02-12",35.5,46.5,39.3
"2024-02-13",36.15,46.25,39.3
"2024-02-14",36.25,45,39.3
"2024-02-15",36.25,45,39.35
"2024-02-16",35.5,45,39.3
"2024-02-19",35.5,45,39.35
"2024-02-20",35.5,44.5,39.4
"2024-02-21",35.5,44.25,39.4
"2024-02-22",36,43.75,39.6
"2024-02-23",36.1,44.25,39.6
"2024-02-26",36.1,44.75,39.6
"2024-02-27",36.1,44.75,39.6
"2024-02-28",36.1,44.25,39.65
"2024-02-29",36.1,44.5,39.65
"2024-03-01",35.25,44.25,39.65
"2024-03-04",35.25,44.25,39.65
"2024-03-05",35.25,44.15,39.7
"2024-03-06",35.75,44.25,39.7
"2024-03-07",35.75,44.25,39.75
"2024-03-08",35.75,43.75,39.75
"2024-03-11",35.75,44,39.75
"2024-03-12",35.75,44,39.75
"2024-03-13",35.75,44,39.75
"2024-03-14",35.75,44,39.75
"2024-03-15",35.75,44.55,39.75
"2024-03-18",36.25,44.55,39.75
"2024-03-19",36.25,44.6,39.75
"2024-03-20",36.25,45,39.75
"2024-03-21",36.25,45,39.75
"2024-03-22",36.25,45.25,39.75
"2024-03-25",35,45.5,39.8
"2024-03-26",33.75,45.75,39.8
"2024-03-27",33.75,45.75,39.8
"2024-03-28",33.75,46.75,39.8
"2024-04-02",33.9,47,39.85
"2024-04-03",33.9,47,39.85
"2024-04-04",34,46.75,39.85
"2024-04-05",34,46.75,39.85
"2024-04-08",33.5,46.75,39.9
"2024-04-09",33.5,47.25,39.9
"2024-04-10",33.25,47.5,39.9
"2024-04-11",32.5,47,39.9
"2024-04-12",32,47.25,39.9
"2024-04-15",32.15,47.3,39.9
"2024-04-16",32.15,47,39.9
"2024-04-17",33.25,46.85,39.9
"2024-04-18",33,46.75,39.9
"2024-04-19",33,46.75,39.9
"2024-04-22",33.45,46.75,39.9
"2024-04-23",33.4,46.75,39.9
"2024-04-24",33.65,46.5,39.9
"2024-04-26",34.15,46.5,39.9
"2024-04-29",34.25,46.35,39.9
"2024-04-30",33.75,46.5,39.9
"2024-05-01",34,46.5,39.9
"2024-05-02",34,47.3,39.9
"2024-05-03",34,47.3,39.9
"2024-05-06",34,47.3,39.9
"2024-05-07",34,47.3,39.9
"2024-05-08",33.9,47.4,39.9
"2024-05-09",33.9,47.4,39.9
"2024-05-10",34,47.4,39.9
"2024-05-13",34,47.4,39.9
"2024-05-14",33.95,47,39.9
"2024-05-15",33.95,46.35,39.9
"2024-05-16",33.95,46.15,39.9
"2024-05-17",33.85,46,39.9
"2024-05-20",33.6,46.1,39.9
"2024-05-21",33.05,46.1,39.9
"2024-05-22",33,46.1,39.85
"2024-05-23",32.55,46.1,39.85
"2024-05-24",32.55,46.1,39.85
"2024-05-27",32.5,46,39.9
"2024-05-28",32.5,46,39.9
"2024-05-29",32.5,46,39.9
"2024-05-30",33,46,39.9
"2024-05-31",33,46,39.9
"2024-06-03",33,45.75,39.9
"2024-06-04",33,45.75,39.9
"2024-06-05",33,45.25,39.9
"2024-06-06",33.05,45,39.9
"2024-06-07",33.15,45,39.9
"2024-06-11",33.25,44.4,39.9
"2024-06-12",33.25,44.25,39.9
"2024-06-13",33.5,45,39.9
"2024-06-14",33.95,44.5,39.9
"2024-06-17",34.1,44.6,39.9
"2024-06-18",34.45,45.25,39.9
"2024-06-19",34.25,45.15,39.9
"2024-06-20",34.25,45.15,39.85
"2024-06-21",34.25,45.75,39.9
"2024-06-24",34.25,45,39.9
"2024-06-25",34.25,45.25,39.9
"2024-06-26",34.25,45.4,39.9
"2024-06-27",34.25,45.5,39.9
"2024-06-28",34.35,45.5,39.9
"2024-07-01",33.75,46.25,39.9
"2024-07-02",33.05,46.25,39.9
"2024-07-03",33.35,46.5,39.9
"2024-07-04",33.35,46.75,39.9
"2024-07-05",33.5,47,39.9
"2024-07-08",33.75,47.5,39.9
"2024-07-09",34.2,47.75,39.9
"2024-07-10",34.05,47.5,39.9
"2024-07-11",34.55,47.25,39.9
"2024-07-12",34.75,46.75,39.9
"2024-07-15",34.25,46.5,39.9
"2024-07-16",34.25,45.75,39.9
"2024-07-17",34.25,46,39.9
"2024-07-18",34.25,45.75,39.9
"2024-07-19",34.25,45.75,39.9
"2024-07-22",34,45.75,39.9
"2024-07-23",34,45.25,39.9
"2024-07-24",34,45,39.9
"2024-07-25",33.9,45.25,39.9
"2024-07-26",33.9,45.25,39.9
"2024-07-29",33.75,44.75,39.9
"2024-07-30",33.85,44.75,39.9
"2024-07-31",34.3,44.75,39.9
"2024-08-01",34.5,44.75,39.9
