"DateTime","NZU Volatility Prices - Percentages","NZUs - April 2022","NZUs - April 2023","NZUs - April 2024","NZUs - April 2025","NZUs - April 2026","NZUs - April 2027","NZUs - April 2028","NZUs - April 2029","NZUs - Spot"
"2019-11-01",,,,,,,,,,24.97
"2019-11-04",,,,,,,,,,24.95
"2019-11-05",,,,,,,,,,24.95
"2019-11-06",,,,,,,,,,24.97
"2019-11-07",,,,,,,,,,24.95
"2019-11-08",,,,,,,,,,24.95
"2019-11-11",,,,,,,,,,25
"2019-11-12",,,,,,,,,,24.95
"2019-11-13",,,,,,,,,,24.95
"2019-11-14",,,,,,,,,,24.9
"2019-11-15",,,,,,,,,,24.92
"2019-11-18",,,,,,,,,,24.9
"2019-11-19",,,,,,,,,,24.92
"2019-11-20",,,,,,,,,,24.8
"2019-11-21",,,,,,,,,,24.8
"2019-11-22",,,,,,,,,,24.8
"2019-11-25",,,,,,,,,,24.8
"2019-11-26",,,,,,,,,,24.8
"2019-11-27",,,,,,,,,,24.8
"2019-11-28",,,,,,,,,,24.65
"2019-11-29",,,,,,,,,,24.7
"2019-12-02",,,,,,,,,,24.72
"2019-12-03",,,,,,,,,,24.7
"2019-12-04",,,,,,,,,,24.67
"2019-12-05",,,,,,,,,,24.67
"2019-12-06",,,,,,,,,,24.65
"2019-12-09",,,,,,,,,,24.67
"2019-12-10",,,,,,,,,,24.75
"2019-12-11",,,,,,,,,,24.75
"2019-12-12",,,,,,,,,,24.75
"2019-12-13",,,,,,,,,,24.75
"2019-12-16",,,,,,,,,,24.75
"2019-12-17",,,,,,,,,,24.75
"2019-12-18",,,,,,,,,,24.75
"2019-12-19",,,,,,,,,,24.7
"2019-12-20",,,,,,,,,,28.5
"2019-12-23",,,,,,,,,,28.5
"2019-12-24",,,,,,,,,,28.5
"2019-12-27",,,,,,,,,,28.5
"2019-12-30",,,,,,,,,,28.5
"2019-12-31",,,,,,,,,,28.5
"2020-01-03",,,,,,,,,,28.5
"2020-01-06",,,,,,,,,,28.5
"2020-01-07",,,,,,,,,,28.85
"2020-01-08",,,,,,,,,,28.9
"2020-01-09",,,,,,,,,,28.9
"2020-01-10",,,,,,,,,,28.92
"2020-01-13",,,,,,,,,,28.9
"2020-01-14",,,,,,,,,,29
"2020-01-15",,,,,,,,,,29.08
"2020-01-16",,,,,,,,,,29.15
"2020-01-17",,,,,,,,,,29.15
"2020-01-21",,,,,,,,,,29.2
"2020-01-22",,,,,,,,,,29.15
"2020-01-23",,,,,,,,,,29.15
"2020-01-24",,,,,,,,,,29.15
"2020-01-28",,,,,,,,,,28.95
"2020-01-29",,,,,,,,,,28.75
"2020-01-30",,,,,,,,,,28.3
"2020-01-31",,,,,,,,,,27.55
"2020-02-03",,,,,,,,,,27.55
"2020-02-04",,,,,,,,,,27.7
"2020-02-05",,,,,,,,,,27.75
"2020-02-07",,,,,,,,,,27.8
"2020-02-10",,,,,,,,,,27.8
"2020-02-11",,,,,,,,,,27.5
"2020-02-12",,,,,,,,,,26.6
"2020-02-13",,,,,,,,,,26.55
"2020-02-14",,,,,,,,,,26.3
"2020-02-17",,,,,,,,,,26.3
"2020-02-18",,,,,,,,,,26.3
"2020-02-19",,,,,,,,,,26.5
"2020-02-20",,,,,,,,,,26.7
"2020-02-21",,,,,,,,,,26.75
"2020-02-24",,,,,,,,,,26.4
"2020-02-25",,,,,,,,,,26.5
"2020-02-26",,,,,,,,,,26.5
"2020-02-27",,,,,,,,,,26.3
"2020-02-28",,,,,,,,,,26.5
"2020-03-02",,,,,,,,,,26.5
"2020-03-03",,,,,,,,,,26.2
"2020-03-04",,,,,,,,,,26
"2020-03-05",,,,,,,,,,26
"2020-03-06",,,,,,,,,,26
"2020-03-09",,,,,,,,,,25.7
"2020-03-10",,,,,,,,,,25.25
"2020-03-11",,,,,,,,,,25.25
"2020-03-12",,,,,,,,,,25.2
"2020-03-13",,,,,,,,,,25.2
"2020-03-16",,,,,,,,,,25.2
"2020-03-17",,,,,,,,,,24.75
"2020-03-18",,,,,,,,,,24.75
"2020-03-19",,,,,,,,,,24.75
"2020-03-20",,,,,,,,,,23.25
"2020-03-23",,,,,,,,,,22.7
"2020-03-24",,,,,,,,,,22.2
"2020-03-25",,,,,,,,,,22.5
"2020-03-26",,,,,,,,,,22.5
"2020-03-27",,,,,,,,,,22.7
"2020-03-30",,,,,,,,,,23.5
"2020-03-31",,,,,,,,,,24
"2020-04-01",,,,,,,,,,24
"2020-04-02",,,,,,,,,,24.5
"2020-04-03",,,,,,,,,,24.25
"2020-04-06",,,,,,,,,,24.25
"2020-04-07",,,,,,,,,,24
"2020-04-08",,,,,,,,,,24
"2020-04-09",,,,,,,,,,24.2
"2020-04-14",,,,,,,,,,24.25
"2020-04-15",,,,,,,,,,24.4
"2020-04-16",,,,,,,,,,24.5
"2020-04-17",,,,,,,,,,24.5
"2020-04-20",,,,,,,,,,24.57
"2020-04-21",,,,,,,,,,24.5
"2020-04-22",,,,,,,,,,24.55
"2020-04-23",,,,,,,,,,24.55
"2020-04-24",,,,,,,,,,24.55
"2020-04-28",,,,,,,,,,24.5
"2020-04-29",,,,,,,,,,24.5
"2020-04-30",,,,,,,,,,24.52
"2020-05-01",,,,,,,,,,24.57
"2020-05-04",,,,,,,,,,24.6
"2020-05-05",,,,,,,,,,24.6
"2020-05-06",,,,,,,,,,24.6
"2020-05-07",,,,,,,,,,24.6
"2020-05-08",,,,,,,,,,24.65
"2020-05-11",,,,,,,,,,24.67
"2020-05-12",,,,,,,,,,24.7
"2020-05-13",,,,,,,,,,24.75
"2020-05-14",,,,,,,,,,24.85
"2020-05-15",,,,,,,,,,25
"2020-05-18",,,,,,,,,,24.95
"2020-05-19",,,,,,,,,,25
"2020-05-20",,,,,,,,,,25.02
"2020-05-21",,,,,,,,,,25.05
"2020-05-22",,,,,,,,,,25
"2020-05-25",,,,,,,,,,25.05
"2020-05-26",,,,,,,,,,25
"2020-05-27",,,,,,,,,,25.1
"2020-05-28",,,,,,,,,,25.05
"2020-05-29",,,,,,,,,,25.05
"2020-06-02",,,,,,,,,,26
"2020-06-03",,,,,,,,,,28
"2020-06-04",,,,,,,,,,28.5
"2020-06-05",,,,,,,,,,29
"2020-06-08",,,,,,,,,,29.5
"2020-06-09",,,,,,,,,,30.75
"2020-06-10",,,,,,,,,,31.4
