"DateTime","NZU Volatility Prices - Percentages","NZUs - April 2022","NZUs - April 2023","NZUs - April 2024","NZUs - April 2025","NZUs - April 2026","NZUs - April 2027","NZUs - April 2028","NZUs - April 2029","NZUs - Spot"
"2020-06-11",,,,,,,,,,32
"2020-06-12",,,,,,,,,,31.85
"2020-06-15",,,,,,,,,,31.85
"2020-06-16",,,,,,,,,,30.82
"2020-06-17",,,,,,,,,,30
"2020-06-18",,,,,,,,,,30.1
"2020-06-19",,,,,,,,,,31
"2020-06-22",,,,,,,,,,31
"2020-06-23",,,,,,,,,,31
"2020-06-24",,,,,,,,,,31.4
"2020-06-25",,,,,,,,,,31.9
"2020-06-26",,,,,,,,,,31.8
"2020-06-29",,,,,,,,,,31.9
"2020-06-30",,,,,,,,,,32.1
"2020-07-01",,,,,,,,,,32.25
"2020-07-02",,,,,,,,,,32.25
"2020-07-03",,,,,,,,,,32.25
"2020-07-06",,,,,,,,,,32.25
"2020-07-07",,,,,,,,,,32.4
"2020-07-08",,,,,,,,,,32.4
"2020-07-09",,,,,,,,,,32.4
"2020-07-10",,,,,,,,,,32.2
"2020-07-13",,,,,,,,,,31.75
"2020-07-14",,,,,,,,,,31.85
"2020-07-15",,,,,,,,,,32.25
"2020-07-16",,,,,,,,,,32.5
"2020-07-17",,,,,,,,,,32.75
"2020-07-20",,,,,,,,,,32.75
"2020-07-21",,,,,,,,,,32.75
"2020-07-22",,,,,,,,,,33.15
"2020-07-23",,,,,,,,,,33.45
"2020-07-24",,,,,,,,,,33.1
"2020-07-27",,,,,,,,,,33.1
"2020-07-28",,,,,,,,,,33.15
"2020-07-29",,,,,,,,,,33.6
"2020-07-30",,,,,,,,,,34.1
"2020-07-31",,,,,,,,,,34.1
"2020-08-03",,,,,,,,,,34.05
"2020-08-04",,,,,,,,,,34.05
"2020-08-05",,,,,,,,,,33.95
"2020-08-06",,,,,,,,,,33.92
"2020-08-07",,,,,,,,,,33.5
"2020-08-10",,,,,,,,,,33.4
"2020-08-11",,,,,,,,,,33.57
"2020-08-12",,,,,,,,,,33.6
"2020-08-13",,,,,,,,,,33.95
"2020-08-14",,,,,,,,,,33.95
"2020-08-17",,,,,,,,,,33.9
"2020-08-18",,,,,,,,,,33.9
"2020-08-19",,,,,,,,,,33.9
"2020-08-20",,,,,,,,,,33.9
"2020-08-21",,,,,,,,,,33.85
"2020-08-24",,,,,,,,,,33.88
"2020-08-25",,,,,,,,,,34.04
"2020-08-26",,,,,,,,,,34
"2020-08-27",,,,,,,,,,34.05
"2020-08-28",,,,,,,,,,34.05
"2020-08-31",,,,,,,,,,34.12
"2020-09-01",,,,,,,,,,34.12
"2020-09-02",,,,,,,,,,34.08
"2020-09-03",,,,,,,,,,34
"2020-09-04",,,,,,,,,,34
"2020-09-07",,,,,,,,,,34
"2020-09-08",,,,,,,,,,34
"2020-09-09",,,,,,,,,,34.25
"2020-09-10",,,,,,,,,,34.25
"2020-09-11",,,,,,,,,,34.3
"2020-09-14",,,,,,,,,,34.5
"2020-09-15",,,,,,,,,,35
"2020-09-16",,,,,,,,,,35
"2020-09-17",,,,,,,,,,35.05
"2020-09-18",,,,,,,,,,35.05
"2020-09-21",,,,,,,,,,35.07
"2020-09-22",,,,,,,,,,35.05
"2020-09-23",,,,,,,,,,35.05
"2020-09-24",,,,,,,,,,35.05
"2020-09-25",,,,,,,,,,35.05
"2020-09-28",,,,,,,,,,35.05
"2020-09-29",,,,,,,,,,35.02
"2020-09-30",,,,,,,,,,35
"2020-10-01",,,,,,,,,,34.95
"2020-10-02",,,,,,,,,,34.85
"2020-10-05",,,,,,,,,,34.85
"2020-10-06",,,,,,,,,,34.7
"2020-10-07",,,,,,,,,,34.75
"2020-10-08",,,,,,,,,,34.8
"2020-10-09",,,,,,,,,,34.85
"2020-10-12",,,,,,,,,,34.85
"2020-10-13",,,,,,,,,,34.85
"2020-10-14",,,,,,,,,,34.95
"2020-10-15",,,,,,,,,,34.95
"2020-10-16",,,,,,,,,,34.95
"2020-10-19",,,,,,,,,,34.95
"2020-10-20",,,,,,,,,,35.05
"2020-10-21",,,,,,,,,,35.05
"2020-10-22",,,,,,,,,,35.15
"2020-10-23",,,,,,,,,,35.05
"2020-10-27",,,,,,,,,,35.05
"2020-10-28",,,,,,,,,,35.1
"2020-10-29",,,,,,,,,,35.12
"2020-10-30",,,,,,,,,,35.1
"2020-11-02",,,,,,,,,,35.1
"2020-11-03",,,,,,,,,,35.1
"2020-11-04",,,,,,,,,,35.1
"2020-11-05",,,,,,,,,,35.12
"2020-11-06",,,,,,,,,,35.12
"2020-11-09",,,,,,,,,,35.12
"2020-11-10",,,,,,,,,,35.12
"2020-11-11",,,,,,,,,,35.22
"2020-11-12",,,,,,,,,,35.22
"2020-11-13",,,,,,,,,,35.3
"2020-11-16",,,,,,,,,,35.4
"2020-11-17",,,,,,,,,,35.5
"2020-11-18",,,,,,,,,,35.8
"2020-11-19",,,,,,,,,,35.8
"2020-11-20",,,,,,,,,,35.8
"2020-11-23",,,,,,,,,,35.8
"2020-11-24",,,,,,,,,,35.8
"2020-11-25",,,,,,,,,,35.75
"2020-11-26",,,,,,,,,,35.8
"2020-11-27",,,,,,,,,,35.8
"2020-11-30",,,,,,,,,,35.8
