"DateTime","Auction Current Vintage - Spot - ARB","Auction Future Vintage - Spot - ARB","CCA - Front December - ICE","CCA - Spot - Evolution Markets","CCO3 - Spot - Evolution Markets","CCO8 - Spot - Evolution Markets","DEBS CCO-0 – Front Month – Nodal","Floor - Spot - ARB","Golden CCO - Spot - Evolution Markets"
"2016-07-18",,,12.71,12.7,10.18,9.38,,12.73,11.15
"2016-07-19",,,12.71,12.7,10.18,9.38,,12.73,11.15
"2016-07-20",,,12.72,12.7,10.18,9.38,,12.73,11.1
"2016-07-21",,,12.72,12.7,10.18,9.38,,12.73,11.1
"2016-07-22",,,12.72,12.7,10.18,9.38,,12.73,11.1
"2016-07-25",,,12.72,12.69,10.18,9.38,,12.73,10.97
"2016-07-26",,,12.75,12.72,10.18,9.38,,12.73,10.97
"2016-07-27",,,12.76,12.72,10.2,9.38,,12.73,10.95
"2016-07-28",,,12.76,12.72,10.25,9.38,,12.73,11.05
"2016-07-29",,,12.79,12.72,10.25,9.38,,12.73,11.05
"2016-08-01",,,12.8,12.78,10.4,9.63,,12.73,11.12
"2016-08-02",,,12.83,12.81,10.45,9.63,,12.73,11.07
"2016-08-03",,,12.83,12.81,10.45,9.63,,12.73,11.07
"2016-08-04",,,12.83,12.8,10.45,9.63,,12.73,11.07
"2016-08-05",,,12.83,12.8,10.45,9.63,,12.73,11.15
"2016-08-08",,,12.83,12.8,10.45,9.63,,12.73,11.12
"2016-08-09",,,12.84,12.81,10.45,9.63,,12.73,11.12
"2016-08-10",,,12.86,12.83,10.45,9.63,,12.73,11.12
"2016-08-11",,,12.85,12.82,10.45,9.63,,12.73,11.12
"2016-08-12",,,12.82,12.79,10.45,9.63,,12.73,11.12
"2016-08-15",,,12.8,12.77,10.45,9.63,,12.73,11.12
"2016-08-16",12.73,12.73,12.83,12.8,10.45,9.63,,12.73,11.12
"2016-08-17",,,12.83,12.8,10.43,9.63,,12.73,11.12
"2016-08-18",,,12.81,12.78,10.3,9.63,,12.73,11.12
"2016-08-19",,,12.81,12.78,10.3,9.63,,12.73,11.12
"2016-08-22",,,12.83,12.79,10.3,9.63,,12.73,11.12
"2016-08-23",,,12.84,12.81,10.3,9.63,,12.73,11.18
"2016-08-24",,,12.88,12.85,10.3,9.63,,12.73,11.18
"2016-08-25",,,12.89,12.86,10.33,9.68,,12.73,11.22
"2016-08-26",,,12.89,12.86,10.33,9.68,,12.73,11.22
"2016-08-29",,,12.89,12.86,10.33,9.68,,12.73,11.22
"2016-08-30",,,12.91,12.86,10.33,9.68,,12.73,11.25
"2016-08-31",,,12.91,12.86,10.33,9.73,,12.73,11.28
"2016-09-01",,,12.91,12.89,10.33,9.73,,12.73,11.28
"2016-09-02",,,12.91,12.89,10.33,9.73,,12.73,11.28
"2016-09-06",,,12.91,12.89,10.33,9.73,,12.73,11.28
"2016-09-07",,,12.92,12.9,10.33,9.73,,12.73,11.28
"2016-09-08",,,12.95,12.93,10.33,9.73,,12.73,11.28
"2016-09-09",,,12.95,12.93,10.33,9.73,,12.73,11.28
"2016-09-12",,,12.94,12.92,10.33,9.73,,12.73,11.2
"2016-09-13",,,12.95,12.93,10.33,9.75,,12.73,11.25
"2016-09-14",,,12.95,12.93,10.33,9.75,,12.73,11.28
"2016-09-15",,,12.95,12.93,10.33,9.75,,12.73,11.28
"2016-09-16",,,12.95,12.93,10.33,9.75,,12.73,11.28
"2016-09-20",,,12.96,12.93,10.48,9.75,,12.73,11.5
"2016-09-21",,,12.96,12.93,10.48,9.75,,12.73,11.38
"2016-09-22",,,12.97,12.94,10.53,9.95,,12.73,11.35
"2016-09-23",,,12.97,12.94,10.53,9.95,,12.73,11.35
"2016-09-26",,,12.97,12.94,10.35,9.8,,12.73,11.38
"2016-09-27",,,12.96,12.93,10.35,9.75,,12.73,11.38
"2016-09-28",,,12.94,12.93,10.35,9.93,,12.73,11.38
"2016-09-29",,,12.94,12.93,10.4,9.85,,12.73,11.4
"2016-09-30",,,12.93,12.93,10.4,9.85,,12.73,11.4
"2016-10-04",,,12.89,12.86,10.55,9.85,,12.73,11.4
"2016-10-05",,,12.89,12.86,10.55,9.9,,12.73,11.4
"2016-10-06",,,12.87,12.84,10.55,9.9,,12.73,11.4
"2016-10-07",,,12.86,12.83,10.55,9.9,,12.73,11.5
"2016-10-10",,,12.87,12.84,10.55,9.9,,12.73,11.5
"2016-10-11",,,12.86,12.85,10.55,9.9,,12.73,11.55
"2016-10-13",,,12.88,12.85,10.55,9.9,,12.73,11.55
"2016-10-14",,,12.86,12.83,10.55,9.9,,12.73,11.55
"2016-10-17",,,12.86,12.83,10.55,10,,12.73,11.53
"2016-10-18",,,12.89,12.86,10.55,10,,12.73,11.55
"2016-10-19",,,12.87,12.84,10.55,10,,12.73,11.55
"2016-10-20",,,12.88,12.85,10.55,10,,12.73,11.45
"2016-10-21",,,12.9,12.87,10.55,10.03,,12.73,11.45
"2016-10-24",,,12.97,12.94,10.55,10.03,,12.73,11.45
"2016-10-25",,,12.99,12.96,10.55,10.03,,12.73,11.55
"2016-10-26",,,12.99,12.96,10.55,10.08,,12.73,11.57
"2016-10-27",,,12.99,12.96,10.55,10.08,,12.73,11.57
"2016-10-31",,,13,12.96,10.5,9.98,,12.73,11.6
"2016-11-01",,,13,12.98,10.5,9.98,,12.73,11.53
"2016-11-02",,,12.98,12.96,10.5,9.98,,12.73,11.5
"2016-11-03",,,12.98,12.96,10.5,10,,12.73,11.5
"2016-11-04",,,12.95,12.93,10.5,10,,12.73,11.5
"2016-11-07",,,12.95,12.93,10.5,10,,12.73,11.5
"2016-11-08",,,12.94,12.92,10.5,10,,12.73,11.5
"2016-11-09",,,12.86,12.84,10.5,10,,12.73,11.45
"2016-11-10",,,12.83,12.83,10.5,10,,12.73,11.4
"2016-11-11",,,12.87,12.86,10.5,10,,12.73,11.45
"2016-11-14",,,12.89,12.88,10.5,10,,12.73,11.45
"2016-11-15",12.73,12.73,12.9,12.89,10.5,10,,12.73,11.45
"2016-11-16",,,12.9,12.89,10.5,10,,12.73,11.45
"2016-11-17",,,12.9,12.89,10.5,10.15,,12.73,11.45
"2016-11-18",,,12.9,12.89,10.5,10.15,,12.73,11.45
"2016-11-21",,,12.9,12.89,10.5,10.15,,12.73,11.45
"2016-11-22",,,12.83,12.82,10.58,10.15,,12.73,11.45
"2016-11-28",,,12.84,12.82,10.58,10.13,,12.73,11.45
"2016-11-29",,,12.84,12.82,10.45,10.13,,12.73,11.45
"2016-11-30",,,12.81,12.82,10.45,10.13,,12.73,11.45
"2016-12-01",,,12.81,12.8,10.45,10.13,,12.73,11.4
"2016-12-02",,,12.81,12.8,10.48,10.13,,12.73,11.4
"2016-12-06",,,12.83,12.82,10.48,10.13,,12.73,11.4
"2016-12-07",,,12.83,12.82,10.48,10.13,,12.73,11.4
"2016-12-08",,,12.82,12.81,10.48,10.13,,12.73,11.4
"2016-12-09",,,12.82,12.81,10.48,10.13,,12.73,11.4
"2016-12-13",,,12.79,12.79,10.48,10.13,,12.73,11.5
"2016-12-14",,,12.82,12.82,10.48,10.13,,12.73,11.5
"2016-12-15",,,12.87,12.87,10.45,10.13,,12.73,11.4
"2016-12-16",,,12.87,12.87,10.45,10.1,,12.73,11.45
"2016-12-19",,,12.9,12.9,10.45,10.1,,12.73,11.45
"2016-12-20",,,12.9,12.9,10.45,10.1,,12.73,11.45
"2016-12-21",,,12.89,12.89,10.45,10.1,,12.73,11.45
"2016-12-22",,,12.9,12.9,10.45,10.1,,12.73,11.45
"2016-12-23",,,12.9,12.9,10.45,10.1,,12.73,11.45
"2016-12-27",,,12.93,12.9,10.45,10.1,,12.73,11.45
"2016-12-28",,,12.93,12.9,10.45,10.1,,12.73,11.45
"2016-12-29",,,13.23,12.9,10.45,10.1,,12.73,11.45
"2016-12-30",,,13.26,12.9,10.45,10.1,,12.73,11.45
"2017-01-03",,,13.3,12.99,10.7,10.15,,13.57,11.68
"2017-01-04",,,13.38,13.07,10.7,10.15,,13.57,11.68
"2017-01-05",,,13.44,13.13,10.7,10.15,,13.57,11.68
"2017-01-06",,,13.46,13.13,10.7,10.15,,13.57,11.68
"2017-01-09",,,13.51,13.18,10.8,10.3,,13.57,11.68
"2017-01-10",,,13.53,13.19,10.8,10.3,,13.57,11.68
"2017-01-11",,,13.55,13.21,10.8,10.3,,13.57,11.68
"2017-01-12",,,13.55,13.23,10.8,10.3,,13.57,11.72
"2017-01-13",,,13.6,13.3,10.8,10.4,,13.57,11.7
"2017-01-17",,,13.59,13.29,10.8,10.4,,13.57,11.7
"2017-01-19",,,13.55,13.27,10.8,10.4,,13.57,11.72
"2017-01-20",,,13.59,13.31,10.75,10.4,,13.57,11.72
"2017-01-23",,,13.57,13.29,10.75,10.4,,13.57,11.72
"2017-01-24",,,13.59,13.31,10.75,10.4,,13.57,11.72
"2017-01-25",,,13.77,13.5,10.88,10.5,,13.57,11.93
"2017-01-27",,,13.77,13.5,10.55,10.15,,13.57,11.88
"2017-01-30",,,13.8,13.5,10.55,10.2,,13.57,11.85
"2017-01-31",,,13.8,13.5,10.55,10.2,,13.57,11.85
"2017-02-01",,,13.78,13.54,10.6,10.25,,13.57,11.9
"2017-02-02",,,13.77,13.54,10.6,10.3,,13.57,11.9
"2017-02-03",,,13.76,13.54,10.6,10.3,,13.57,11.9
"2017-02-06",,,13.76,13.55,10.6,10.3,,13.57,11.9
"2017-02-07",,,13.75,13.54,10.6,10.3,,13.57,11.9
"2017-02-08",,,13.75,13.54,10.6,10.3,,13.57,11.9
"2017-02-09",,,13.74,13.53,10.6,10.3,,13.57,11.9
"2017-02-10",,,13.74,13.53,10.7,10.3,,13.57,11.9
"2017-02-13",,,13.74,13.53,10.7,10.3,,13.57,11.9
"2017-02-14",,,13.76,13.55,10.7,10.4,,13.57,11.82
"2017-02-15",,,13.75,13.54,10.73,10.4,,13.57,11.9
"2017-02-16",,,13.75,13.54,10.73,10.35,,13.57,11.9
"2017-02-17",,,13.73,13.52,10.75,10.33,,13.57,11.9
"2017-02-21",,,13.75,13.55,10.75,10.33,,13.57,11.85
"2017-02-22",13.57,13.57,13.76,13.56,10.75,10.33,,13.57,11.82
"2017-02-23",,,13.74,13.56,10.75,10.33,,13.57,11.88
"2017-02-24",,,13.74,13.56,10.75,10.33,,13.57,11.88
"2017-02-27",,,13.74,13.56,10.75,10.33,,13.57,11.88
"2017-02-28",,,13.69,13.56,10.65,10.23,,13.57,11.78
"2017-03-01",,,13.59,13.45,10.7,10.33,,13.57,11.8
"2017-03-02",,,13.61,13.47,10.7,10.33,,13.57,11.8
"2017-03-03",,,13.61,13.47,10.75,10.35,,13.57,11.93
"2017-03-06",,,13.69,13.55,10.75,10.35,,13.57,11.93
"2017-03-07",,,13.73,13.59,10.75,10.35,,13.57,11.93
"2017-03-08",,,13.74,13.59,10.75,10.25,,13.57,11.93
"2017-03-09",,,13.73,13.58,10.75,10.25,,13.57,11.93
"2017-03-10",,,13.73,13.58,10.75,10.25,,13.57,11.93
"2017-03-13",,,13.7,13.56,10.75,10.25,,13.57,11.93
"2017-03-14",,,13.7,13.56,10.75,10.25,,13.57,11.93
"2017-03-15",,,13.71,13.57,10.75,10.25,,13.57,11.93
"2017-03-16",,,13.7,13.56,10.75,10.25,,13.57,11.93
"2017-03-17",,,13.75,13.61,10.75,10.25,,13.57,11.95
"2017-03-20",,,13.73,13.58,10.75,10.25,,13.57,11.95
"2017-03-21",,,13.71,13.55,10.75,10.25,,13.57,12.07
"2017-03-22",13.58,13.57,13.74,13.56,10.75,10.25,,13.57,12.12
"2017-03-23",,,13.75,13.55,10.75,10.25,,13.57,12.12
"2017-03-24",,,13.76,13.56,10.75,10.25,,13.57,12.12
"2017-03-27",,,13.81,13.58,10.75,10.25,,13.57,12.15
"2017-03-28",,,13.81,13.6,10.75,10.25,,13.57,12.15
"2017-03-29",,,13.81,13.64,11,10.48,,13.57,12.15
"2017-03-30",,,13.81,13.64,11,10.48,,13.57,12.15
"2017-03-31",,,13.81,13.64,11,10.48,,13.57,12.15
"2017-04-03",,,13.79,13.62,11,10.5,,13.57,12.15
"2017-04-04",,,13.78,13.61,11,10.5,,13.57,12.15
"2017-04-05",,,13.78,13.61,11,10.5,,13.57,12.15
"2017-04-06",,,13.76,13.59,11.13,10.55,,13.57,12.15
"2017-04-07",,,14.3,14.13,11.5,10.88,,13.57,12.88
"2017-04-10",,,14.32,14.15,11.5,10.88,,13.57,12.75
"2017-04-11",,,14.39,14.22,11.5,10.88,,13.57,12.75
"2017-04-12",,,14.29,14.12,11.75,11,,13.57,12.88
"2017-04-13",,,14.32,14.15,11.75,11,,13.57,12.75
"2017-04-14",,,14.32,14.15,11.75,11,,13.57,12.75
"2017-04-17",,,14.2,14.04,11.5,10.88,,13.57,12.62
"2017-04-18",,,14.25,14.09,11.38,10.88,,13.57,12.62
"2017-04-19",,,14.33,14.16,11.38,10.88,,13.57,12.62
"2017-04-20",,,14.3,14.13,11.38,10.88,,13.57,12.62
"2017-04-21",,,14.31,14.14,11.38,10.88,,13.57,12.62
"2017-04-24",,,14.28,14.12,11.2,10.6,,13.57,12.62
"2017-04-25",,,14.27,14.11,11.2,10.6,,13.57,12.62
"2017-04-26",,,14.29,14.15,11.2,10.6,,13.57,12.62
"2017-04-27",,,14.37,14.2,11.2,10.6,,13.57,12.62
"2017-04-28",,,14.38,14.23,11.28,10.6,,13.57,12.62
"2017-05-01",,,14.29,14.13,11.2,10.83,,13.57,12.62
"2017-05-02",,,14.23,14.07,11.2,10.83,,13.57,12.62
"2017-05-03",,,14.2,14.04,11.2,10.83,,13.57,12.62
"2017-05-04",,,14.21,14.04,11.2,10.83,,13.57,12.62
"2017-05-05",,,14.14,13.97,11.2,10.83,,13.57,12.62
"2017-05-08",,,14.11,13.94,11.13,10.78,,13.57,12.62
"2017-05-09",,,14.05,13.88,11.1,10.83,,13.57,12.62
"2017-05-10",,,14.08,13.91,11.05,10.83,,13.57,12.62
"2017-05-11",,,14.17,14,11.05,10.83,,13.57,12.62
"2017-05-12",,,14.17,14.01,11.05,10.83,,13.57,12.62
"2017-05-15",,,14.09,13.93,11,10.75,,13.57,12.62
"2017-05-16",13.8,13.57,14.15,13.99,11,10.75,,13.57,12.62
"2017-05-17",,,14.16,13.99,11,10.75,,13.57,12.55
"2017-05-18",,,14.21,14.04,11,10.75,,13.57,12.55
"2017-05-19",,,14.21,14.04,11,10.75,,13.57,12.55
"2017-05-22",,,14.21,14.04,11,10.7,,13.57,12.55
"2017-05-23",,,14.22,14.05,11,10.7,,13.57,12.55
"2017-05-24",,,14.22,14.04,11,10.7,,13.57,12.55
"2017-05-25",,,14.22,14.04,11,10.7,,13.57,12.55
"2017-05-26",,,14.22,14.05,11,10.7,,13.57,12.55
"2017-05-29",,,14.22,14.05,11,10.7,,13.57,12.55
"2017-05-30",,,14.23,14.06,11,10.7,,13.57,12.55
"2017-05-31",,,14.27,14.1,11,10.7,,13.57,12.55
"2017-06-01",,,14.27,14.1,11,10.7,,13.57,12.55
"2017-06-02",,,14.28,14.1,11,10.7,,13.57,12.55
"2017-06-05",,,14.27,14.09,11,10.7,,13.57,12.55
"2017-06-06",13.88,13.57,14.24,14.06,11,10.7,,13.57,12.55
"2017-06-07",,,14.24,14.06,11.25,10.7,,13.57,12.53
"2017-06-08",,,14.22,14.04,11.25,10.7,,13.57,12.55
"2017-06-09",,,14.25,14.06,11.2,10.7,,13.57,12.55
"2017-06-12",,,14.25,14.06,11.03,10.7,,13.57,12.55
"2017-06-13",,,14.28,14.09,11.03,10.7,,13.57,12.55
"2017-06-14",,,14.31,14.13,11.03,10.7,,13.57,12.55
"2017-06-15",,,14.33,14.15,11.1,10.8,,13.57,12.55
"2017-06-16",,,14.33,14.15,11.1,10.8,,13.57,12.55
"2017-06-19",,,14.39,14.22,11.1,10.8,,13.57,12.5
"2017-06-20",,,14.45,14.27,11.1,10.83,,13.57,12.47
"2017-06-21",,,14.52,14.36,11.38,11,,13.57,12.62
"2017-06-22",,,14.49,14.33,11.38,11,,13.57,12.6
"2017-06-23",,,14.53,14.37,11.38,11,,13.57,12.6
"2017-06-26",,,14.55,14.38,11.3,11,,13.57,12.65
"2017-06-27",,,14.61,14.45,11.3,11,,13.57,12.65
"2017-06-28",,,14.61,14.47,11.3,11,,13.57,12.78
"2017-06-29",,,14.79,14.63,11.4,11,,13.57,12.95
"2017-06-30",,,14.84,14.69,11.4,11,,13.57,13.05
"2017-07-03",,,14.84,14.69,11.4,11,,13.57,13.05
"2017-07-04",,,14.84,14.69,11.4,11,,13.57,13.05
"2017-07-05",,,14.89,14.74,11.5,11.1,,13.57,13
"2017-07-06",,,14.93,14.79,11.5,11.1,,13.57,13
"2017-07-07",,,15.16,15.01,11.63,11.25,,13.57,13.12
"2017-07-10",,,15.16,15.02,11.63,11.25,,13.57,13.12
"2017-07-11",,,15.41,15.27,11.75,11.38,,13.57,13.18
"2017-07-12",,,15.31,15.16,11.75,11.38,,13.57,13.18
"2017-07-13",,,15.26,15.11,11.85,11.45,,13.57,13.18
"2017-07-14",,,15.26,15.11,11.85,11.45,,13.57,13.18
"2017-07-17",,,15.26,15.11,11.85,11.45,,13.57,13.18
"2017-07-18",,,15.45,15.3,12.13,11.7,,13.57,13.4
"2017-07-19",,,15.45,15.3,12.25,11.7,,13.57,13.3
"2017-07-20",,,15.45,15.3,12.25,11.7,,13.57,13.3
"2017-07-21",,,15.3,15.15,12.13,11.65,,13.57,13.3
"2017-07-24",,,15.25,15.11,12.13,11.65,,13.57,13.3
"2017-07-25",,,15.26,15.12,12.25,11.88,,13.57,13.25
"2017-07-26",,,15.24,15.1,12.2,11.88,,13.57,13.32
"2017-07-27",,,15.24,15.13,12.2,11.88,,13.57,13.32
"2017-07-28",,,15.26,15.15,12.2,11.88,,13.57,13.3
"2017-07-31",,,15.27,15.16,12.3,11.83,,13.57,13.43
"2017-08-01",,,15.19,15.08,12.3,11.83,,13.57,13.38
"2017-08-02",,,15.15,15.05,12.3,11.83,,13.57,13.35
"2017-08-03",,,14.9,14.8,12.08,11.7,,13.57,13.2
"2017-08-04",,,14.98,14.88,12.08,11.7,,13.57,13.2
"2017-08-07",,,15,14.9,12.08,11.7,,13.57,13.2
"2017-08-08",,,14.93,14.83,12.08,11.7,,13.57,13.2
"2017-08-09",,,14.9,14.79,12.08,11.63,,13.57,13.15
"2017-08-10",,,14.86,14.75,12.08,11.63,,13.57,13.15
"2017-08-11",,,14.86,14.75,12.03,11.63,,13.57,13.1
"2017-08-14",,,14.83,14.72,12.03,11.63,,13.57,13.1
"2017-08-15",14.75,14.55,14.83,14.72,12.03,11.63,,13.57,13.1
"2017-08-16",,,14.83,14.72,12.03,11.63,,13.57,13.1
"2017-08-17",,,14.8,14.68,12.03,11.63,,13.57,13.1
"2017-08-18",,,14.82,14.7,12.03,11.63,,13.57,13.07
"2017-08-21",,,14.82,14.7,11.98,11.63,,13.57,13.1
"2017-08-22",,,15,14.9,11.98,11.63,,13.57,13.12
"2017-08-23",,,15.15,15.03,12.15,11.63,,13.57,13.25
"2017-08-24",,,15.15,15.03,12.15,11.63,,13.57,13.3
"2017-08-25",,,15.28,15.16,12.18,11.68,,13.57,13.3
"2017-08-28",,,15.23,15.11,12.18,11.68,,13.57,13.3
"2017-08-29",,,15.28,15.19,12.18,11.68,,13.57,13.3
"2017-08-30",,,15.32,15.22,11.98,11.58,,13.57,13.62
"2017-08-31",,,15.36,15.26,11.98,11.58,,13.57,13.62
"2017-09-01",,,15.42,15.32,11.98,11.6,,13.57,13.62
"2017-09-04",,,15.42,15.32,12.1,11.85,,13.57,13.57
"2017-09-05",,,15.53,15.43,12.1,11.85,,13.57,13.57
"2017-09-06",15,14.57,15.49,15.39,12.1,11.8,,13.57,13.57
"2017-09-07",,,15.38,15.27,12.1,11.8,,13.57,13.57
"2017-09-08",,,15.32,15.22,12.15,11.8,,13.57,13.6
"2017-09-11",,,15.21,15.11,12.15,11.8,,13.57,13.4
"2017-09-12",,,15.18,15.08,12.15,11.8,,13.57,13.35
"2017-09-13",,,15.21,15.11,12.15,11.8,,13.57,13.35
"2017-09-14",,,15.23,15.13,12.15,11.8,,13.57,13.45
"2017-09-15",,,15.32,15.23,12.15,11.8,,13.57,13.53
"2017-09-18",,,15.35,15.26,12.3,11.85,,13.57,13.7
"2017-09-19",,,15.29,15.2,12.3,11.85,,13.57,13.75
"2017-09-20",,,15.19,15.1,12.3,11.85,,13.57,13.75
"2017-09-21",,,15.25,15.16,12.3,11.85,,13.57,13.75
"2017-09-22",,,15.28,15.2,12.4,12,,13.57,13.75
"2017-09-25",,,15.24,15.16,12.58,12.15,,13.57,13.9
"2017-09-26",,,15.27,15.19,12.58,12.23,,13.57,13.9
"2017-09-27",,,15.32,15.27,12.65,12.3,,13.57,13.9
"2017-09-28",,,15.27,15.22,12.7,12.3,,13.57,13.85
"2017-09-29",,,15.27,15.22,12.7,12.3,,13.57,13.85
"2017-10-02",,,15.29,15.24,12.7,12.3,,13.57,13.85
"2017-10-03",,,15.28,15.23,12.7,12.3,,13.57,13.82
"2017-10-04",,,15.27,15.22,12.7,12.3,,13.57,13.82
"2017-10-05",,,15.25,15.2,12.7,12.3,,13.57,13.82
"2017-10-06",,,15.27,15.22,12.75,12.3,,13.57,13.9
"2017-10-09",,,15.27,15.22,12.75,12.3,,13.57,13.9
"2017-10-10",,,15.27,15.22,12.75,12.3,,13.57,13.9
"2017-10-11",,,15.3,15.25,12.75,12.3,,13.57,13.88
"2017-10-12",,,15.32,15.27,12.75,12.3,,13.57,13.88
"2017-10-13",,,15.36,15.31,12.75,12.3,,13.57,13.9
"2017-10-16",,,15.42,15.37,12.75,12.3,,13.57,13.9
"2017-10-17",,,15.42,15.37,12.75,12.3,,13.57,13.9
"2017-10-18",,,15.4,15.35,12.75,12.3,,13.57,13.9
"2017-10-19",,,15.35,15.31,12.75,12.3,,13.57,13.9
"2017-10-20",,,15.27,15.23,12.95,12.38,,13.57,13.95
"2017-10-23",,,15.21,15.17,12.93,12.38,,13.57,13.93
"2017-10-24",,,15.19,15.15,12.98,12.38,,13.57,13.97
"2017-10-25",,,15.23,15.19,12.98,12.38,,13.57,13.97
"2017-10-26",,,15.26,15.22,12.98,12.38,,13.57,13.97
"2017-10-27",,,15.34,15.33,12.98,12.38,,13.57,13.97
"2017-10-30",,,15.4,15.37,12.98,12.38,,13.57,13.97
"2017-10-31",,,15.47,15.44,12.98,12.38,,13.57,13.97
"2017-11-01",,,15.46,15.42,13.13,12.45,,13.57,14.2
"2017-11-02",,,15.35,15.29,13.13,12.45,,13.57,14.2
"2017-11-03",,,15.28,15.27,13.13,12.45,,13.57,14.2
"2017-11-06",,,15.24,15.21,13.13,12.45,,13.57,14.2
"2017-11-07",,,15.12,15.1,13.13,12.3,,13.57,14.12
"2017-11-08",,,15.13,15.1,13.13,12.3,,13.57,14.07
"2017-11-09",,,15.13,15.11,13.25,12.3,,13.57,14
"2017-11-10",,,15.15,15.14,13.25,12.3,,13.57,13.88
"2017-11-13",,,15.17,15.15,13.33,12.7,,13.57,13.88
"2017-11-14",15.06,14.76,15.17,15.18,13.33,12.7,,13.57,13.88
"2017-11-15",,,15.18,15.14,13.33,12.83,,13.57,13.85
"2017-11-16",,,15.25,15.23,13.33,12.93,,13.57,13.85
"2017-11-17",,,15.25,15.25,13.33,12.93,,13.57,13.85
"2017-11-20",,,15.25,15.23,13.43,12.93,,13.57,14.07
"2017-11-21",,,15.25,15.23,13.43,12.93,,13.57,14.07
"2017-11-22",,,15.15,15.17,13.43,12.93,,13.57,14.07
"2017-11-23",,,15.15,15.17,13.43,12.93,,13.57,14.07
"2017-11-24",,,15.15,15.17,13.43,12.93,,13.57,14.07
"2017-11-27",,,15.17,15.18,13.4,12.93,,13.57,14.07
"2017-11-28",,,15.18,15.19,13.4,12.85,,13.57,13.97
"2017-11-29",13.57,14.75,15.18,15.17,13.48,12.88,,13.57,13.93
"2017-11-30",,,15.2,15.21,13.43,12.88,,13.57,13.93
"2017-12-01",,,15.19,15.18,13.43,12.88,,13.57,13.93
"2017-12-04",,,15.17,15.17,13.25,12.95,,13.57,13.95
"2017-12-05",,,15.15,15.15,13.25,12.95,,13.57,13.95
"2017-12-06",,,15.14,15.1,13.25,12.95,,13.57,13.95
"2017-12-07",,,14.85,14.88,13.18,12.9,,13.57,13.88
"2017-12-08",,,14.95,14.88,13.18,12.9,,13.57,13.88
"2017-12-11",,,14.99,14.98,13.18,12.83,,13.57,13.82
"2017-12-12",,,14.99,14.99,13.05,12.75,,13.57,13.88
"2017-12-13",,,14.99,14.99,13,12.75,,13.57,13.88
"2017-12-14",,,15.02,14.99,13,12.75,,13.57,13.88
"2017-12-15",,,15,14.99,13,12.75,,13.57,13.88
"2017-12-18",,,15.1,15.02,13,12.75,,13.57,13.88
"2017-12-19",,,15.09,15.05,13,12.75,,13.57,13.88
"2017-12-20",,,15.06,15.05,13,12.75,,13.57,13.88
"2017-12-26",,,15.45,15.05,13,12.75,,13.57,13.88
"2017-12-29",,,15.45,15.07,13,12.75,,13.57,13.85
"2018-01-02",,,15.48,15.08,13,12.75,,14.53,13.85
"2018-01-03",,,15.46,15.06,13,12.75,,14.53,13.88
"2018-01-04",,,15.46,15.08,13.1,12.75,,14.53,13.9
"2018-01-05",,,15.44,15.04,13.25,12.75,,14.53,13.93
"2018-01-08",,,15.43,15,13.4,12.75,,14.53,13.97
"2018-01-09",,,15.36,14.94,13.4,12.75,,14.53,13.97
"2018-01-10",,,15.3,14.98,13.4,12.75,,14.53,13.93
"2018-01-11",,,15.25,14.82,13.4,12.75,,14.53,13.93
"2018-01-12",,,15.27,14.86,13.4,12.75,,14.53,13.93
"2018-01-16",,,15.3,14.95,13.4,12.75,,14.53,13.93
"2018-01-17",,,15.32,14.91,13.4,12.75,,14.53,13.93
"2018-01-18",,,15.36,14.92,13.4,12.75,,14.53,13.93
"2018-01-19",,,15.39,14.97,13.4,12.75,,14.53,13.93
"2018-01-22",,,15.37,14.96,13.4,12.75,,14.53,13.93
"2018-01-23",,,15.37,14.95,13.4,12.75,,14.53,13.93
"2018-01-24",,,15.36,14.91,13.4,12.75,,14.53,13.93
"2018-01-25",,,15.34,14.9,13.4,12.75,,14.53,13.93
"2018-01-26",,,15.32,14.89,13.4,12.75,,14.53,13.93
"2018-01-29",,,15.33,14.92,13.4,12.75,,14.53,13.93
"2018-01-30",,,15.33,14.92,13.4,12.75,,14.53,13.95
"2018-01-31",,,15.28,14.85,13.4,12.75,,14.53,13.95
"2018-02-01",,,15.27,14.87,13.4,12.75,,14.53,13.95
"2018-02-02",,,15.28,14.87,13.4,12.75,,14.53,13.95
"2018-02-05",,,15.29,14.88,13.4,12.75,,14.53,13.88
"2018-02-06",,,15.31,14.9,13.4,12.75,,14.53,13.85
"2018-02-07",,,15.3,14.86,13.4,12.75,,14.53,13.85
"2018-02-08",,,15.26,14.84,13.4,12.75,,14.53,13.85
"2018-02-09",,,15.27,14.84,13.4,12.75,,14.53,13.85
"2018-02-12",,,15.22,14.82,13.4,12.75,,14.53,13.85
"2018-02-13",,,15.22,14.79,13.4,12.75,,14.53,13.85
"2018-02-14",,,15.21,14.79,13.4,12.75,,14.53,13.85
"2018-02-15",,,15.21,14.79,13.4,12.75,,14.53,13.85
"2018-02-16",,,15.24,14.81,13.4,12.75,,14.53,13.85
"2018-02-20",,,15.2,14.78,13.4,12.75,,14.53,13.85
"2018-02-21",14.61,14.53,15.15,14.71,13.3,12.75,,14.53,13.8
"2018-02-22",,,15.15,14.71,13.3,12.75,,14.53,13.8
"2018-02-23",,,15.2,14.76,13.3,12.75,,14.53,13.8
"2018-02-26",,,15.25,14.83,13.3,12.75,,14.53,13.8
