"DateTime","Auction Current Vintage - Spot - ARB","Auction Future Vintage - Spot - ARB","CCA - Front December - ICE","CCA - Spot - Evolution Markets","CCO3 - Spot - Evolution Markets","CCO8 - Spot - Evolution Markets","DEBS CCO-0 – Front Month – Nodal","Floor - Spot - ARB","Golden CCO - Spot - Evolution Markets"
"2018-02-27",,,15.31,14.91,13.3,12.75,,14.53,13.8
"2018-02-28",,,15.23,14.74,13.3,12.75,,14.53,13.82
"2018-03-01",,,15.21,14.76,13.3,12.75,,14.53,13.82
"2018-03-02",,,15.19,14.75,13.3,12.75,,14.53,13.82
"2018-03-05",,,15.14,14.71,13.3,12.75,,14.53,13.82
"2018-03-06",,,15.19,14.74,13.3,12.75,,14.53,13.82
"2018-03-07",,,15.22,14.75,13.3,12.75,,14.53,13.82
"2018-03-08",,,15.2,14.75,13.3,12.75,,14.53,13.82
"2018-03-09",,,15.2,14.75,13.3,12.75,,14.53,13.82
"2018-03-12",,,15.19,14.75,13.3,12.75,,14.53,13.88
"2018-03-13",,,15.19,14.73,13.3,12.75,,14.53,13.88
"2018-03-14",,,15.2,14.74,13.3,12.75,,14.53,13.88
"2018-03-15",,,15.16,14.74,13.3,12.75,,14.53,13.88
"2018-03-16",,,15.16,14.73,13.3,12.75,,14.53,13.88
"2018-03-19",,,15.19,14.73,13.3,12.75,,14.53,13.88
"2018-03-20",,,15.2,14.73,13.3,12.75,,14.53,13.88
"2018-03-21",,,15.2,14.73,13.3,12.75,,14.53,13.88
"2018-03-22",,,15.19,14.74,13.3,12.75,,14.53,13.88
"2018-03-23",,,15.21,14.74,13.3,12.75,,14.53,13.88
"2018-03-26",,,15.16,14.73,13.3,12.75,,14.53,13.88
"2018-03-27",,,15.09,14.67,13.3,12.75,,14.53,13.88
"2018-03-28",,,15.08,14.68,13.3,12.75,,14.53,13.88
"2018-03-29",,,15.08,14.68,13.3,12.75,,14.53,13.72
"2018-03-30",,,15.08,14.68,13.3,12.75,,14.53,13.72
"2018-04-02",,,15.08,14.68,13.3,12.75,,14.53,13.72
"2018-04-03",,,15.06,14.68,13.25,12.75,,14.53,13.78
"2018-04-04",,,15.06,14.68,13.25,12.75,,14.53,13.78
"2018-04-05",,,15.04,14.68,13.25,12.75,,14.53,13.78
"2018-04-06",,,15.04,14.66,13.25,12.75,,14.53,13.78
"2018-04-09",,,15.07,14.68,13.25,12.75,,14.53,13.78
"2018-04-10",,,15.11,14.72,13.25,12.75,,14.53,13.78
"2018-04-11",,,15.08,14.69,13.25,12.75,,14.53,13.78
"2018-04-12",,,15.07,14.67,13.25,12.75,,14.53,13.78
"2018-04-13",,,15.06,14.67,13.25,12.75,,14.53,13.75
"2018-04-16",,,15.07,14.68,13.25,12.75,,14.53,13.75
"2018-04-17",,,15.08,14.67,13.25,12.75,,14.53,13.75
"2018-04-19",,,15.08,14.68,13.25,12.75,,14.53,13.75
"2018-04-20",,,15.09,14.68,13.25,12.75,,14.53,13.75
"2018-04-23",,,15.08,14.68,13.25,12.75,,14.53,13.75
"2018-04-24",,,15.06,14.68,13.38,12.75,,14.53,13.8
"2018-04-25",,,15.05,14.66,13.53,12.75,,14.53,13.85
"2018-04-26",,,15.02,14.68,13.38,12.75,,14.53,13.85
"2018-04-27",,,15.02,14.7,13.38,12.75,,14.53,13.85
"2018-04-30",,,15.02,14.7,13.53,12.75,,14.53,13.85
"2018-05-01",,,15.02,14.7,13.38,12.75,,14.53,13.9
"2018-05-02",,,15.02,14.7,13.38,12.75,,14.53,13.9
"2018-05-03",,,15,14.68,13.38,12.75,,14.53,13.9
"2018-05-04",,,15.01,14.68,13.38,12.95,,14.53,13.95
"2018-05-07",,,15.01,14.68,13.38,12.95,,14.53,13.95
"2018-05-08",,,15.01,14.68,13.38,12.95,,14.53,13.95
"2018-05-09",,,15.01,14.68,13.38,12.95,,14.53,13.95
"2018-05-10",,,15,14.68,13.38,12.95,,14.53,13.95
"2018-05-11",,,15,14.68,13.38,12.95,,14.53,13.97
"2018-05-14",,,14.99,14.68,13.38,12.95,,14.53,13.97
"2018-05-15",14.65,14.53,15.01,14.67,13.38,12.95,,14.53,13.97
"2018-05-16",,,15.06,14.7,13.38,12.95,,14.53,13.97
"2018-05-17",,,15.07,14.73,13.38,12.95,,14.53,13.97
"2018-05-18",,,15.08,14.75,13.38,12.95,,14.53,14.07
"2018-05-21",,,15.08,14.76,13.38,12.95,,14.53,14.07
"2018-05-22",,,15.08,14.78,13.38,12.95,,14.53,14.07
"2018-05-23",,,15.13,14.81,13.38,12.95,,14.53,14.07
"2018-05-24",,,15.16,14.81,13.38,12.95,,14.53,14.07
"2018-05-25",,,15.19,14.85,13.38,12.95,,14.53,14.07
"2018-05-29",,,15.21,14.9,13.5,13.15,,14.53,14.12
"2018-05-30",,,15.22,14.91,13.5,13.15,,14.53,14.12
"2018-05-31",,,15.27,14.96,13.5,13.15,,14.53,14.12
"2018-06-01",,,15.24,14.94,13.5,13.15,,14.53,14.12
"2018-06-04",,,15.23,14.92,13.5,13.15,,14.53,14.12
"2018-06-05",,,15.17,14.86,13.5,13.15,,14.53,14.12
"2018-06-06",,,15.15,14.84,13.5,13.15,,14.53,14.12
"2018-06-07",,,15.15,14.85,13.5,13.15,,14.53,14.12
"2018-06-08",,,15.06,14.74,13.5,13.15,,14.53,14.12
"2018-06-11",,,15.1,14.8,13.57,13.15,,14.53,14.18
"2018-06-12",,,15.12,14.81,13.55,13.15,,14.53,14.18
"2018-06-13",,,15.11,14.8,13.57,13.15,,14.53,14.18
"2018-06-14",,,15.13,14.83,13.57,13.15,,14.53,14.18
"2018-06-15",,,15.08,14.77,13.57,13.15,,14.53,14.18
"2018-06-18",,,15.15,14.86,13.57,13.15,,14.53,14.1
"2018-06-19",,,15.16,14.87,13.57,13.15,,14.53,14.1
"2018-06-20",,,15.21,14.9,13.57,13.15,,14.53,14.1
"2018-06-21",,,15.21,14.92,13.57,13.15,,14.53,14.1
"2018-06-22",,,15.22,14.91,13.57,13.15,,14.53,14.1
"2018-06-25",,,15.23,14.94,13.57,13.15,,14.53,14.1
"2018-06-26",,,15.23,14.93,13.75,13.15,,14.53,14.12
"2018-06-27",,,15.23,14.93,13.75,13.15,,14.53,14.12
"2018-06-28",,,15.24,15,13.75,13.15,,14.53,14.12
"2018-06-29",,,15.23,15,14.05,13.53,,14.53,14.12
"2018-07-02",,,15.24,15,14.05,13.53,,14.53,14.12
"2018-07-03",,,15.25,15,14.05,13.53,,14.53,14.12
"2018-07-05",,,15.25,15.01,13.97,13.53,,14.53,14.15
"2018-07-06",,,15.26,15,13.97,13.53,,14.53,14.15
"2018-07-09",,,15.28,15.02,13.93,13.53,,14.53,14.15
"2018-07-10",,,15.28,15.03,13.97,13.53,,14.53,14.15
"2018-07-11",,,15.27,15.03,13.97,13.53,,14.53,14.15
"2018-07-12",,,15.27,15.04,13.97,13.53,,14.53,14.15
"2018-07-13",,,15.29,15.05,13.97,13.53,,14.53,14.15
"2018-07-14",,,,15.05,13.97,13.53,,14.53,14.15
"2018-07-16",,,15.28,15.05,13.97,13.53,,14.53,14.15
"2018-07-17",,,15.27,15.03,13.97,13.53,,14.53,14.15
"2018-07-18",,,15.27,15.04,13.97,13.53,,14.53,14.15
"2018-07-19",,,15.28,15.04,13.97,13.53,,14.53,14.15
"2018-07-20",,,15.28,15.04,13.97,13.53,,14.53,14.15
"2018-07-23",,,15.29,15.04,13.97,13.53,,14.53,14.15
"2018-07-24",,,15.29,15.03,13.97,13.53,,14.53,14.15
"2018-07-25",,,15.29,15.03,13.97,13.53,,14.53,14.15
"2018-07-26",,,15.29,15.05,13.85,13.53,,14.53,14.15
"2018-07-27",,,15.29,15.09,13.85,13.53,,14.53,14.15
"2018-07-30",,,15.29,15.09,13.93,13.65,,14.53,14.25
"2018-07-31",,,15.28,15.1,13.93,13.65,,14.53,14.25
"2018-08-01",,,15.29,15.1,13.93,13.65,,14.53,14.25
"2018-08-02",,,15.29,15.1,13.93,13.65,,14.53,14.25
"2018-08-03",,,15.29,15.1,13.93,13.65,,14.53,14.25
"2018-08-06",,,15.3,15.11,13.93,13.65,,14.53,14.25
"2018-08-07",,,15.31,15.11,13.93,13.65,,14.53,14.25
"2018-08-08",,,15.31,15.12,13.93,13.65,,14.53,14.28
"2018-08-09",,,15.32,15.13,13.93,13.65,,14.53,14.32
"2018-08-10",,,15.31,15.14,13.93,13.65,,14.53,14.32
"2018-08-13",,,15.32,15.15,13.93,13.65,,14.53,14.32
"2018-08-14",15.05,14.9,15.35,15.15,13.93,13.65,,14.53,14.32
"2018-08-15",,,15.39,15.2,13.93,13.65,,14.53,14.32
"2018-08-16",,,15.45,15.24,13.95,13.75,,14.53,14.35
"2018-08-17",,,15.48,15.27,13.95,13.75,,14.53,14.35
"2018-08-20",,,15.48,15.29,13.95,13.75,,14.53,14.35
"2018-08-21",,,15.44,15.23,14.2,14,,14.53,14.5
"2018-08-22",,,15.47,15.24,14.2,14,,14.53,14.5
"2018-08-23",,,15.46,15.23,14.2,14,,14.53,14.5
"2018-08-24",,,15.47,15.23,14.2,14,,14.53,14.5
"2018-08-27",,,15.5,15.23,14.2,14,,14.53,14.5
"2018-08-28",,,15.5,15.29,14.2,14,,14.53,14.5
"2018-08-29",,,15.51,15.34,14.2,14,,14.53,14.5
"2018-08-30",,,15.52,15.34,14.2,14,,14.53,14.5
"2018-08-31",,,15.52,15.34,14.2,14,,14.53,14.5
"2018-09-04",,,15.55,15.38,14.2,14,,14.53,14.5
"2018-09-05",,,15.55,15.39,14.2,14,,14.53,14.5
"2018-09-06",,,15.58,15.43,14.2,14,,14.53,14.5
"2018-09-07",,,15.58,15.43,14.2,14,,14.53,14.5
"2018-09-10",,,15.6,15.46,14.2,14,,14.53,14.5
"2018-09-11",,,15.59,15.45,14.2,14,,14.53,14.5
"2018-09-12",,,15.57,15.41,14.2,14,,14.53,14.5
"2018-09-13",,,15.55,15.39,14.2,14,,14.53,14.5
"2018-09-14",,,15.56,15.38,14.2,14,,14.53,14.5
"2018-09-17",,,15.53,15.37,14.2,14,,14.53,14.5
"2018-09-18",,,15.52,15.38,14.2,14,,14.53,14.5
"2018-09-19",,,15.53,15.34,14.2,14,,14.53,14.5
"2018-09-20",,,15.52,15.31,14.2,14,,14.53,14.5
"2018-09-21",,,15.51,15.34,14.28,14.1,,14.53,14.6
"2018-09-24",,,15.49,15.32,14.28,14.1,,14.53,14.6
"2018-09-25",,,15.51,15.34,14.28,14.1,,14.53,14.6
"2018-09-26",,,15.5,15.39,14.28,14.1,,14.53,14.6
"2018-09-27",,,15.53,15.38,14.35,14.28,,14.53,14.6
"2018-09-28",,,15.55,15.42,14.38,14.28,,14.53,14.6
"2018-10-01",,,15.54,15.42,14.38,14.28,,14.53,14.6
"2018-10-02",,,15.53,15.45,14.38,14.28,,14.53,14.6
"2018-10-03",,,15.53,15.45,14.38,14.28,,14.53,14.6
"2018-10-04",,,15.53,15.45,14.38,14.28,,14.53,14.6
"2018-10-05",,,15.55,15.45,14.38,14.3,,14.53,14.7
"2018-10-08",,,15.55,15.45,14.38,14.3,,14.53,14.7
"2018-10-09",,,15.52,15.45,14.38,14.3,,14.53,14.8
"2018-10-10",,,15.52,15.41,14.38,14.3,,14.53,14.8
"2018-10-11",,,15.53,15.41,14.38,14.3,,14.53,14.8
"2018-10-12",,,15.52,15.41,14.38,14.3,,14.53,14.8
"2018-10-15",,,15.52,15.43,14.38,14.3,,14.53,14.8
"2018-10-16",,,15.54,15.46,14.38,14.3,,14.53,14.8
"2018-10-17",,,15.54,15.46,14.38,14.3,,14.53,14.8
"2018-10-18",,,15.53,15.45,14.05,13.9,,14.53,14.25
"2018-10-19",,,15.54,15.45,14.05,13.9,,14.53,14.25
"2018-10-22",,,15.54,15.45,14.05,13.9,,14.53,14.25
"2018-10-23",,,15.54,15.45,14.05,13.9,,14.53,14.25
"2018-10-24",,,15.54,15.46,14.05,13.8,,14.53,14.25
"2018-10-25",,,15.54,15.46,14.05,13.8,,14.53,14.25
"2018-10-26",,,15.52,15.45,14.05,13.8,,14.53,14.25
"2018-10-29",,,15.49,15.45,14.05,13.8,,14.53,14.25
"2018-10-30",,,15.47,15.48,14.05,13.8,,14.53,14.25
"2018-10-31",,,15.48,15.5,13.95,13.82,,14.53,14.15
"2018-11-01",,,15.45,15.45,13.9,13.78,,14.53,14.05
"2018-11-02",,,15.43,15.46,13.9,13.75,,14.53,14.05
"2018-11-05",,,15.44,15.44,13.9,13.75,,14.53,14.05
"2018-11-06",,,15.44,15.43,13.9,13.75,,14.53,14.05
"2018-11-07",,,15.48,15.44,13.85,13.7,,14.53,14.05
"2018-11-08",,,15.48,15.44,13.85,13.7,,14.53,14
"2018-11-09",,,15.49,15.45,13.85,13.7,,14.53,14
"2018-11-12",,,15.49,15.46,13.85,13.7,,14.53,14.07
"2018-11-13",,,15.51,15.46,13.85,13.65,,14.53,14.07
"2018-11-14",15.31,15.33,15.53,15.49,13.85,13.65,,14.53,14.07
"2018-11-15",,,15.58,15.54,13.85,13.65,,14.53,14.05
"2018-11-16",,,15.58,15.52,13.85,13.65,,14.53,14.05
"2018-11-19",,,15.57,15.51,13.85,13.65,,14.53,14.05
"2018-11-20",,,15.57,15.53,13.85,13.65,,14.53,14.05
"2018-11-21",,,15.54,15.52,13.85,13.65,,14.53,14.05
"2018-11-22",,,15.54,15.52,13.85,13.65,,14.53,14.05
"2018-11-23",,,15.54,15.52,13.85,13.65,,14.53,14.05
"2018-11-26",,,15.54,15.5,13.85,13.65,,14.53,14.05
"2018-11-27",,,15.54,15.5,13.85,13.65,,14.53,14.05
"2018-11-28",,,15.54,15.54,13.85,13.65,,14.53,14.05
"2018-11-29",,,15.54,15.54,13.85,13.65,,14.53,14.05
"2018-11-30",,,15.55,15.54,13.85,13.65,,14.53,14.05
"2018-12-03",,,15.55,15.54,13.85,13.65,,14.53,14.05
"2018-12-04",,,15.54,15.54,13.82,13.47,,14.53,14.05
"2018-12-05",,,15.53,15.53,13.82,13.47,,14.53,14.03
"2018-12-06",,,15.53,15.53,13.82,13.47,,14.53,14.03
"2018-12-07",,,15.53,15.53,13.82,13.47,,14.53,14.03
"2018-12-10",,,15.52,15.52,13.8,13.57,,14.53,14
"2018-12-11",,,15.53,15.53,13.75,13.5,,14.53,14
"2018-12-12",,,15.56,15.55,13.75,13.5,,14.53,14
"2018-12-13",,,15.56,15.55,13.75,13.5,,14.53,14
"2018-12-14",,,15.58,15.57,13.75,13.5,,14.53,14
"2018-12-17",,,15.58,15.59,13.75,13.5,,14.53,14
"2018-12-18",,,15.6,15.59,13.75,13.5,,14.53,14
"2018-12-19",,,15.59,15.59,13.75,13.5,,14.53,14
"2018-12-20",,,15.59,15.58,13.75,13.5,,14.53,14
"2018-12-21",,,15.59,15.59,13.75,13.5,,14.53,14
"2018-12-26",,,16.43,15.68,13.75,13.5,,14.53,14
"2018-12-27",,,16.43,15.68,13.75,13.5,,14.53,14
"2018-12-28",,,16.43,15.68,13.75,13.5,,14.53,14
"2018-12-31",,,16.42,15.68,13.75,13.5,,14.53,14
"2019-01-02",,,16.43,15.65,13.75,13.5,,15.62,14
"2019-01-03",,,16.42,15.68,13.75,13.5,,15.62,14
"2019-01-04",,,16.39,15.69,13.75,13.5,,15.62,14
"2019-01-07",,,16.38,15.69,13.65,13.4,,15.62,13.9
"2019-01-08",,,16.36,15.69,13.65,13.4,,15.62,13.9
"2019-01-09",,,16.34,15.64,13.65,13.4,,15.62,13.9
"2019-01-10",,,16.33,15.63,13.65,13.4,,15.62,13.9
"2019-01-11",,,16.31,15.63,13.65,13.4,,15.62,13.9
"2019-01-14",,,16.31,15.64,13.65,13.4,,15.62,13.9
"2019-01-15",,,16.32,15.65,13.7,13.47,,15.62,13.97
"2019-01-16",,,16.37,15.71,13.7,13.47,,15.62,13.97
"2019-01-17",,,16.39,15.71,13.7,13.47,,15.62,13.97
"2019-01-18",,,16.39,15.73,13.7,13.47,,15.62,13.97
"2019-01-21",,,16.39,15.73,13.7,13.47,,15.62,13.97
"2019-01-22",,,16.39,15.73,13.7,13.47,,15.62,13.97
"2019-01-23",,,16.41,15.75,13.7,13.47,,15.62,13.97
"2019-01-24",,,16.41,15.75,13.7,13.47,,15.62,13.9
"2019-01-25",,,16.39,15.74,13.7,13.45,,15.62,13.9
"2019-01-28",,,16.39,15.74,13.7,13.45,,15.62,13.93
"2019-01-29",,,16.39,15.78,13.7,13.45,,15.62,13.93
"2019-01-30",,,16.38,15.78,13.7,13.45,,15.62,13.93
"2019-01-31",,,16.37,15.77,13.7,13.45,,15.62,13.93
"2019-02-01",,,16.37,15.78,13.7,13.45,,15.62,13.93
"2019-02-04",,,16.36,15.77,13.7,13.45,,15.62,13.93
"2019-02-05",,,16.35,15.76,13.7,13.45,,15.62,13.93
"2019-02-06",,,16.35,15.77,13.7,13.45,,15.62,13.93
"2019-02-07",,,16.35,15.76,13.75,13.55,,15.62,14
"2019-02-08",,,16.35,15.76,13.75,13.55,,15.62,14
"2019-02-11",,,16.35,15.74,13.75,13.55,,15.62,14
"2019-02-12",,,16.34,15.74,13.75,13.55,,15.62,14
"2019-02-13",,,16.38,15.76,13.75,13.55,,15.62,14
"2019-02-14",,,16.4,15.76,13.75,13.55,,15.62,14
"2019-02-15",,,16.43,15.82,13.75,13.55,,15.62,14
"2019-02-19",,,16.42,15.82,13.75,13.55,,15.62,14
"2019-02-20",15.73,15.62,16.41,15.81,13.75,13.55,,15.62,14
"2019-02-21",,,16.39,15.79,13.75,13.55,,15.62,14
"2019-02-22",,,16.41,15.82,13.75,13.55,,15.62,14
"2019-02-25",,,16.41,15.85,13.75,13.55,,15.62,14
"2019-02-26",,,16.45,15.87,13.75,13.55,,15.62,14
"2019-02-27",,,16.49,15.87,13.75,13.55,,15.62,14
"2019-02-28",,,16.5,15.9,13.75,13.55,,15.62,14
"2019-03-01",,,16.48,15.9,13.75,13.55,,15.62,13.95
"2019-03-04",,,16.52,15.94,13.75,13.55,,15.62,13.95
"2019-03-05",,,16.55,15.95,13.7,13.5,,15.62,13.9
"2019-03-06",,,16.59,15.96,13.72,13.57,,15.62,13.9
"2019-03-07",,,16.59,15.96,13.72,13.57,,15.62,13.9
"2019-03-08",,,16.6,15.96,13.72,13.57,,15.62,13.9
"2019-03-11",,,16.6,15.96,13.72,13.57,,15.62,13.9
"2019-03-12",,,16.57,15.97,13.72,13.57,,15.62,13.9
"2019-03-13",,,16.58,15.97,13.72,13.57,,15.62,13.9
"2019-03-14",,,16.59,15.97,13.72,13.57,,15.62,13.9
"2019-03-15",,,16.66,16.07,13.72,13.57,,15.62,13.9
"2019-03-18",,,16.72,16.11,13.72,13.57,,15.62,13.9
"2019-03-19",,,16.7,16.06,13.72,13.57,,15.62,13.9
"2019-03-20",,,16.66,16.04,13.72,13.57,,15.62,13.9
"2019-03-21",,,16.67,16.04,13.72,13.57,,15.62,13.9
"2019-03-22",,,16.69,16.05,13.78,13.62,,15.62,14.1
"2019-03-25",,,16.69,16.05,13.78,13.62,,15.62,14.1
"2019-03-26",,,16.7,16.07,13.78,13.62,,15.62,14.1
"2019-03-27",,,16.76,16.07,13.78,13.62,,15.62,14.1
"2019-03-28",,,16.8,16.2,13.78,13.62,,15.62,14.1
"2019-03-29",,,16.8,16.21,13.78,13.62,,15.62,14.1
"2019-04-01",,,16.87,16.29,13.78,13.62,,15.62,14.1
"2019-04-02",,,16.91,16.32,13.78,13.62,,15.62,14.1
"2019-04-03",,,16.97,16.35,13.78,13.62,,15.62,14.1
"2019-04-04",,,17,16.37,13.78,13.62,,15.62,14.1
"2019-04-05",,,17.13,16.45,13.82,13.62,,15.62,14.15
"2019-04-08",,,17.2,16.54,13.82,13.62,,15.62,14.15
"2019-04-09",,,17.3,16.65,13.82,13.62,,15.62,14.15
"2019-04-10",,,17.51,16.82,13.82,13.62,,15.62,14.15
"2019-04-11",,,17.39,16.75,13.82,13.62,,15.62,14.15
"2019-04-12",,,17.32,16.65,13.82,13.62,,15.62,14.15
"2019-04-15",,,17.3,16.65,13.82,13.62,,15.62,14.15
"2019-04-16",,,17.3,16.64,13.82,13.62,,15.62,14.15
"2019-04-17",,,17.36,16.72,13.82,13.62,,15.62,14.15
"2019-04-18",,,17.43,16.81,13.82,13.62,,15.62,14.15
"2019-04-22",,,17.45,16.91,13.82,13.62,,15.62,14.15
"2019-04-23",,,17.64,17.04,13.82,13.65,,15.62,14.15
"2019-04-24",,,17.7,17.09,13.82,13.65,,15.62,14.15
"2019-04-25",,,17.76,17.14,13.82,13.65,,15.62,14.15
"2019-04-26",,,17.83,17.26,13.82,13.65,,15.62,14.15
"2019-04-29",,,18.02,17.51,13.82,13.62,,15.62,14.2
"2019-04-30",,,18.08,17.55,13.82,13.62,,15.62,14.2
"2019-05-01",,,18.45,17.95,13.82,13.62,,15.62,14.18
"2019-05-02",,,18.86,18.32,13.82,13.62,,15.62,14.18
"2019-05-03",,,18.86,18.35,13.82,13.62,,15.62,14.18
"2019-05-06",,,18.59,18.05,13.93,13.72,,15.62,14.38
"2019-05-07",,,18.25,17.78,13.93,13.72,,15.62,14.38
"2019-05-08",,,18.22,17.68,13.93,13.72,,15.62,14.38
"2019-05-09",,,18.05,17.6,13.93,13.72,,15.62,14.38
"2019-05-10",,,17.99,17.45,13.93,13.72,,15.62,14.25
"2019-05-13",,,18.25,17.76,13.93,13.72,,15.62,14.25
"2019-05-14",17.45,17.4,18.26,17.75,13.93,13.72,,15.62,14.25
"2019-05-15",,,18.39,17.9,14,13.85,,15.62,14.3
"2019-05-16",,,18.42,17.98,14,13.85,,15.62,14.3
"2019-05-17",,,18.42,17.89,14,13.85,,15.62,14.4
"2019-05-20",,,18.31,17.8,14,13.85,,15.62,14.4
"2019-05-21",,,18.34,17.82,14,13.85,,15.62,14.4
"2019-05-22",,,18.17,17.74,14,13.85,,15.62,14.6
"2019-05-23",,,18.28,17.77,14.1,13.95,,15.62,14.65
"2019-05-24",,,18.23,17.68,14.1,13.95,,15.62,14.65
"2019-05-28",,,18.29,17.78,14.1,13.95,,15.62,14.65
"2019-05-29",,,18.29,17.83,14.18,14.03,,15.62,14.68
"2019-05-30",,,18.27,17.8,14.18,14.03,,15.62,14.68
"2019-05-31",,,18.26,17.84,14.18,14.03,,15.62,14.68
"2019-06-03",,,18.26,17.83,14.22,14.1,,15.62,14.75
"2019-06-04",,,18.31,17.88,14.22,14.1,,15.62,14.75
"2019-06-05",,,18.3,17.88,14.4,14.22,,15.62,15
"2019-06-06",,,18.27,17.83,14.4,14.22,,15.62,15
"2019-06-07",,,18.15,17.73,14.4,14.22,,15.62,15
"2019-06-10",,,18.13,17.7,14.4,14.22,,15.62,15
"2019-06-11",,,18.1,17.69,14.4,14.22,,15.62,15
"2019-06-12",,,18.05,17.65,14.4,14.22,,15.62,15
"2019-06-13",,,18.01,17.61,14.4,14.22,,15.62,15
"2019-06-14",,,17.96,17.59,14.4,14.22,,15.62,15
"2019-06-17",,,17.84,17.43,14.4,14.22,,15.62,15
"2019-06-18",,,17.44,16.99,14.45,14.28,,15.62,14.85
"2019-06-19",,,17.56,17.23,14.45,14.28,,15.62,14.9
"2019-06-20",,,17.69,17.34,14.45,14.28,,15.62,14.9
"2019-06-21",,,17.7,17.34,14.45,14.28,,15.62,14.9
"2019-06-24",,,17.7,17.39,14.45,14.28,,15.62,14.9
"2019-06-25",,,17.62,17.31,14.53,14.32,,15.62,15.07
"2019-06-26",,,17.69,17.43,14.53,14.38,,15.62,15.07
"2019-06-27",,,17.72,17.44,14.53,14.38,,15.62,15.07
"2019-06-28",,,17.92,17.64,14.53,14.38,,15.62,15.07
"2019-07-01",,,17.93,17.72,14.53,14.38,,15.62,15.07
"2019-07-02",,,18.06,17.8,14.47,14.38,,15.62,15.07
"2019-07-03",,,18.09,17.83,14.47,14.38,,15.62,15.07
"2019-07-04",,,18.09,17.83,14.47,14.38,,15.62,15.07
"2019-07-05",,,18.09,17.83,14.47,14.38,,15.62,15.07
"2019-07-08",,,18.09,17.75,14.57,14.38,,15.62,15.07
"2019-07-09",,,17.82,17.55,14.57,14.38,,15.62,15.07
"2019-07-10",,,17.84,17.58,14.75,14.57,,15.62,15.07
"2019-07-11",,,17.68,17.38,14.75,14.57,,15.62,15.07
"2019-07-12",,,17.64,17.35,14.75,14.57,,15.62,15.07
"2019-07-15",,,17.61,17.36,14.75,14.57,,15.62,15.07
"2019-07-16",,,17.68,17.39,14.75,14.57,,15.62,15.07
"2019-07-17",,,17.72,17.43,14.75,14.57,,15.62,15.07
"2019-07-18",,,17.71,17.41,14.75,14.57,,15.62,15.07
"2019-07-19",,,17.7,17.43,14.75,14.57,,15.62,15.07
"2019-07-22",,,17.7,17.45,14.75,14.57,,15.62,15.03
"2019-07-23",,,17.67,17.42,14.75,14.57,,15.62,15
"2019-07-24",,,17.69,17.42,14.75,14.57,,15.62,15
"2019-07-25",,,17.69,17.41,14.75,14.57,,15.62,15
"2019-07-29",,,17.66,17.5,14.75,14.57,,15.62,15
"2019-07-30",,,17.58,17.37,14.75,14.57,,15.62,15
"2019-08-01",,,17.61,17.36,14.75,14.57,,15.62,15
"2019-08-02",,,17.6,17.37,14.75,14.57,,15.62,15
"2019-08-05",,,17.58,17.37,14.75,14.57,,15.62,15
"2019-08-06",,,17.57,17.38,14.75,14.57,,15.62,15
"2019-08-07",,,17.47,17.27,14.75,14.57,,15.62,15
"2019-08-08",,,17.39,17.18,14.75,14.57,,15.62,15
"2019-08-09",,,17.39,17.18,14.75,14.57,,15.62,15
"2019-08-12",,,17.41,17.22,14.75,14.57,,15.62,15
"2019-08-13",,,17.48,17.27,14.75,14.57,,15.62,15
"2019-08-14",,,17.54,17.32,14.75,14.57,,15.62,15
"2019-08-15",,,17.55,17.34,14.75,14.57,,15.62,15
"2019-08-16",,,17.58,17.36,14.75,14.57,,15.62,15
"2019-08-19",,,17.5,17.27,14.75,14.57,,15.62,15
"2019-08-20",17.16,16.85,17.49,17.27,14.75,14.57,,15.62,15
"2019-08-21",,,17.5,17.27,14.75,14.57,,15.62,15
"2019-08-22",,,17.51,17.3,14.75,14.57,,15.62,15
"2019-08-23",,,17.52,17.3,14.75,14.57,,15.62,15
"2019-08-26",,,17.56,17.35,14.75,14.57,,15.62,15
"2019-08-27",,,17.5,17.27,14.75,14.57,,15.62,15
"2019-08-28",,,17.47,17.26,14.75,14.57,,15.62,15
"2019-08-29",,,17.37,17.18,14.75,14.57,,15.62,15
"2019-08-30",,,17.39,17.16,14.75,14.57,,15.62,15
"2019-09-03",,,17.42,17.2,14.75,14.57,,15.62,15
"2019-09-04",,,17.42,17.2,14.75,14.57,,15.62,15
"2019-09-05",,,17.4,17.2,14.75,14.57,,15.62,15
"2019-09-06",,,17.35,17.16,14.75,14.57,,15.62,15
"2019-09-09",,,17.31,17.1,14.75,14.57,,15.62,15
"2019-09-10",,,17.29,17.08,14.75,14.57,,15.62,15
"2019-09-11",,,17.35,17.08,14.75,14.57,,15.62,15
"2019-09-12",,,17.3,17.09,14.75,14.57,,15.62,15
"2019-09-13",,,17.28,17.07,14.75,14.57,,15.62,15
"2019-09-16",,,17.29,17.05,14.75,14.57,,15.62,15
"2019-09-17",,,17.28,17.05,14.75,14.57,,15.62,15
"2019-09-18",,,17.26,17.03,14.75,14.57,,15.62,15
"2019-09-19",,,17.24,17.03,14.75,14.57,,15.62,15
"2019-09-20",,,17.26,17.05,14.75,14.57,,15.62,15
"2019-09-23",,,17.26,17.05,14.75,14.57,,15.62,15
"2019-09-24",,,17.26,17.05,14.75,14.57,,15.62,15
"2019-09-25",,,17.26,17.05,14.75,14.57,,15.62,15
"2019-09-26",,,17.27,17.26,14.75,14.57,,15.62,15
