"Date","Market","All_TCI","Specification","NET_value"
2019-07-05,"ACCU",9.21659479209938,"NET_all",-7.37377688970215
2019-07-05,"CCA",9.21659479209938,"NET_all",-4.98022668461688
2019-07-05,"EUA",9.21659479209938,"NET_all",-2.51347461679959
2019-07-05,"HBEA",9.21659479209938,"NET_all",0.494127068722669
2019-07-05,"KAU",9.21659479209938,"NET_all",2.7265245891493
2019-07-05,"NZU",9.21659479209938,"NET_all",17.8113012399442
2019-07-05,"RGGI",9.21659479209938,"NET_all",-6.16447470669752
2019-07-12,"ACCU",9.08423634987475,"NET_all",-7.23423953366984
2019-07-12,"CCA",9.08423634987475,"NET_all",-6.07067440999954
2019-07-12,"EUA",9.08423634987475,"NET_all",-2.43891526354279
2019-07-12,"HBEA",9.08423634987475,"NET_all",0.625489044575702
2019-07-12,"KAU",9.08423634987475,"NET_all",2.74463718716097
2019-07-12,"NZU",9.08423634987475,"NET_all",18.5202519393073
2019-07-12,"RGGI",9.08423634987475,"NET_all",-6.14654896383178
2019-07-19,"ACCU",9.00187135986301,"NET_all",-7.00257825560412
2019-07-19,"CCA",9.00187135986301,"NET_all",-7.03285040233864
2019-07-19,"EUA",9.00187135986301,"NET_all",-2.39065307499749
2019-07-19,"HBEA",9.00187135986301,"NET_all",0.647948680706183
2019-07-19,"KAU",9.00187135986301,"NET_all",2.76852696032895
2019-07-19,"NZU",9.00187135986301,"NET_all",19.1647064076906
2019-07-19,"RGGI",9.00187135986301,"NET_all",-6.15510031578545
2019-07-26,"ACCU",8.93505447948795,"NET_all",-6.79461042892891
2019-07-26,"CCA",8.93505447948795,"NET_all",-6.54852271300425
2019-07-26,"EUA",8.93505447948795,"NET_all",-2.58703652237574
2019-07-26,"HBEA",8.93505447948795,"NET_all",0.746805909701949
2019-07-26,"KAU",8.93505447948795,"NET_all",2.64702351192571
2019-07-26,"NZU",8.93505447948795,"NET_all",18.8812728737301
2019-07-26,"RGGI",8.93505447948795,"NET_all",-6.3449326310489
2019-08-02,"ACCU",9.02780081173231,"NET_all",-6.81144729041323
2019-08-02,"CCA",9.02780081173231,"NET_all",-6.60333649807514
2019-08-02,"EUA",9.02780081173231,"NET_all",-2.32396661230038
2019-08-02,"HBEA",9.02780081173231,"NET_all",0.781678254686902
2019-08-02,"KAU",9.02780081173231,"NET_all",2.7613599594682
2019-08-02,"NZU",9.02780081173231,"NET_all",19.7830109315871
2019-08-02,"RGGI",9.02780081173231,"NET_all",-7.58729874495347
2019-08-09,"ACCU",8.8712794131366,"NET_all",-6.74409759701246
2019-08-09,"CCA",8.8712794131366,"NET_all",-6.0724745469275
2019-08-09,"EUA",8.8712794131366,"NET_all",-1.98154966276301
2019-08-09,"HBEA",8.8712794131366,"NET_all",0.497362222029681
2019-08-09,"KAU",8.8712794131366,"NET_all",2.74303395721196
2019-08-09,"NZU",8.8712794131366,"NET_all",18.3793679219238
2019-08-09,"RGGI",8.8712794131366,"NET_all",-6.82164229446249
2019-08-16,"ACCU",8.05350427794751,"NET_all",-6.89707150682716
2019-08-16,"CCA",8.05350427794751,"NET_all",-4.19102869087943
2019-08-16,"EUA",8.05350427794751,"NET_all",-1.5006594317911
2019-08-16,"HBEA",8.05350427794751,"NET_all",1.83375707734904
2019-08-16,"KAU",8.05350427794751,"NET_all",2.85181881087067
2019-08-16,"NZU",8.05350427794751,"NET_all",16.0671369917354
2019-08-16,"RGGI",8.05350427794751,"NET_all",-8.16395325045744
2019-08-23,"ACCU",8.05685709597764,"NET_all",-6.44042316974943
2019-08-23,"CCA",8.05685709597764,"NET_all",-4.12408242288254
2019-08-23,"EUA",8.05685709597764,"NET_all",-1.82506557886172
2019-08-23,"HBEA",8.05685709597764,"NET_all",1.88742579173271
2019-08-23,"KAU",8.05685709597764,"NET_all",2.62663627328467
2019-08-23,"NZU",8.05685709597764,"NET_all",16.1480003339921
2019-08-23,"RGGI",8.05685709597764,"NET_all",-8.27249122751574
2019-08-30,"ACCU",8.06769257946206,"NET_all",-6.10670628147259
2019-08-30,"CCA",8.06769257946206,"NET_all",-3.85302063708318
2019-08-30,"EUA",8.06769257946206,"NET_all",-2.72013886574606
2019-08-30,"HBEA",8.06769257946206,"NET_all",1.5817222226079
2019-08-30,"KAU",8.06769257946206,"NET_all",2.82198477604291
2019-08-30,"NZU",8.06769257946206,"NET_all",16.1451673295814
2019-08-30,"RGGI",8.06769257946206,"NET_all",-7.86900854393036
2019-09-06,"ACCU",8.2472838872744,"NET_all",-6.08146943171469
2019-09-06,"CCA",8.2472838872744,"NET_all",-3.19473120549094
2019-09-06,"EUA",8.2472838872744,"NET_all",-3.19827659833353
2019-09-06,"HBEA",8.2472838872744,"NET_all",1.45015922278633
2019-09-06,"KAU",8.2472838872744,"NET_all",3.02559867745894
2019-09-06,"NZU",8.2472838872744,"NET_all",15.9667899460384
2019-09-06,"RGGI",8.2472838872744,"NET_all",-7.96807061074451
2019-09-13,"ACCU",7.76104961731538,"NET_all",-6.43307769616154
2019-09-13,"CCA",7.76104961731538,"NET_all",-2.08688023355592
2019-09-13,"EUA",7.76104961731538,"NET_all",-1.86264672019902
2019-09-13,"HBEA",7.76104961731538,"NET_all",1.09401996308756
2019-09-13,"KAU",7.76104961731538,"NET_all",3.11496606920027
2019-09-13,"NZU",7.76104961731538,"NET_all",13.3608366055939
2019-09-13,"RGGI",7.76104961731538,"NET_all",-7.18721798796522
2019-09-20,"ACCU",7.50149797743642,"NET_all",-6.95792267403941
2019-09-20,"CCA",7.50149797743642,"NET_all",-1.77810031143854
