"Date","all","Positive","Negative","Net"
2018-01-12,6.90418848992632,4.26747951167154,11.6667144530078,7.39923494133629
2018-01-19,11.1532549304202,16.5874896752128,13.0200564568254,-3.56743321838734
2018-01-26,14.5937490137522,22.3421878134992,18.861023601345,-3.48116421215412
2018-02-02,15.5961062524552,27.4879872765475,20.9322710142036,-6.5557162623439
2018-02-09,26.1456474347075,26.2095098035838,29.4822822292889,3.272772425705
2018-02-16,24.6114813651209,25.2966423134122,34.7423666674495,9.4457243540373
2018-02-23,25.5761352854115,25.4147097427769,34.8543532517258,9.43964350894893
2018-03-02,23.5043611280763,30.2747953605339,35.0106176877138,4.73582232717985
2018-03-09,25.9281181463789,30.9041819732955,40.3882282157444,9.48404624244889
2018-03-16,23.9385256250417,32.3141231473567,40.2194889715064,7.90536582414962
2018-03-23,26.8417325483677,35.8499518523923,40.6603169999595,4.81036514756723
2018-03-30,21.9224246493274,33.7747975059324,39.1300886625084,5.35529115657602
2018-04-06,19.0677759235917,33.1707440879911,41.0801395121322,7.90939542414115
2018-04-13,19.5843585615899,35.4686784179588,44.1099072924054,8.64122887444656
2018-04-20,22.3571952138277,30.5612160631705,40.4302025686927,9.86898650552222
2018-04-27,22.3261384026842,29.4628015265601,41.1405029311199,11.6777014045599
2018-05-04,21.1234928864153,28.354186810129,40.4786041423065,12.1244173321775
2018-05-11,19.4360551471401,33.5126184957401,42.5739226703471,9.06130417460693
2018-05-18,19.1948726918603,32.7264170076024,42.7065542847042,9.98013727710183
2018-05-25,23.0372614474736,37.388099236633,44.3527805394567,6.96468130282369
2018-06-01,21.27718488401,32.2802762475385,35.4470170495049,3.1667408019664
2018-06-08,23.9090620211227,34.9424363531334,35.5229843500517,0.580547996918277
2018-06-15,23.7587858903397,31.6876392081885,37.2423833170915,5.55474410890306
2018-06-22,24.2287163880634,33.1980118736435,35.8909761356791,2.69296426203557
2018-06-29,26.9918242680895,32.3048174957009,35.2977933025243,2.99297580682338
2018-07-06,27.208110788193,32.3204536969679,35.5106796888645,3.1902259918966
2018-07-13,24.19450357251,29.172381795791,38.707342472944,9.53496067715299
2018-07-20,25.5964515014576,22.1251639980863,36.2414514968987,14.1162874988124
2018-07-27,25.5736481278144,22.1035213875769,37.9585080524341,15.8549866648572
2018-08-03,24.7584608585158,22.0003235113756,39.1890291691517,17.188705657776
2018-08-10,23.5161628888664,21.7064558715199,40.0828387170966,18.3763828455768
2018-08-17,22.9163273205926,21.8265439145659,36.3221037525385,14.4955598379726
2018-08-24,25.137278616192,24.1152568688839,33.2351365235189,9.11987965463497
2018-08-31,24.8443211549188,24.0435852626079,30.237265902612,6.19368064000407
2018-09-07,24.1131345152237,25.1420404980763,32.4668743170996,7.32483381902336
2018-09-14,24.410543711053,24.9993903823211,30.0658213020016,5.06643091968052
2018-09-21,25.7992416092015,26.4518868923127,29.8665831393204,3.41469624700768
2018-09-28,25.297087712739,26.2647708932296,30.503676846826,4.23890595359633
2018-10-05,24.8282049014815,26.4424316226379,30.9180319593113,4.47560033667347
2018-10-12,24.5284692775896,26.588621641537,30.4110240811942,3.82240243965721
2018-10-19,25.2676140090359,26.7735413880926,30.7068527285381,3.93331134044553
2018-10-26,26.7818333674735,27.1223777532278,31.3351807140555,4.21280296082777
2018-11-02,26.2057421776108,26.5473930245926,31.3081803190567,4.76078729446412
2018-11-09,25.9304017209974,26.3167968480618,31.8466828411529,5.52988599309105
2018-11-16,23.4373295295206,27.6847835902397,30.1867336959653,2.50195010572561
2018-11-23,24.9110161831634,28.586458103756,29.6357329581553,1.04927485439937
2018-11-30,25.2005507377018,28.0248646398886,28.2215739044443,0.196709264555754
2018-12-07,24.6894771673007,27.2861791624467,27.5718430141084,0.285663851661784
2018-12-14,24.1423978935893,27.8455231981975,27.6486670462261,-0.196856151971406
2018-12-21,23.3974173019388,29.8552553006114,26.9082452112501,-2.94701008936126
2018-12-28,21.5376187506696,26.1387214775341,27.3438238418728,1.20510236433871
2019-01-04,19.5438051981794,25.2773950902883,28.328006981681,3.05061189139271
2019-01-11,19.410745605023,24.2406132543476,26.4862281837364,2.24561492938882
2019-01-18,19.6934359792884,24.8597142013039,27.2030512157302,2.34333701442633
2019-01-25,19.5501883506304,24.325525603025,27.2493356803278,2.92381007730284
2019-02-01,19.2257063646311,24.4527814397557,27.4081907149993,2.95540927524366
2019-02-08,18.9149256805252,24.2231249160912,27.2889766891153,3.06585177302416
2019-02-15,18.8996522986509,22.3241219911608,27.7084801134213,5.38435812226048
2019-02-22,18.9338089702389,21.6964523495664,26.5453942374605,4.84894188789415
2019-03-01,19.5372884328395,23.373381704265,26.8373681412291,3.46398643696408
2019-03-08,19.5855392891193,22.3539756296992,27.9437930717357,5.58981744203649
2019-03-15,18.8558590722467,22.3441173488625,28.2679995479112,5.92388219904868
2019-03-22,18.7026163601417,22.3160978718031,29.3120164413076,6.99591856950448
2019-03-29,19.259795360658,21.3589028000908,29.7389846410102,8.38008184091948
2019-04-05,17.4309950199982,21.0547254628677,29.3110008691974,8.25627540632962
2019-04-12,17.1256098806312,20.504537888474,29.9841794173703,9.47964152889632
2019-04-19,16.434883110608,19.8599973763352,30.3763887051374,10.5163913288022
2019-04-26,16.4827281615126,19.8091432660954,30.9125265920001,11.1033833259047
2019-05-03,16.3873736625639,17.8013703470554,29.6363591890807,11.8349888420253
2019-05-10,15.5877445794398,17.6456646952849,29.7898963410923,12.1442316458074
