,"New Zealand Emissions Trading System",,,,,,,,,,"European Union Emissions Trading System",,,,,,"Korean Emissions Trading System",,,,,,"United Kingdom Emissions Trading Scheme",,,,,,,,"China National Emissions Trading System",,,,,,"Hubei (Pilot) Emissions Trading System",,,,,
Date,"Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market","Secondary Stability 5","Market Currency","Exchange rate NZD/EUR","Exchange rate NZD/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate EUR/EUR","Exchange rate EUR/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate KRW/EUR","Exchange rate KRW/USD",,"Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Market Currency","Exchange rate GBP/EUR","Exchange rate GBP/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate CNY/EUR","Exchange rate CNY/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate CNY/EUR","Exchange rate CNY/USD",
2010-01-05,,,,,20,25,NZD,0.509702774,0.727452897,,12.67,12.55,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-06,,,,,20,25,NZD,0.509702774,0.727452897,,,12.19,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-07,,,,,20,25,NZD,0.509702774,0.727452897,,,12.39,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-08,,,,,20,25,NZD,0.509702774,0.727452897,,,12.72,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-11,,,,,20,25,NZD,0.509702774,0.727452897,,,13.02,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-12,,,,,20,25,NZD,0.509702774,0.727452897,,12.71,12.8,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13,,,,,20.4,25,NZD,0.509702774,0.727452897,,,12.65,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-14,,,,,20.4,25,NZD,0.509702774,0.727452897,,,13.26,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-15,,,,,20.4,25,NZD,0.509702774,0.727452897,,,13.08,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-18,,,,,20.4,25,NZD,0.509702774,0.727452897,,,13.33,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-19,,,,,20.4,25,NZD,0.509702774,0.727452897,,13.43,13.41,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-20,,,,,20.4,25,NZD,0.509702774,0.727452897,,,13.2,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-21,,,,,20.4,25,NZD,0.509702774,0.727452897,,,13.09,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22,,,,,20.4,25,NZD,0.509702774,0.727452897,,,12.94,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-26,,,,,20.4,25,NZD,0.509702774,0.727452897,,13.27,13.36,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,,,,,20.4,25,NZD,0.509702774,0.727452897,,,13.3,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-28,,,,,20.4,25,NZD,0.509702774,0.727452897,,,12.98,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29,,,,,20.4,25,NZD,0.509702774,0.727452897,,,12.87,EUR,1,1.42721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-02,,,,,20.4,25,NZD,0.50954114,0.697342718,,12.46,12.54,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-03,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.66,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-04,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.92,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-05,,,,,20.4,25,NZD,0.50954114,0.697342718,,,13.17,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,,,,,20.4,25,NZD,0.50954114,0.697342718,,,13.42,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-09,,,,,20.4,25,NZD,0.50954114,0.697342718,,13.47,13.41,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-10,,,,,20.4,25,NZD,0.50954114,0.697342718,,,13.15,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-11,,,,,20.4,25,NZD,0.50954114,0.697342718,,,13.01,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.83,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-15,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.91,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-16,,,,,20.4,25,NZD,0.50954114,0.697342718,,13,13.14,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-17,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.94,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-18,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.71,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-19,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.48,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-22,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.6,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-23,,,,,20.4,25,NZD,0.50954114,0.697342718,,12.62,12.59,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-24,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.88,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-25,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.77,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26,,,,,20.4,25,NZD,0.50954114,0.697342718,,,12.83,EUR,1,1.36857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-01,,,,,20.4,25,NZD,0.517897033,0.702709715,,,13.08,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-02,,,,,20.4,25,NZD,0.517897033,0.702709715,,13.08,13.15,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-03,,,,,20.4,25,NZD,0.517897033,0.702709715,,,13.32,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-04,,,,,20.4,25,NZD,0.517897033,0.702709715,,,13.13,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-05,,,,,20.4,25,NZD,0.517897033,0.702709715,,,13.08,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-08,,,,,20.4,25,NZD,0.517897033,0.702709715,,,13.04,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-09,,,,,20.4,25,NZD,0.517897033,0.702709715,,12.94,12.96,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-10,,,,,20.4,25,NZD,0.517897033,0.702709715,,,13.09,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-11,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.79,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-12,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.7,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-15,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.85,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-16,,,,,20.4,25,NZD,0.517897033,0.702709715,,12.88,12.91,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-17,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.86,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-18,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.96,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-19,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.96,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-22,,,,,20.4,25,NZD,0.517897033,0.702709715,,,13,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-23,,,,,20.4,25,NZD,0.517897033,0.702709715,,12.9,12.74,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-24,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.5,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-25,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.52,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-26,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.69,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-29,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.69,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-30,,,,,20.4,25,NZD,0.517897033,0.702709715,,12.49,12.59,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,20.4,25,NZD,0.517897033,0.702709715,,,12.69,EUR,1,1.356852174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-01,,,,,20.4,25,NZD,0.531358051,0.712322663,,,12.82,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-06,,,,,20.4,25,NZD,0.531358051,0.712322663,,12.98,13.17,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-07,,,,,20.4,25,NZD,0.531358051,0.712322663,,,13.33,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-08,,,,,20.4,25,NZD,0.531358051,0.712322663,,,13.44,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-09,,,,,20.4,25,NZD,0.531358051,0.712322663,,,13.51,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-12,,,,,20.4,25,NZD,0.531358051,0.712322663,,,13.45,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-13,,,,,20.4,25,NZD,0.531358051,0.712322663,,13.39,13.45,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-14,,,,,20.4,25,NZD,0.531358051,0.712322663,,,13.95,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-15,,,,,20.4,25,NZD,0.531358051,0.712322663,,,14.01,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-16,,,,,20.4,25,NZD,0.531358051,0.712322663,,,14.33,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-19,,,,,20.4,25,NZD,0.531358051,0.712322663,,,14.51,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-20,,,,,20.4,25,NZD,0.531358051,0.712322663,,14.59,14.59,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-21,,,,,20.4,25,NZD,0.531358051,0.712322663,,,14.53,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-22,,,,,20.4,25,NZD,0.531358051,0.712322663,,,14.56,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-23,,,,,20.4,25,NZD,0.531358051,0.712322663,,,14.61,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-26,,,,,20.4,25,NZD,0.531358051,0.712322663,,,15.36,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-27,,,,,20.4,25,NZD,0.531358051,0.712322663,,15.3,15.44,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-28,,,,,20.4,25,NZD,0.531358051,0.712322663,,,14.92,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-29,,,,,20.4,25,NZD,0.531358051,0.712322663,,,15.31,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,,,,,20.4,25,NZD,0.531358051,0.712322663,,,15.59,EUR,1,1.34057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-03,,,,,20.4,25,NZD,0.556772575,0.6996033,,,16.28,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-04,,,,,20.4,25,NZD,0.556772575,0.6996033,,15.91,15.79,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-05,,,,,20.4,25,NZD,0.556772575,0.6996033,,,15.56,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-06,,,,,20.4,25,NZD,0.556772575,0.6996033,,,16.05,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-07,,,,,20.4,25,NZD,0.556772575,0.6996033,,,15.58,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-10,,,,,20.4,25,NZD,0.556772575,0.6996033,,,15.28,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-11,,,,,20.4,25,NZD,0.556772575,0.6996033,,14.98,15.27,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-12,,,,,20.4,25,NZD,0.556772575,0.6996033,,,15.61,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-13,,,,,20.4,25,NZD,0.556772575,0.6996033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-14,,,,,20.4,25,NZD,0.556772575,0.6996033,,,15.71,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-17,,,,,20.4,25,NZD,0.556772575,0.6996033,,,14.93,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-18,,,,,17.57,25,NZD,0.556772575,0.6996033,,15.07,15.11,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-19,,,,,17.57,25,NZD,0.556772575,0.6996033,,,14.86,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-20,,,,,17.57,25,NZD,0.556772575,0.6996033,,,14.27,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-21,,,,,17.57,25,NZD,0.556772575,0.6996033,,,14.42,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-24,,,,,17.57,25,NZD,0.556772575,0.6996033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-25,,,,,17.57,25,NZD,0.556772575,0.6996033,,14.72,14.96,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-26,,,,,17.57,25,NZD,0.556772575,0.6996033,,,15.36,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-27,,,,,17.57,25,NZD,0.556772575,0.6996033,,,15.39,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-28,,,,,17.57,25,NZD,0.556772575,0.6996033,,,15,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,,,,,17.57,25,NZD,0.556772575,0.6996033,,,14.95,EUR,1,1.256533333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-01,,,,,17.57,25,NZD,0.567183622,0.692446125,,14.74,14.91,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-02,,,,,17.57,25,NZD,0.567183622,0.692446125,,,15.07,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-03,,,,,17.57,25,NZD,0.567183622,0.692446125,,,15.11,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-04,,,,,17.57,25,NZD,0.567183622,0.692446125,,,15.2,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-08,,,,,17.57,25,NZD,0.567183622,0.692446125,,15.12,15.35,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-09,,,,,17.57,25,NZD,0.567183622,0.692446125,,,15.67,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-10,,,,,17.57,25,NZD,0.567183622,0.692446125,,,15.48,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-11,,,,,17.57,25,NZD,0.567183622,0.692446125,,,15.47,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-14,,,,,17.57,25,NZD,0.567183622,0.692446125,,,15.7,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-15,,,,,17.57,25,NZD,0.567183622,0.692446125,,15.81,15.71,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-16,,,,,17.57,25,NZD,0.567183622,0.692446125,,,15.52,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-17,,,,,17.7,25,NZD,0.567183622,0.692446125,,,15.47,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-18,,,,,17.7,25,NZD,0.567183622,0.692446125,,,15.68,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-21,,,,,17.75,25,NZD,0.567183622,0.692446125,,,15.69,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-22,,,,,17.75,25,NZD,0.567183622,0.692446125,,15.48,15.27,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-23,,,,,17.75,25,NZD,0.567183622,0.692446125,,,15.23,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-24,,,,,17.35,25,NZD,0.567183622,0.692446125,,,15.21,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-25,,,,,17.35,25,NZD,0.567183622,0.692446125,,,15.14,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-28,,,,,17.75,25,NZD,0.567183622,0.692446125,,,15.26,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-29,,,,,18.2,25,NZD,0.567183622,0.692446125,,15.18,15.05,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,18.2,25,NZD,0.567183622,0.692446125,,,15.08,EUR,1,1.22085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-01,,,,,18.2,25,NZD,0.557540564,0.7119793,,,15.09,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-02,,,,,18.2,25,NZD,0.557540564,0.7119793,,,15.17,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-05,,,,,18.2,25,NZD,0.557540564,0.7119793,,,15.11,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-06,,,,,18.2,25,NZD,0.557540564,0.7119793,,15.2,15.14,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-07,,,,,18.2,25,NZD,0.557540564,0.7119793,,,14.8,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-08,,,,,18.45,25,NZD,0.557540564,0.7119793,,,14.44,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-09,,,,,18.35,25,NZD,0.557540564,0.7119793,,,14.6,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-12,,,,,18.35,25,NZD,0.557540564,0.7119793,,,14.05,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-13,,,,,18.35,25,NZD,0.557540564,0.7119793,,13.85,13.94,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-14,,,,,18.35,25,NZD,0.557540564,0.7119793,,,13.6,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-15,,,,,18.35,25,NZD,0.557540564,0.7119793,,,13.79,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-16,,,,,18.35,25,NZD,0.557540564,0.7119793,,,14.28,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-19,,,,,18.35,25,NZD,0.557540564,0.7119793,,,14.33,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-20,,,,,18.35,25,NZD,0.557540564,0.7119793,,14.3,14.19,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-21,,,,,18.38,25,NZD,0.557540564,0.7119793,,,13.85,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-22,,,,,18.38,25,NZD,0.557540564,0.7119793,,,14.09,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-23,,,,,18.38,25,NZD,0.557540564,0.7119793,,,14.04,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-26,,,,,18.38,25,NZD,0.557540564,0.7119793,,,13.66,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-27,,,,,18.38,25,NZD,0.557540564,0.7119793,,13.34,13.48,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-28,,,,,18.38,25,NZD,0.557540564,0.7119793,,,13.58,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-29,,,,,18.38,25,NZD,0.557540564,0.7119793,,,13.92,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-30,,,,,18.38,25,NZD,0.557540564,0.7119793,,,13.96,EUR,1,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-02,,,,,18.38,25,NZD,0.554710667,0.715254019,,,14.29,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-03,,,,,18.38,25,NZD,0.554710667,0.715254019,,14.26,14.34,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-04,,,,,18.38,25,NZD,0.554710667,0.715254019,,,14.26,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-05,,,,,18.38,25,NZD,0.554710667,0.715254019,,,14.26,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-06,,,,,18.38,25,NZD,0.554710667,0.715254019,,,14.11,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-09,,,,,18.38,25,NZD,0.554710667,0.715254019,,,14.32,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-10,,,,,18.55,25,NZD,0.554710667,0.715254019,,14.32,14.38,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-11,,,,,18.55,25,NZD,0.554710667,0.715254019,,,14.33,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-12,,,,,18.55,25,NZD,0.554710667,0.715254019,,,14.23,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-13,,,,,18.55,25,NZD,0.554710667,0.715254019,,,14.4,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-16,,,,,18.55,25,NZD,0.554710667,0.715254019,,,14.31,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-17,,,,,18.55,25,NZD,0.554710667,0.715254019,,14.3,14.39,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-18,,,,,18.55,25,NZD,0.554710667,0.715254019,,,14.27,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-19,,,,,18.55,25,NZD,0.554710667,0.715254019,,,14.61,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-20,,,,,18.55,25,NZD,0.554710667,0.715254019,,,14.94,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,,,,,18.55,25,NZD,0.554710667,0.715254019,,,14.84,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-24,,,,,18.55,25,NZD,0.554710667,0.715254019,,14.66,14.77,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-25,,,,,18.55,25,NZD,0.554710667,0.715254019,,,15.23,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-26,,,,,18.55,25,NZD,0.554710667,0.715254019,,,15.27,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-27,,,,,18.55,25,NZD,0.554710667,0.715254019,,,15.18,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,,,,,18.55,25,NZD,0.554710667,0.715254019,,,15.3,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,,,,,18.55,25,NZD,0.554710667,0.715254019,,15.26,15.26,EUR,1,1.289418182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,,,,,19,25,NZD,0.555717486,0.726156039,,,15.27,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-02,,,,,19,25,NZD,0.555717486,0.726156039,,,15.66,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-03,,,,,19,25,NZD,0.555717486,0.726156039,,,15.63,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-06,,,,,19,25,NZD,0.555717486,0.726156039,,,15.67,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-07,,,,,19,25,NZD,0.555717486,0.726156039,,15.53,15.64,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-08,,,,,19,25,NZD,0.555717486,0.726156039,,,15.61,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-09,,,,,19,25,NZD,0.555717486,0.726156039,,,15.46,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-10,,,,,19,25,NZD,0.555717486,0.726156039,,,15.13,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
