,"New Zealand Emissions Trading System",,,,,,,,,,"European Union Emissions Trading System",,,,,,"Korean Emissions Trading System",,,,,,"United Kingdom Emissions Trading Scheme",,,,,,,,"China National Emissions Trading System",,,,,,"Hubei (Pilot) Emissions Trading System",,,,,
Date,"Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market","Secondary Stability 5","Market Currency","Exchange rate NZD/EUR","Exchange rate NZD/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate EUR/EUR","Exchange rate EUR/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate KRW/EUR","Exchange rate KRW/USD",,"Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Market Currency","Exchange rate GBP/EUR","Exchange rate GBP/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate CNY/EUR","Exchange rate CNY/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate CNY/EUR","Exchange rate CNY/USD",
2017-11-06,,,,,19.2,25,NZD,0.586812157,0.68880011,,7.91,7.92,EUR,1,1.1738,,,21850,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,14.36,CNY,0.128586322,0.150934625,
2017-11-07,,,,,19.2,25,NZD,0.586812157,0.68880011,,7.89,7.76,EUR,1,1.1738,,,21900,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,14.32,CNY,0.128586322,0.150934625,
2017-11-08,,,,,19.2,25,NZD,0.586812157,0.68880011,,7.51,7.7,EUR,1,1.1738,,,21900,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,14.98,CNY,0.128586322,0.150934625,
2017-11-09,,,,,19.25,25,NZD,0.586812157,0.68880011,,7.79,7.55,EUR,1,1.1738,,,22000,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,14.77,CNY,0.128586322,0.150934625,
2017-11-10,,,,,19.25,25,NZD,0.586812157,0.68880011,,7.35,7.4,EUR,1,1.1738,,,22100,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,15.03,CNY,0.128586322,0.150934625,
2017-11-13,,,,,19.25,25,NZD,0.586812157,0.68880011,,7.26,7.34,EUR,1,1.1738,,,22450,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,16.48,CNY,0.128586322,0.150934625,
2017-11-14,,,,,19.24,25,NZD,0.586812157,0.68880011,,7.26,7.38,EUR,1,1.1738,,,23600,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,16.37,CNY,0.128586322,0.150934625,
2017-11-15,,,,,19.24,25,NZD,0.586812157,0.68880011,,,7.68,EUR,1,1.1738,,,23650,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,16.2,CNY,0.128586322,0.150934625,
2017-11-16,,,,,19.2,25,NZD,0.586812157,0.68880011,,7.68,7.51,EUR,1,1.1738,,,24000,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,16.14,CNY,0.128586322,0.150934625,
2017-11-17,,,,,19.22,25,NZD,0.586812157,0.68880011,,7.43,7.49,EUR,1,1.1738,,,24400,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,16.06,CNY,0.128586322,0.150934625,
2017-11-20,,,,,19.25,25,NZD,0.586812157,0.68880011,,7.32,7.43,EUR,1,1.1738,,,26000,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,15.93,CNY,0.128586322,0.150934625,
2017-11-21,,,,,19.25,25,NZD,0.586812157,0.68880011,,7.51,7.4,EUR,1,1.1738,,,26000,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,15.82,CNY,0.128586322,0.150934625,
2017-11-22,,,,,19.25,25,NZD,0.586812157,0.68880011,,7.36,7.37,EUR,1,1.1738,,,27000,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,15.44,CNY,0.128586322,0.150934625,
2017-11-23,,,,,19.25,25,NZD,0.586812157,0.68880011,,7.37,7.64,EUR,1,1.1738,,,28000,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,15.2,CNY,0.128586322,0.150934625,
2017-11-24,,,,,19.27,25,NZD,0.586812157,0.68880011,,7.7,7.75,EUR,1,1.1738,,,28000,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,15.35,CNY,0.128586322,0.150934625,
2017-11-27,,,,,19.25,25,NZD,0.586812157,0.68880011,,7.69,7.7,EUR,1,1.1738,,,25200,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,15.02,CNY,0.128586322,0.150934625,
2017-11-28,,,,,19.3,25,NZD,0.586812157,0.68880011,,7.59,7.59,EUR,1,1.1738,,,24500,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,14.94,CNY,0.128586322,0.150934625,
2017-11-29,,,,,19.75,25,NZD,0.586812157,0.68880011,,,7.7,EUR,1,1.1738,,,24500,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,14.89,CNY,0.128586322,0.150934625,
2017-11-30,,,,,19.85,25,NZD,0.586812157,0.68880011,,7.6,7.53,EUR,1,1.1738,,,24000,KRW,0.000770953,0.000904945,,,,,,,,,,,,,,,,,14.96,CNY,0.128586322,0.150934625,
2017-12-01,,,,,19.95,25,NZD,0.587446113,0.695313586,,7.5,7.68,EUR,1,1.183621053,,,23500,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,14.97,CNY,0.128135071,0.151663368,
2017-12-04,,,,,19.7,25,NZD,0.587446113,0.695313586,,7.63,7.54,EUR,1,1.183621053,,,23500,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.09,CNY,0.128135071,0.151663368,
2017-12-05,,,,,19.82,25,NZD,0.587446113,0.695313586,,7.49,7.43,EUR,1,1.183621053,,,21150,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.4,CNY,0.128135071,0.151663368,
2017-12-06,,,,,20.25,25,NZD,0.587446113,0.695313586,,7.24,7.28,EUR,1,1.183621053,,,21950,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.25,CNY,0.128135071,0.151663368,
2017-12-07,,,,,20.25,25,NZD,0.587446113,0.695313586,,7.23,7.35,EUR,1,1.183621053,,,22500,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.2,CNY,0.128135071,0.151663368,
2017-12-08,,,,,20.25,25,NZD,0.587446113,0.695313586,,7.24,7.15,EUR,1,1.183621053,,,22500,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.18,CNY,0.128135071,0.151663368,
2017-12-11,,,,,20.4,25,NZD,0.587446113,0.695313586,,7.1,7.21,EUR,1,1.183621053,,,22500,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.22,CNY,0.128135071,0.151663368,
2017-12-12,,,,,20.55,25,NZD,0.587446113,0.695313586,,7.37,7.15,EUR,1,1.183621053,,,21500,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.24,CNY,0.128135071,0.151663368,
2017-12-13,,,,,20.75,25,NZD,0.587446113,0.695313586,,,7.07,EUR,1,1.183621053,,,21500,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.27,CNY,0.128135071,0.151663368,
2017-12-14,,,,,21,25,NZD,0.587446113,0.695313586,,6.96,7.09,EUR,1,1.183621053,,,21800,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.2,CNY,0.128135071,0.151663368,
2017-12-15,,,,,20.9,25,NZD,0.587446113,0.695313586,,7.07,7.18,EUR,1,1.183621053,,,21800,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.17,CNY,0.128135071,0.151663368,
2017-12-18,,,,,20.8,25,NZD,0.587446113,0.695313586,,,7.39,EUR,1,1.183621053,,,22000,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.18,CNY,0.128135071,0.151663368,
2017-12-19,,,,,20.8,25,NZD,0.587446113,0.695313586,,,7.5,EUR,1,1.183621053,,,22200,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.35,CNY,0.128135071,0.151663368,
2017-12-20,,,,,20.8,25,NZD,0.587446113,0.695313586,,,7.77,EUR,1,1.183621053,,,21800,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.46,CNY,0.128135071,0.151663368,
2017-12-21,,,,,21,25,NZD,0.587446113,0.695313586,,,7.98,EUR,1,1.183621053,,,22000,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.43,CNY,0.128135071,0.151663368,
2017-12-22,,,,,21,25,NZD,0.587446113,0.695313586,,,8.15,EUR,1,1.183621053,,,22000,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.57,CNY,0.128135071,0.151663368,
2017-12-27,,,,,20.85,25,NZD,0.587446113,0.695313586,,,8.14,EUR,1,1.183621053,,,22000,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.79,CNY,0.128135071,0.151663368,
2017-12-28,,,,,20.7,25,NZD,0.587446113,0.695313586,,,8.17,EUR,1,1.183621053,,,20000,KRW,0.000778118,0.000920997,,,,,,,,,,,,,,,,,15.68,CNY,0.128135071,0.151663368,
2017-12-29,,,,,20.6,25,NZD,0.587446113,0.695313586,,,8.09,EUR,1,1.183621053,,,,,,,,,,,,,,,,,,,,,,,15.75,CNY,0.128135071,0.151663368,
2018-01-03,,,,,20.6,25,NZD,0.594679139,0.725478816,,,7.8,EUR,1,1.21995,,,20000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,15.2,CNY,0.127500996,0.15554484,
2018-01-04,,,,,20.65,25,NZD,0.594679139,0.725478816,,,7.74,EUR,1,1.21995,,,20000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,15.24,CNY,0.127500996,0.15554484,
2018-01-05,,,,,20.65,25,NZD,0.594679139,0.725478816,,,7.75,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.79,CNY,0.127500996,0.15554484,
2018-01-08,,,,,20.85,25,NZD,0.594679139,0.725478816,,7.83,7.62,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,13.33,CNY,0.127500996,0.15554484,
2018-01-09,,,,,21.25,25,NZD,0.594679139,0.725478816,,7.68,7.75,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,15.15,CNY,0.127500996,0.15554484,
2018-01-10,,,,,21.2,25,NZD,0.594679139,0.725478816,,,7.85,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.57,CNY,0.127500996,0.15554484,
2018-01-11,,,,,21.25,25,NZD,0.594679139,0.725478816,,7.89,7.78,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,15.23,CNY,0.127500996,0.15554484,
2018-01-12,,,,,21.32,25,NZD,0.594679139,0.725478816,,7.79,7.83,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.86,CNY,0.127500996,0.15554484,
2018-01-15,,,,,21.2,25,NZD,0.594679139,0.725478816,,7.72,7.75,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,,,,,
2018-01-16,,,,,21.4,25,NZD,0.594679139,0.725478816,,7.77,8.01,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,15,CNY,0.127500996,0.15554484,
2018-01-17,,,,,21.3,25,NZD,0.594679139,0.725478816,,7.99,8.15,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.88,CNY,0.127500996,0.15554484,
2018-01-18,,,,,21.3,25,NZD,0.594679139,0.725478816,,8.26,8.47,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.79,CNY,0.127500996,0.15554484,
2018-01-19,,,,,21.4,25,NZD,0.594679139,0.725478816,,8.6,8.73,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.6,CNY,0.127500996,0.15554484,
2018-01-23,,,,,21.25,25,NZD,0.594679139,0.725478816,,8.88,8.98,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,15.08,CNY,0.127500996,0.15554484,
2018-01-24,,,,,21.25,25,NZD,0.594679139,0.725478816,,,9.43,EUR,1,1.21995,,,21500,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.79,CNY,0.127500996,0.15554484,
2018-01-25,,,,,21.2,25,NZD,0.594679139,0.725478816,,9.34,9.21,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.99,CNY,0.127500996,0.15554484,
2018-01-26,,,,,21.25,25,NZD,0.594679139,0.725478816,,9.02,9.05,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.9,CNY,0.127500996,0.15554484,
2018-01-30,,,,,21.22,25,NZD,0.594679139,0.725478816,,8.86,8.85,EUR,1,1.21995,,,21900,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.52,CNY,0.127500996,0.15554484,
2018-01-31,,,,,21.32,25,NZD,0.594679139,0.725478816,,8.78,9.23,EUR,1,1.21995,,,22000,KRW,0.00076845,0.000937471,,,,,,,,,,,,,,,,,14.89,CNY,0.127500996,0.15554484,
2018-02-01,,,,,21.35,25,NZD,0.592176708,0.731207956,,9.37,9.23,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.79,CNY,0.128275012,0.158391419,
2018-02-02,,,,,21.4,25,NZD,0.592176708,0.731207956,,9.04,8.92,EUR,1,1.23478,,,21900,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.87,CNY,0.128275012,0.158391419,
2018-02-05,,,,,21.4,25,NZD,0.592176708,0.731207956,,8.66,9.04,EUR,1,1.23478,,,21900,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.96,CNY,0.128275012,0.158391419,
2018-02-07,,,,,21.45,25,NZD,0.592176708,0.731207956,,,8.97,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.7,CNY,0.128275012,0.158391419,
2018-02-08,,,,,21.5,25,NZD,0.592176708,0.731207956,,8.93,9.09,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.99,CNY,0.128275012,0.158391419,
2018-02-09,,,,,21.55,25,NZD,0.592176708,0.731207956,,8.97,9.21,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.99,CNY,0.128275012,0.158391419,
2018-02-12,,,,,21.5,25,NZD,0.592176708,0.731207956,,9.08,9.45,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.4,CNY,0.128275012,0.158391419,
2018-02-13,,,,,21.52,25,NZD,0.592176708,0.731207956,,9.53,9.87,EUR,1,1.23478,,,22200,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.13,CNY,0.128275012,0.158391419,
2018-02-14,,,,,21.55,25,NZD,0.592176708,0.731207956,,9.88,9.58,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.74,CNY,0.128275012,0.158391419,
2018-02-15,,,,,21.5,25,NZD,0.592176708,0.731207956,,9.64,9.52,EUR,1,1.23478,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,21.5,25,NZD,0.592176708,0.731207956,,9.53,9.48,EUR,1,1.23478,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,21.42,25,NZD,0.592176708,0.731207956,,9.58,9.85,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,,,,,
2018-02-20,,,,,21.2,25,NZD,0.592176708,0.731207956,,9.7,9.7,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,,,,,
2018-02-21,,,,,21.2,25,NZD,0.592176708,0.731207956,,,9.53,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,21.25,25,NZD,0.592176708,0.731207956,,9.56,9.69,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,16.35,CNY,0.128275012,0.158391419,
2018-02-23,,,,,21.1,25,NZD,0.592176708,0.731207956,,9.68,9.78,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.75,CNY,0.128275012,0.158391419,
2018-02-26,,,,,21.1,25,NZD,0.592176708,0.731207956,,9.56,9.6,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.16,CNY,0.128275012,0.158391419,
2018-02-27,,,,,20.85,25,NZD,0.592176708,0.731207956,,9.54,10.13,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.29,CNY,0.128275012,0.158391419,
2018-02-28,,,,,20.95,25,NZD,0.592176708,0.731207956,,9.99,10.07,EUR,1,1.23478,,,22000,KRW,0.000750163,0.000926286,,,,,,,,,,,,,,,,,14.89,CNY,0.128275012,0.158391419,
2018-03-01,,,,,21.1,25,NZD,0.588260538,0.725689405,,9.92,9.97,EUR,1,1.233619048,,,,,,,,,,,,,,,,,,,,,,,14.23,CNY,0.128273746,0.158240936,
2018-03-02,,,,,20.9,25,NZD,0.588260538,0.725689405,,9.89,10.1,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.42,CNY,0.128273746,0.158240936,
2018-03-05,,,,,20.9,25,NZD,0.588260538,0.725689405,,10.05,10.32,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.98,CNY,0.128273746,0.158240936,
2018-03-06,,,,,20.95,25,NZD,0.588260538,0.725689405,,10.28,10.44,EUR,1,1.233619048,,,22200,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,15.08,CNY,0.128273746,0.158240936,
2018-03-07,,,,,20.95,25,NZD,0.588260538,0.725689405,,,10.61,EUR,1,1.233619048,,,22200,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.84,CNY,0.128273746,0.158240936,
2018-03-08,,,,,20.95,25,NZD,0.588260538,0.725689405,,10.77,11.08,EUR,1,1.233619048,,,22200,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.63,CNY,0.128273746,0.158240936,
2018-03-09,,,,,20.95,25,NZD,0.588260538,0.725689405,,11.1,11.09,EUR,1,1.233619048,,,22200,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.7,CNY,0.128273746,0.158240936,
2018-03-12,,,,,20.8,25,NZD,0.588260538,0.725689405,,11.32,11.06,EUR,1,1.233619048,,,22500,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.35,CNY,0.128273746,0.158240936,
2018-03-13,,,,,20.9,25,NZD,0.588260538,0.725689405,,11.03,11.38,EUR,1,1.233619048,,,22100,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.8,CNY,0.128273746,0.158240936,
2018-03-14,,,,,20.92,25,NZD,0.588260538,0.725689405,,11.25,11.17,EUR,1,1.233619048,,,22100,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.43,CNY,0.128273746,0.158240936,
2018-03-15,,,,,20.93,25,NZD,0.588260538,0.725689405,,11.09,11.16,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,,,,,
2018-03-16,,,,,20.94,25,NZD,0.588260538,0.725689405,,10.97,11.14,EUR,1,1.233619048,,,22200,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.52,CNY,0.128273746,0.158240936,
2018-03-19,,,,,20.93,25,NZD,0.588260538,0.725689405,,10.96,11.04,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.8,CNY,0.128273746,0.158240936,
2018-03-20,,,,,20.95,25,NZD,0.588260538,0.725689405,,11.17,11.52,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.32,CNY,0.128273746,0.158240936,
2018-03-21,,,,,20.93,25,NZD,0.588260538,0.725689405,,,12.62,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,15,CNY,0.128273746,0.158240936,
2018-03-22,,,,,20.95,25,NZD,0.588260538,0.725689405,,12.54,12.3,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,15.51,CNY,0.128273746,0.158240936,
2018-03-23,,,,,20.95,25,NZD,0.588260538,0.725689405,,12.37,12.58,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.96,CNY,0.128273746,0.158240936,
2018-03-26,,,,,20.95,25,NZD,0.588260538,0.725689405,,12.8,12.95,EUR,1,1.233619048,,,22200,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,15,CNY,0.128273746,0.158240936,
2018-03-27,,,,,21,25,NZD,0.588260538,0.725689405,,13.26,13.64,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.86,CNY,0.128273746,0.158240936,
2018-03-28,,,,,20.95,25,NZD,0.588260538,0.725689405,,14.05,12.96,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,14.81,CNY,0.128273746,0.158240936,
2018-03-29,,,,,21.05,25,NZD,0.588260538,0.725689405,,,13.25,EUR,1,1.233619048,,,22000,KRW,0.000756256,0.000932932,,,,,,,,,,,,,,,,,15.02,CNY,0.128273746,0.158240936,
2018-04-03,,,,,21,25,NZD,0.591216201,0.725794745,,12.9,13.28,EUR,1,1.22763,,,22100,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15,CNY,0.129306795,0.158740901,
2018-04-04,,,,,21.1,25,NZD,0.591216201,0.725794745,,,13.02,EUR,1,1.22763,,,22000,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.45,CNY,0.129306795,0.158740901,
2018-04-05,,,,,21.15,25,NZD,0.591216201,0.725794745,,12.65,12.61,EUR,1,1.22763,,,21900,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,,,,21.2,25,NZD,0.591216201,0.725794745,,12.68,12.95,EUR,1,1.22763,,,21800,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,,,,21.22,25,NZD,0.591216201,0.725794745,,12.96,13.3,EUR,1,1.22763,,,21800,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.5,CNY,0.129306795,0.158740901,
2018-04-10,,,,,21.25,25,NZD,0.591216201,0.725794745,,13.1,13.34,EUR,1,1.22763,,,21800,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.46,CNY,0.129306795,0.158740901,
2018-04-11,,,,,21.2,25,NZD,0.591216201,0.725794745,,13.55,13.39,EUR,1,1.22763,,,21800,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.18,CNY,0.129306795,0.158740901,
2018-04-12,,,,,21.25,25,NZD,0.591216201,0.725794745,,13.15,13.56,EUR,1,1.22763,,,21900,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,14.95,CNY,0.129306795,0.158740901,
2018-04-13,,,,,21.25,25,NZD,0.591216201,0.725794745,,13.8,13.9,EUR,1,1.22763,,,21900,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.25,CNY,0.129306795,0.158740901,
2018-04-16,,,,,21.27,25,NZD,0.591216201,0.725794745,,13.84,13.96,EUR,1,1.22763,,,21900,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.35,CNY,0.129306795,0.158740901,
2018-04-17,,,,,21.27,25,NZD,0.591216201,0.725794745,,13.82,13.7,EUR,1,1.22763,,,21950,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.29,CNY,0.129306795,0.158740901,
2018-04-18,,,,,21.3,25,NZD,0.591216201,0.725794745,,,13.84,EUR,1,1.22763,,,22000,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.2,CNY,0.129306795,0.158740901,
2018-04-19,,,,,21.3,25,NZD,0.591216201,0.725794745,,13.99,13.41,EUR,1,1.22763,,,22000,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.54,CNY,0.129306795,0.158740901,
2018-04-20,,,,,21.35,25,NZD,0.591216201,0.725794745,,13.05,13,EUR,1,1.22763,,,22000,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.28,CNY,0.129306795,0.158740901,
2018-04-23,,,,,21.32,25,NZD,0.591216201,0.725794745,,12.75,12.85,EUR,1,1.22763,,,22000,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.13,CNY,0.129306795,0.158740901,
2018-04-24,,,,,21.26,25,NZD,0.591216201,0.725794745,,12.73,13.17,EUR,1,1.22763,,,22000,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.24,CNY,0.129306795,0.158740901,
2018-04-26,,,,,21.27,25,NZD,0.591216201,0.725794745,,13.39,13.44,EUR,1,1.22763,,,22000,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.51,CNY,0.129306795,0.158740901,
2018-04-27,,,,,21.55,25,NZD,0.591216201,0.725794745,,13.28,13.51,EUR,1,1.22763,,,22000,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,15.44,CNY,0.129306795,0.158740901,
2018-04-30,,,,,21.5,25,NZD,0.591216201,0.725794745,,13.35,13.54,EUR,1,1.22763,,,22100,KRW,0.000762885,0.00093654,,,,,,,,,,,,,,,,,,,,,
2018-05-01,,,,,21.5,25,NZD,0.588638849,0.695313586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,,,,,21.47,25,NZD,0.588638849,0.695313586,,,13.02,EUR,1,1.181222727,,,22000,KRW,0.0007865,0.000929031,,,,,,,,,,,,,,,,,15.37,CNY,0.132811904,0.15688044,
2018-05-03,,,,,21.45,25,NZD,0.588638849,0.695313586,,12.77,12.92,EUR,1,1.181222727,,,22000,KRW,0.0007865,0.000929031,,,,,,,,,,,,,,,,,15.15,CNY,0.132811904,0.15688044,
2018-05-04,,,,,21.45,25,NZD,0.588638849,0.695313586,,12.78,12.99,EUR,1,1.181222727,,,22000,KRW,0.0007865,0.000929031,,,,,,,,,,,,,,,,,15.53,CNY,0.132811904,0.15688044,
2018-05-07,,,,,21.45,25,NZD,0.588638849,0.695313586,,,13.57,EUR,1,1.181222727,,,,,,,,,,,,,,,,,,,,,,,14.9,CNY,0.132811904,0.15688044,
2018-05-08,,,,,21.35,25,NZD,0.588638849,0.695313586,,13.51,13.54,EUR,1,1.181222727,,,22000,KRW,0.0007865,0.000929031,,,,,,,,,,,,,,,,,15.58,CNY,0.132811904,0.15688044,
2018-05-09,,,,,21.3,25,NZD,0.588638849,0.695313586,,13.92,13.96,EUR,1,1.181222727,,,22000,KRW,0.0007865,0.000929031,,,,,,,,,,,,,,,,,15.43,CNY,0.132811904,0.15688044,
2018-05-10,,,,,21.3,25,NZD,0.588638849,0.695313586,,,14.56,EUR,1,1.181222727,,,22050,KRW,0.0007865,0.000929031,,,,,,,,,,,,,,,,,15.49,CNY,0.132811904,0.15688044,
