"Date","all","Positive","Negative","Net"
2018-01-12,6.90418848992632,4.26747951167154,11.6667144530078,7.39923494133629
2018-01-19,7.07216566976209,5.73018592045067,11.725418375415,5.9952324549643
2018-01-26,8.05468492696957,6.80702357704968,11.9878002807927,5.18077670374305
2018-02-02,8.09416044045422,7.15990189506676,12.1636330856929,5.00373119062611
2018-02-09,9.48624577612461,8.08207340031391,13.0707014243507,4.98862802403677
2018-02-16,8.72385570516181,7.70493295727057,14.8271367315136,7.12220377424306
2018-02-23,8.75258299319722,7.81181559811924,14.5843629340315,6.77254733591222
2018-03-02,9.75933297188423,8.9514334365713,18.0182130398229,9.06677960325165
2018-03-09,9.84036455346269,10.2416475241901,18.5133688560681,8.27172133187798
2018-03-16,9.39750948110542,10.6043314661869,17.9575686679539,7.35323720176693
2018-03-23,9.56667693453034,11.1307459448728,17.3785270963554,6.24778115148257
2018-03-30,8.56521872156275,11.1017900157536,17.070594337112,5.96880432135842
2018-04-06,8.53548225370015,11.040919710926,17.3537494896087,6.31282977868272
2018-04-13,8.57089852949617,11.851313036981,17.7302311806246,5.87891814364361
2018-04-20,8.24232351558173,10.4700707494501,17.1928780451034,6.72280729565332
2018-04-27,8.47702790786158,10.7526854359307,17.4747879870786,6.72210255114794
2018-05-04,8.33368525573891,10.6459151334322,17.5991978761713,6.95328274273913
2018-05-11,7.99395835942543,11.7609164219294,18.1978629182375,6.43694649630809
2018-05-18,8.00888191928531,11.8396463907328,18.224198275529,6.3845518847962
2018-05-25,8.47935767253424,12.5735579545394,18.9016512285439,6.32809327400444
2018-06-01,9.08683166395321,9.98128263390716,18.261451189791,8.28016855588381
2018-06-08,9.60103716899165,10.5194316612573,18.0451330214122,7.52570136015491
2018-06-15,9.99952721624442,9.8926495461691,17.4372875495388,7.54463800336973
2018-06-22,9.94948107532443,9.99966317493408,16.9439735765375,6.94431040160343
2018-06-29,10.2665605128026,9.69958757617037,16.6096606618283,6.91007308565796
2018-07-06,10.5359560031659,9.78328316440817,16.8331107912723,7.04982762686412
2018-07-13,9.73337333059169,9.28928792111146,16.8968174844122,7.60752956330074
2018-07-20,10.0720941686646,9.08833610517544,16.8922771133679,7.80394100819251
2018-07-27,10.4113292574672,9.11123276145867,17.1853575588541,8.07412479739544
2018-08-03,10.4399266758173,8.79006747382784,17.710261875797,8.92019440196914
2018-08-10,10.8997476020813,9.12633820899581,18.2087334252593,9.08239521626344
2018-08-17,10.5785421114538,8.40715704483248,17.4222280572965,9.015071012464
2018-08-24,11.1809340657081,9.29752064464681,18.1553270890392,8.85780644439236
2018-08-31,10.9489859895449,9.33898085527886,17.8159179003383,8.47693704505942
2018-09-07,11.0718668039172,9.87157235541147,18.7684775341765,8.89690517876499
2018-09-14,11.4523684197127,9.86590201852692,17.6438171282265,7.77791510969957
2018-09-21,11.7543666629226,10.7049667042961,18.4182984940161,7.71333178971997
2018-09-28,11.8376222880336,10.8298613434635,18.78015312508,7.95029178161643
2018-10-05,11.631562994786,10.9649465792862,19.1104832619823,8.14553668269616
2018-10-12,11.5215865643782,10.9685240994855,18.7331268474922,7.76460274800673
2018-10-19,11.9208226269664,11.4155461870149,18.9234114549999,7.50786526798499
2018-10-26,12.2700739209388,11.4353949908523,19.46083839243,8.02544340157772
2018-11-02,12.0565674639316,11.489318018992,19.6367414678349,8.14742344884291
2018-11-09,11.8970245173485,11.412234005088,19.7845743187959,8.37234031370788
2018-11-16,10.7916541343076,12.0805613564621,17.8995158260125,5.81895446955045
2018-11-23,11.2767841663415,12.2686283944227,18.0146262200059,5.74599782558318
2018-11-30,11.1954792160851,12.3758691552218,16.9410447707637,4.56517561554187
2018-12-07,10.9707557226949,12.1696351844139,16.6687834798971,4.49914829548318
2018-12-14,10.9467942490534,12.6721281747584,16.7967068043108,4.12457862955236
2018-12-21,10.2634144494862,13.5375092929318,16.3715944991484,2.83408520621663
2018-12-28,9.4816444125702,12.0253762410429,16.3941651530273,4.36878891198437
2019-01-04,9.07946434139201,12.2965305448079,16.8185514145487,4.52202086974083
2019-01-11,9.13734684219119,11.9011168825352,15.8526856891048,3.95156880656963
2019-01-18,9.25818442239621,12.2521051019739,16.2903482672701,4.03824316529625
