"","EUA","NZU","HBEA","CCA","KAU","ACCU","RGGI","EUA","NZU","HBEA","CCA","KAU","ACCU","RGGI","EUA","NZU","HBEA","CCA","KAU","ACCU","RGGI"
"2018-03-23",-65.9717229464466,-41.0309164063604,56.5776625231876,-20.2936673592671,126.066334687321,18.1536991810207,-73.5013896794554,-80.1419399442597,-40.3480189397728,93.52426479667,-63.152256834912,148.471825362149,14.9837942414103,-73.3376686812844,134.026338398614,-40.521362432845,-51.2404245116067,49.4628235881295,-26.7386255125454,23.1630984840002,-88.1518480137464
"2018-03-30",-58.3296192515142,-37.6920207848497,28.8478383106961,-10.4694568793106,71.8460035244134,70.4251524723223,-64.6278973917572,-77.197748099122,-30.8421044591242,79.4426902464126,-51.3137181399538,115.850200275916,22.344428653669,-58.2837484777979,36.0448830517242,-15.2318790826974,-21.233923762123,20.0455358661612,-17.1645258968874,77.7615718349388,-80.2216620111165
"2018-04-06",-57.0775173298532,-20.9633392235009,10.5194976905254,-14.4768351445171,41.9793503522198,96.532605809975,-56.513762154849,-65.0016831757747,-23.8002050889441,36.344278712504,-45.0022119469089,51.3715964642135,95.1232320634192,-49.0350070285091,77.7401422665927,-15.5107413442036,-45.6972202752782,30.3924172062446,-39.1829645999577,74.2528537979379,-81.9944870513356
"2018-04-13",-60.2904708424472,-22.0605106805273,5.9463883342398,-14.4244128884204,51.3645489885162,98.2172865584247,-58.7528294697858,-67.312727878815,-28.1142625460641,24.66028611649,-49.6706784522789,64.3278396523637,105.759099249912,-49.6495561416077,82.2829748939761,-16.1390691950042,-50.3934970762679,23.6351966998613,-42.4281523440763,85.9820506379923,-82.9395036164813
"2018-04-20",-72.7488945381915,-28.2515542441118,3.59022563338054,-26.6160771560644,43.5194872872842,150.555476761922,-70.0486637442188,-77.9484848417891,-45.5634598258513,27.3896807075742,-39.220901006826,-0.822767642133414,95.9956825300427,40.1702500789828,72.4568141248011,-20.5096604287731,-47.3232347009359,6.71668746334961,4.26407488716836,74.4264502733707,-90.0311316189808
"2018-04-27",-67.3019796108064,-25.284852704883,11.5209825706206,-26.1912475446817,43.0933262313033,139.889912940718,-75.7261418822712,-65.4937834315027,-16.5453077930545,7.03391217446296,-39.8425006666456,54.2039932691672,75.1608951743065,-14.5172087267339,-43.8541809914622,22.9759633981509,-15.6068913490987,1.43377411233787,9.79616233864446,107.406711908101,-82.1515394166738
"2018-05-04",-63.2887228731336,-20.3874568651499,13.7983778861423,-16.4816989891955,37.2405846107249,120.317676486427,-71.1987602558156,-66.1333163302394,-23.7561342191394,19.8473723327148,-29.0221566173402,54.125257935898,48.9876930292131,-4.04871613110689,-37.7085053126482,22.9829144000457,-18.9817237524848,-3.47919157869926,7.35358425957455,111.565091692586,-81.7321697083742
"2018-05-11",-49.8198036976216,-19.2804239478466,9.74412191043521,-18.1776159589552,37.8271695944367,113.649342731681,-73.9427906321299,-74.7005515341482,-22.3326386476713,-28.0782142977934,-47.2616817782251,91.6711514735678,108.72710998597,-28.0251752017001,-41.2572329593113,21.6573632767139,-17.1294155851437,-5.06138845538003,14.1361657898139,110.576568204318,-82.9220602710107
"2018-05-18",-53.1410088274939,-12.3504033870602,11.0404487326775,-25.6131201885181,31.6998999556185,122.228469145843,-73.8642854310664,-78.0398968091941,-13.521353158464,-12.5354420929716,-28.5158235416933,110.156356994779,55.345086528968,-32.8889279214239,-40.6698003282202,11.9252229762724,-22.468014963582,-4.23751444261443,13.9704048202466,119.913102994706,-78.4334010568083
"2018-05-25",-46.5061679744695,-22.5195061175563,-33.4680596232516,31.8290685809708,4.22935581141964,141.549528484814,-75.1142191619276,-90.0034724023189,-9.3533851024641,-8.7002460101824,64.6128800179255,32.0879191833676,51.6658485121941,-40.3095441985218,-40.394906752153,13.8055830741229,-23.4231790681747,-2.34324247188764,11.9248851936567,117.928113814385,-77.4972537899497
"2018-06-01",-32.5760382569882,1.80794480595308,-21.8541431868707,35.8867766144952,-38.8551861395273,113.205174695173,-57.6145285322348,-55.2303867950995,83.3578912907256,-12.7103407915823,16.9346689169158,-45.7338569892337,52.3313228083199,-38.9492984400457,-35.5898096030563,10.4928780781565,-32.3866114656687,-16.1621647835995,14.6534951655444,133.548210454709,-74.5559978460849
