"Date","All_H5","All_H10","All_H15","All_H20"
2021-04-30,11.6005677534865,11.6020183067091,11.6020196901514,11.6020196914317
2021-05-07,11.56436495605,11.5660600807753,11.5660617310102,11.566061732548
2021-05-14,11.3420611288165,11.3435346577539,11.3435363122363,11.3435363140423
2021-05-21,11.1019899347239,11.1032875003625,11.1032889551477,11.1032889567319
2021-05-28,11.0948613249592,11.0961751481108,11.0961765790261,11.0961765805346
2021-06-04,11.156030753179,11.1573388173922,11.1573402572803,11.1573402588033
2021-06-11,11.7605283545383,11.7622042444854,11.7622058592069,11.7622058606506
2021-06-18,12.2191085365744,12.2219334212712,12.221936446575,12.2219364496644
2021-06-25,12.7551718614527,12.7577638877474,12.7577662216895,12.7577662236566
2021-07-02,12.9732078401707,12.9747939540349,12.9747951676032,12.9747951685513
2021-07-09,12.5864934217771,12.5879636905794,12.5879647365933,12.5879647373796
2021-07-16,12.5159617598899,12.5174113699321,12.5174123077425,12.5174123084433
2021-07-23,12.313516871485,12.3148858032895,12.3148866459519,12.3148866465716
2021-07-30,11.9394048681138,11.9402761421832,11.9402765569165,11.9402765571885
2021-08-06,12.2149822526623,12.2155286836998,12.2155288969693,12.2155288971312
2021-08-13,12.2023887475355,12.2029632044703,12.2029634069043,12.202963407046
2021-08-20,12.1903265719134,12.1906465639418,12.1906466312489,12.1906466313055
2021-08-27,12.9655925266282,12.964954855683,12.9649537747656,12.9649537732549
2021-09-03,13.4701069919773,13.4703529445987,13.4703521834779,13.4703521820857
2021-09-10,13.4985141025547,13.5006779263054,13.5006782620195,13.5006782620781
2021-09-17,13.3580595441281,13.361241745067,13.3612423502751,13.3612423503994
2021-09-24,13.4729080211132,13.4752877092493,13.475287988271,13.4752879883022
2021-10-01,13.5151858819635,13.5172465881772,13.5172467944148,13.5172467944357
2021-10-08,12.8966502985184,12.8983351589522,12.898335352192,12.8983353522345
2021-10-15,12.80905337017,12.811665405944,12.8116658155126,12.8116658155834
2021-10-22,13.0036455868941,13.0091946905824,13.0091966567864,13.0091966575056
2021-10-29,12.8080184755933,12.8193211856696,12.8193314081491,12.8193314176248
2021-11-05,12.7260802777977,12.7338414307504,12.7338453366313,12.7338453387023
2021-11-12,12.7349078789341,12.74259809597,12.7426017508125,12.7426017526281
2021-11-19,13.2499153045384,13.2573838956633,13.2573872645395,13.257387266173
2021-11-26,12.459410611503,12.4649232836879,12.4649245585307,12.4649245588053
2021-12-03,10.3559576727278,10.3603729298,10.3603741573411,10.360374157668
2021-12-10,11.0221663952174,11.026493237308,11.026494357802,11.0264943580801
2021-12-17,10.0048323942623,10.0123584438733,10.012362589176,10.0123625913443
2021-12-24,10.2492609132276,10.2538720911661,10.2538733877689,10.253873388137
2021-12-31,10.2153053310776,10.21990265362,10.2199039330047,10.2199039333638
2022-01-07,9.96257207842456,9.96715363232695,9.96715492108681,9.96715492145092
2022-01-14,9.66305706698402,9.66657596389267,9.66657669350706,9.6665766936592
2022-01-21,9.29259862960721,9.29648963657284,9.29649064506456,9.29649064532208
2022-01-28,9.11116534106129,9.11522252881985,9.11522363926092,9.1152236395553
2022-02-04,9.02193096192116,9.02539209937239,9.0253928804385,9.0253928806102
2022-02-11,8.48440103789014,8.48754956414736,8.48755005877128,8.48755005883932
2022-02-18,8.70423903455638,8.70741614287091,8.7074168218377,8.70741682196356
2022-02-25,8.68421135963498,8.68728214367941,8.68728284047878,8.68728284062587
2022-03-04,11.3433364970523,11.3459168205438,11.3459173232371,11.3459173233306
2022-03-11,12.7031081857227,12.7124672933921,12.7124728809627,12.7124728842452
2022-03-18,13.1399733793331,13.14193091679,13.1419309952947,13.1419309952973
2022-03-25,13.159980701519,13.1618325115732,13.1618325781278,13.1618325781296
2022-04-01,12.8060836644455,12.8078347865621,12.8078348481753,12.807834848177
2022-04-08,12.8772453034318,12.878993694244,12.8789937553007,12.8789937553023
2022-04-15,12.8620352974694,12.8637805908643,12.8637806530641,12.8637806530658
2022-04-22,12.8544745741776,12.8562022268141,12.8562022870535,12.8562022870551
2022-04-29,13.0309252417713,13.0328447469311,13.0328448201106,13.0328448201128
2022-05-06,12.9971498809622,12.9987110234271,12.9987110649798,12.9987110649805
2022-05-13,12.9263993840221,12.9279504997604,12.9279505460552,12.9279505460562
2022-05-20,12.9008460459925,12.9023982189839,12.9023982609606,12.9023982609614
2022-05-27,12.8052116301515,12.8077180642183,12.8077182081268,12.8077182081337
2022-06-03,11.4432334610717,11.4444587361165,11.4444587833263,11.4444587833279
2022-06-10,11.5003608916768,11.5016283373328,11.5016283862826,11.5016283862842
2022-06-17,11.4476496851104,11.4489758309072,11.4489758950194,11.4489758950223
2022-06-24,11.3586899160862,11.3599920389579,11.3599921027449,11.3599921027477
2022-07-01,11.0343359724358,11.0356068353897,11.03560689899,11.0356068989928
2022-07-08,10.7731510199492,10.7744347921761,10.7744348518256,10.774434851828
2022-07-15,10.6365898425175,10.637485353577,10.6374853761955,10.637485376196
2022-07-22,10.3090151268435,10.3102173410603,10.3102174028504,10.3102174028534
2022-07-29,9.74385773910527,9.74463355186348,9.74463357333724,9.74463357333774
2022-08-05,9.85611003873398,9.85682258062113,9.85682259927108,9.8568225992715
2022-08-12,10.0405630075856,10.0412241179204,10.0412241297679,10.041224129768
2022-08-19,10.0037000548519,10.0044722876253,10.0044723027454,10.0044723027455
2022-08-26,9.90425381710034,9.90493495506545,9.90493496709735,9.90493496709748
2022-09-02,10.0901645561217,10.0908471177328,10.090847127025,10.090847127025
2022-09-09,10.0503330811421,10.0510814006909,10.0510814085787,10.0510814085787
2022-09-16,10.0978529986514,10.0985676311777,10.0985676395141,10.0985676395141
2022-09-23,10.1838724619782,10.1846446172325,10.1846446281491,10.1846446281492
2022-09-30,10.3996493295634,10.4005754189559,10.4005754304192,10.4005754304192
2022-10-07,10.3995083587766,10.3999076914528,10.3999076932468,10.3999076932469
2022-10-14,10.3220583992991,10.3224195856107,10.3224195887682,10.3224195887682
2022-10-21,10.2238612371132,10.2241775853028,10.2241775875047,10.2241775875047
2022-10-28,10.3803452689632,10.3806799082206,10.3806799098305,10.3806799098306
2022-11-04,10.4326187973481,10.4329274733382,10.4329274752281,10.4329274752281
2022-11-11,9.92123466345269,9.92155890635999,9.92155890839116,9.92155890839117
2022-11-18,9.84168515570583,9.84199511067173,9.84199511243143,9.84199511243144
2022-11-25,9.44164239109299,9.44194927264012,9.44194927437212,9.44194927437213
2022-12-02,9.25955320126593,9.25988955587523,9.25988955811463,9.25988955811464
