"Date","Net_W100","Net_W150","Net_W200","Net_W250"
2023-09-15,8.67461381615808,8.67461381615808,8.67461381615808,8.67461381615808
2023-09-22,8.68089006917005,8.68089006917005,8.68089006917005,8.68089006917005
2023-09-29,8.69819872051653,8.69819872051653,8.69819872051653,8.69819872051653
2023-10-06,8.74548502665164,8.74548502665164,8.74548502665164,8.74548502665164
2023-10-13,8.8175883973832,8.8175883973832,8.8175883973832,8.8175883973832
2023-10-20,8.66933260880733,8.66933260880733,8.66933260880733,8.66933260880733
2023-10-27,8.77011897203524,8.77011897203524,8.77011897203524,8.77011897203524
2023-11-03,8.80637616570566,8.80637616570566,8.80637616570566,8.80637616570566
2023-11-10,8.75580473099908,8.75580473099908,8.75580473099908,8.75580473099908
2023-11-17,8.63321082196645,8.63321082196645,8.63321082196645,8.63321082196645
2023-11-24,11.9166945056527,11.9166945056527,11.9166945056527,11.9166945056527
2023-12-01,6.01709399394926,6.01709399394926,6.01709399394926,6.01709399394926
2023-12-08,6.06295796605216,6.06295796605216,6.06295796605216,6.06295796605216
2023-12-15,6.27258039600033,6.27258039600033,6.27258039600033,6.27258039600033
2023-12-22,6.39507126671872,6.39507126671872,6.39507126671872,6.39507126671872
2023-12-29,6.2592788969154,6.2592788969154,6.2592788969154,6.2592788969154
2024-01-05,6.33351118029266,6.33351118029266,6.33351118029266,6.33351118029266
2024-01-12,6.26742248457375,6.26742248457375,6.26742248457375,6.26742248457375
2024-01-19,6.24968591427342,6.24968591427342,6.24968591427342,6.24968591427342
2024-01-26,6.39373356428739,6.39373356428739,6.39373356428739,6.39373356428739
2024-02-02,6.46363918835822,6.46363918835822,6.46363918835822,6.46363918835822
2024-02-09,6.38735273657979,6.38735273657979,6.38735273657979,6.38735273657979
2024-02-16,6.2857387534306,6.2857387534306,6.2857387534306,6.2857387534306
2024-02-23,6.00554224353593,6.00554224353593,6.00554224353593,6.00554224353593
2024-03-01,5.95604869172922,5.95604869172922,5.95604869172922,5.95604869172922
2024-03-08,6.00660989970024,6.00660989970024,6.00660989970024,6.00660989970024
2024-03-15,5.56103239856043,5.56103239856043,5.56103239856043,5.56103239856043
2024-03-22,4.96639686419602,4.96639686419602,4.96639686419602,4.96639686419602
2024-03-29,5.15151198974864,5.15151198974864,5.15151198974864,5.15151198974864
2024-04-05,5.12283954881412,5.12283954881412,5.12283954881412,5.12283954881412
2024-04-12,4.72261835246825,4.72261835246825,4.72261835246825,4.72261835246825
2024-04-19,4.67576068917467,4.67576068917467,4.67576068917467,4.67576068917467
2024-04-26,4.84247144811014,4.84247144811014,4.84247144811014,4.84247144811014
2024-05-03,4.78862648758732,4.78862648758732,4.78862648758732,4.78862648758732
2024-05-10,4.78265051691031,4.78265051691031,4.78265051691031,4.78265051691031
2024-05-17,4.50675245220276,4.50675245220276,4.50675245220276,4.50675245220276
2024-05-24,4.57095448899849,4.57095448899849,4.57095448899849,4.57095448899849
2024-05-31,4.64745980176559,4.64745980176559,4.64745980176559,4.64745980176559
2024-06-07,4.71389685741937,4.71389685741937,4.71389685741937,4.71389685741937
2024-06-14,4.63294731668887,4.63294731668887,4.63294731668887,4.63294731668887
2024-06-21,4.6561875812237,4.6561875812237,4.6561875812237,4.6561875812237
2024-06-28,5.07082582198584,5.07082582198584,5.07082582198584,5.07082582198584
2024-07-05,4.96771364972382,4.96771364972382,4.96771364972382,4.96771364972382
2024-07-12,4.72647482546726,4.72647482546726,4.72647482546726,4.72647482546726
2024-07-19,4.78498308394431,4.78498308394431,4.78498308394431,4.78498308394431
2024-07-26,4.6893103562221,4.6893103562221,4.6893103562221,4.6893103562221
2024-08-02,4.76343128427864,4.76343128427864,4.76343128427864,4.76343128427864
2024-08-09,4.78332524088684,4.78332524088684,4.78332524088684,4.78332524088684
2024-08-16,4.65125821431721,4.65125821431721,4.65125821431721,4.65125821431721
2024-08-23,5.16587551750386,5.16587551750386,5.16587551750386,5.16587551750386
