"Date","all","Positive","Negative","Net"
2018-01-12,11.3833805228091,9.20231836815622,20.2676182316865,11.0652998635303
2018-01-19,20.3461933226931,25.8672231741733,22.9656183858861,-2.90160478828714
2018-01-26,23.1958350407543,36.5973258535276,37.3239407877141,0.72661493418655
2018-02-02,23.32997499036,53.4089049255174,40.9765791508812,-12.4323257746361
2018-02-09,31.3478973747633,49.0133213953654,41.1132786874363,-7.90004270792906
2018-02-16,33.8776556637228,49.001089542076,48.6545157161128,-0.346573825963141
2018-02-23,41.532066227569,48.6316735936669,68.3880677300629,19.7563941363961
2018-03-02,40.1752557002334,51.4078403002643,59.4666043040092,8.05876400374487
2018-03-09,40.4170027005843,47.7516264121361,62.0315167498512,14.2798903377151
2018-03-16,35.1629982025969,50.5475298557737,61.3760417733909,10.8285119176172
2018-03-23,38.8027182928292,50.3967697891102,58.8209785032025,8.42420871409232
2018-03-30,35.2142482199282,49.4750612660946,61.978135511903,12.5030742458083
2018-04-06,28.733504204194,51.3435276652022,58.7573948476452,7.41386718244305
2018-04-13,28.7120017040733,57.5084417712301,61.3698138552196,3.86137208398952
2018-04-20,27.0904407787509,49.6580900845808,62.1499118327081,12.4918217481273
2018-04-27,26.2977947199991,48.9510658430384,58.0577679343424,9.10670209130401
2018-05-04,26.3587466586986,47.3470862904402,57.3128801775695,9.96579388712932
2018-05-11,23.8479185912298,56.9335766964936,58.4349561047077,1.50137940821413
2018-05-18,26.4793044581286,48.202477251453,59.296538570851,11.094061319398
2018-05-25,38.6962122150914,62.5874944758651,59.2745270297983,-3.31296744606681
2018-06-01,38.0299312271449,53.8622187404235,59.5625186235051,5.70029988308168
2018-06-08,34.0061835149941,55.8160259880745,55.1765689461519,-0.639457041922661
2018-06-15,30.1646438651556,55.3718178222466,51.299651625163,-4.07216619708355
2018-06-22,29.1558903997127,55.7963933116153,51.4585068459322,-4.33788646568306
2018-06-29,26.275956039184,50.6143733430404,50.1536204966941,-0.460752846346246
2018-07-06,27.4470076793686,50.0562955659122,50.992118431836,0.935822865923818
2018-07-13,25.4126341093186,48.358548018795,55.1722195301898,6.81367151139479
2018-07-20,25.2433440178508,38.6327218677181,50.1721034348367,11.5393815671186
2018-07-27,24.9706709454852,36.714845777302,53.0895427541123,16.3746969768102
2018-08-03,23.7422330458927,35.1841718420139,53.8664692518697,18.6822974098558
2018-08-10,24.5178097237007,33.1743528516105,54.154310431878,20.9799575802675
2018-08-17,21.5622764990156,32.0595575330305,56.1582104210055,24.098652887975
2018-08-24,22.3692173970748,33.0915213145554,53.003284963567,19.9117636490116
2018-08-31,21.9013146990004,32.3061875304401,50.5488577261767,18.2426701957365
2018-09-07,21.0460002501808,32.8127220959221,51.3771342743725,18.5644121784504
2018-09-14,20.5204560399314,33.410555873293,46.4853100801793,13.0747542068863
2018-09-21,18.5026504300454,32.6280927466749,44.8281864802905,12.2000937336156
2018-09-28,18.453584845301,31.4521426487692,44.0492542555857,12.5971116068165
2018-10-05,18.2391886012422,32.2377520874434,42.0188471461682,9.78109505872475
2018-10-12,17.9910995980224,32.6946007489552,42.4738212063227,9.77922045736751
2018-10-19,17.8259812874329,31.65141392524,42.5326544919903,10.8812405667503
2018-10-26,17.943738853198,31.8445733511089,41.9314451065892,10.0868717554803
2018-11-02,16.6405014229687,30.6966410701196,40.9329816249633,10.2363405548437
2018-11-09,17.2965681889388,30.2129723841804,41.5473742441332,11.3344018599528
2018-11-16,14.6259192970648,28.9841853581938,36.1926659683505,7.20848061015668
2018-11-23,15.1991015840696,30.8384172726104,36.6694052277897,5.83098795517934
2018-11-30,15.5989522663302,29.043721012255,33.1832751738965,4.13955416164154
2018-12-07,14.4883940624566,29.102910827282,33.1601145621422,4.05720373486016
2018-12-14,13.9428254705723,27.9627839990826,31.9607764265824,3.99799242749984
2018-12-21,14.4286725391431,29.6297747421472,32.4107755423941,2.78100080024686
2018-12-28,14.0617320929596,26.9894941478001,33.6235173844256,6.6340232366255
2019-01-04,13.4243526671508,26.2380190594273,34.5592921484403,8.32127308901299
2019-01-11,13.0129693504821,25.476411950243,33.2099944242731,7.73358247403012
2019-01-18,13.0119811758565,26.0433028741144,33.3406418083383,7.29733893422385
2019-01-25,12.8610175849231,24.9261779495746,33.8851921337662,8.95901418419153
2019-02-01,12.6791590985405,25.8418552565626,33.0923012586426,7.25044600208006
2019-02-08,12.5976184448252,25.9742796492772,33.7292312030157,7.75495155373855
2019-02-15,12.9694491244448,25.3992673950061,32.9970978637866,7.5978304687805
2019-02-22,12.3659079747305,25.2682349569657,32.4137158270578,7.14548087009215
2019-03-01,12.5418439689625,26.4272203847033,33.2613950980663,6.834174713363
2019-03-08,12.6086803661431,24.5798044119359,35.0029597062165,10.4231552942806
2019-03-15,12.4816400318136,25.8396970557105,34.1362751821513,8.29657812644078
2019-03-22,12.1541472736108,25.5698973531833,33.9947007007166,8.4248033475333
