"bprior","Vprior.1","Vprior.2","Vprior.3","Vprior.4","Vprior.5","Vprior.6","Vprior.7","Vprior.8","Vprior.9","Vprior.10","Vprior.11","Vprior.12","Vprior.13","Vprior.14","Vprior.15","Vprior.16","Vprior.17","Vprior.18","Vprior.19","Vprior.20","Vprior.21","Vprior.22","Vprior.23","Vprior.24","Vprior.25","Vprior.26","Vprior.27","Vprior.28","Vprior.29","Vprior.30","Vprior.31","Vprior.32","Vprior.33","Vprior.34","Vprior.35","Vprior.36","Vprior.37","Vprior.38","Vprior.39","Vprior.40","Vprior.41","Vprior.42","Vprior.43","Vprior.44","Vprior.45","Vprior.46","Vprior.47","Vprior.48","Vprior.49","Q.1","Q.2","Q.3","Q.4","Q.5","Q.6","Q.7"
0.011370137998548,-1.71252401297869e-15,-9.95559327522395e-16,-5.92132781338222e-16,1.29392753022567e-14,2.16352543519482e-16,2.47423914310433e-15,-1.46757606067638e-14,-3.76496658285527e-15,-1.32880495886181e-15,5.37218788334778e-16,-7.97712590427935e-15,7.29979770207334e-16,-1.70226517343802e-16,7.1500964871074e-15,-1.41840749215416e-16,-1.07010754424319e-15,1.51530806132005e-16,-1.06889323781001e-14,-2.53291311536064e-15,1.73072548046577e-15,3.28539279115247e-14,1.65393188528092e-16,-1.3327336035503e-15,-9.40586465729117e-16,-6.06668713746053e-15,-1.36765518377881e-15,1.10234011250153e-15,9.99318629148899e-15,5.37559719096048e-15,3.65249077185527e-16,1.17179808472581e-15,1.43052345143169e-14,6.41868014902153e-16,-1.61610328797742e-15,-3.66042916463694e-14,-1.55255040594493e-15,-1.03441018771411e-15,-4.81128266567599e-16,-7.92595156173803e-15,4.562322741819e-16,-9.21815792101488e-16,2.08808664803328e-14,0.797337404708847,-0.0664622944952014,0.0291318091396654,-0.324769001523735,-0.0224192400290333,-0.108254973594519,-0.0801691832384673,0.00387316616118757,0.000251077560515636,-2.70413205441869e-05,0.000512823195679337,0.000247558148319167,0.000287075757118264,0.000187430031277184
0.0439366842029748,8.30399676565773e-15,7.28166442073852e-15,3.19097640021429e-15,-6.18878049935684e-14,-1.16846162194657e-15,-2.04844398144248e-14,8.03565113755011e-14,2.3427677712292e-14,8.47575048340543e-16,-4.25739088080745e-16,3.85650712753094e-15,-7.84282036016271e-15,3.04503601153416e-15,-1.86135828972311e-15,-8.6098933971962e-15,1.75624488910064e-15,3.76678939775776e-16,5.83335463266721e-14,8.3544282603043e-15,1.43388447816639e-15,-1.70211067462844e-13,2.31053012077318e-16,1.36854223903283e-15,4.32477023417917e-16,2.00027440357825e-14,-1.20234675148501e-15,1.43478275660695e-15,-5.30770631439192e-14,-1.83091507856585e-14,-6.84966745324346e-15,-3.58898871179961e-15,-7.27860697061211e-14,-1.79908442744098e-15,-1.58620133087345e-15,1.89102856637535e-13,4.85191314208988e-15,2.70904175828091e-15,3.15903986997101e-15,4.74021863428042e-14,3.20999737207783e-15,8.29821237766093e-16,-1.34510458327242e-13,-0.0664622944952046,1.64404756481601,0.0479336048121545,0.0350899553632447,0.0018130009786928,-0.345869660619363,-0.0603931076691399,0.000251077560515636,0.00174843523084225,-4.85240622655042e-05,6.79665754780264e-05,0.000103882981201177,0.000211381665434937,-2.56596702182945e-05
-0.00141754003407221,1.15942632149821e-15,-2.08111336459172e-15,8.59967140358874e-17,-4.06985101002177e-15,-8.48574547218303e-17,-6.70317310501583e-16,5.10122543165292e-15,8.04143264563489e-15,5.57786103546828e-15,-2.94243660469914e-15,-2.42219438950642e-14,-2.76846958986027e-15,-1.34613864109442e-15,2.9243100996279e-15,-1.55091055015905e-15,-7.61047583459906e-15,-1.61767029892984e-14,5.09661757241986e-15,3.29483619207482e-15,-9.08016608951179e-15,-1.53904666788662e-14,-1.63742586011689e-15,-8.44674172254434e-16,4.14042844216496e-15,-1.27247387973761e-15,-1.3167385510117e-15,3.33439231307424e-15,3.60781825421708e-16,-2.24934257824589e-15,-6.30441540443692e-15,-1.98372880079976e-14,-2.09180546148491e-15,6.56247246214742e-16,4.73664551049573e-15,1.9786472807426e-14,2.92111170321907e-16,4.74159557103948e-15,6.02716119200986e-15,-8.2572837456496e-15,-1.67048449725704e-15,2.53234390922008e-15,5.38631639290799e-15,0.0291318091396649,0.0479336048121525,1.11432255774021,-0.0659294479232783,0.00389868280769131,-0.0837455058795114,-0.0757882304587346,-2.70413205441869e-05,-4.85240622655042e-05,0.00257475448620452,9.08428126883295e-05,-3.1867800133996e-05,8.16164484635272e-05,4.71785551540763e-05
-0.0573337957938172,1.89564076241711e-14,1.80134498897061e-14,7.39767405319447e-15,-1.41516139084974e-13,-2.39109947119953e-15,-5.02766773526064e-14,1.86104603949744e-13,8.064696913751e-14,-5.3700533603207e-15,-2.7115679493428e-14,-9.99894611553032e-15,-4.51383722066545e-14,1.84156075805353e-14,-4.91273688396632e-15,-1.4885662147357e-14,1.32758387616505e-14,4.14165229889463e-15,1.49880108324396e-13,3.79730968891323e-14,-2.63703989200614e-14,-3.97348820513344e-13,-3.67265760988986e-14,6.04393244436549e-15,3.47883207700919e-16,8.43624215624006e-14,-1.28858783452618e-14,8.62844003060928e-15,-1.1371112385028e-13,-3.9962499455426e-14,-1.34757656422568e-14,-4.57380444282562e-14,-1.67494490499465e-13,-5.76925660022987e-15,-5.06934988778185e-15,4.35373959106755e-13,8.75991987281388e-15,9.95644539036888e-15,1.62907881628982e-14,1.17433840429726e-13,4.13037659630078e-15,1.37294689506184e-14,-3.10751424592581e-13,-0.324769001523738,0.035089955363194,-0.0659294479232593,2.92050300368288,0.0144978922061825,-0.239346539264473,-1.31634172589774,0.000512823195679337,6.79665754780264e-05,9.08428126883295e-05,0.00111884085218861,7.99805272193821e-05,0.000162810376906568,0.000254921369444275
-0.0184408757724727,5.33212322494266e-16,5.50069972210521e-16,2.02051239238041e-16,-4.06445710421366e-15,-6.32022103923269e-17,-1.25567552232766e-15,4.95805653477621e-15,3.02259302656371e-15,-1.12266424455443e-15,-1.98835902170263e-15,-4.05231403988182e-15,-3.44711238720041e-15,1.140689105672e-15,7.84268483489114e-15,4.54118079945554e-16,-4.13081027716977e-16,3.852170318841e-16,3.20923843055709e-15,2.54874246707892e-15,-9.27047067583731e-16,-1.10189635194047e-14,-3.39440893843107e-15,-1.07546502763458e-16,1.72400850919404e-16,3.41809642655927e-15,-8.27112426400774e-16,1.02268386359232e-15,-2.13257146317036e-15,-4.70005029904255e-16,-9.6324586761759e-16,-2.83573755839941e-15,-3.3586414899256e-15,-8.66277535815918e-17,-9.80518563478e-16,1.03072932133852e-14,4.81114714040443e-16,5.13261308454638e-16,1.42811110159791e-15,4.30558366737444e-15,1.0993810029003e-16,4.39752401160121e-16,-1.15671361378133e-14,-0.0224192400290329,0.00181300097868776,0.00389868280769299,0.0144978922061766,0.553006130984809,-0.0895074674721311,-0.183879186890374,0.000247558148319167,0.000103882981201177,-3.1867800133996e-05,7.99805272193821e-05,0.00535233055023155,0.000195278674716908,5.28466305165698e-05
0.0689747777746598,-2.68640285458976e-14,-2.52050916488104e-14,-1.05058504417158e-14,2.01500247693984e-13,3.63744069044845e-15,6.88883459553768e-14,-2.63637907078201e-13,-7.35831243213556e-14,-9.17664653033584e-15,1.66322711896497e-15,-2.14797797604138e-14,1.63204546448428e-14,-6.61836308413905e-15,3.39355279987963e-15,3.13842241040849e-14,-5.37062256646126e-15,-5.85509830723641e-15,-1.90691212820226e-13,-2.27977359212872e-14,-7.27646025031059e-15,5.54212925552022e-13,-9.38067972079134e-15,-3.32960287115311e-15,-1.58913365305773e-15,-6.11362665407875e-14,-3.50215682327773e-15,-2.46033128562689e-15,1.7899366071359e-13,6.06564401638599e-14,1.71909470166043e-14,2.289214960172e-15,2.41425206649187e-13,4.57349680045918e-15,7.8192830086244e-15,-6.19130181150895e-13,-1.04028520823626e-14,-8.1891687441632e-15,-3.92548949075533e-15,-1.62546191784241e-13,-1.03352656294353e-14,-3.10234964887718e-15,4.32300029107324e-13,-0.108254973594506,-0.345869660619369,-0.0837455058795168,-0.239346539264624,-0.0895074674721467,2.53721377167361,-0.13307088086232,0.000287075757118264,0.000211381665434937,8.16164484635272e-05,0.000162810376906568,0.000195278674716908,0.00117362296812931,5.52126347476809e-05
0.034463793550241,7.08249648165293e-15,5.12112054151803e-15,2.78845956741547e-15,-5.37278554979537e-14,-1.33183394868119e-15,-1.54000076579841e-14,7.09293734857397e-14,-4.69320762808145e-14,4.13731549020468e-14,6.42372439962902e-14,1.52669543673767e-13,9.6785426895174e-14,-3.43930613155852e-14,-1.60871316268185e-13,-3.32563837579514e-14,-2.20309881449055e-15,-5.56325818745762e-15,4.6074255521944e-14,-6.29496454962464e-14,5.36515276650107e-14,-1.56541446472147e-13,1.1663549493628e-13,-5.23198021365467e-15,4.54463669388033e-15,-7.88761417291894e-14,3.74437893885249e-14,-2.06324622100892e-14,-7.25808302348696e-14,-4.26023149049937e-14,4.67811553384045e-15,1.04619438112685e-13,-7.14012182712054e-14,-2.48238929412281e-15,2.26099521050127e-15,1.68601244077138e-13,-5.4973386953705e-15,-6.43582409587395e-15,-3.70467545529607e-14,1.26010313294955e-14,6.57807142090405e-15,-2.43936815191859e-14,-8.43769498715119e-15,-0.0801691832384867,-0.0603931076689897,-0.0757882304587875,-1.31634172589747,-0.183879186890362,-0.133070880862741,6.07549284169897,0.000187430031277184,-2.56596702182945e-05,4.71785551540763e-05,0.000254921369444275,5.28466305165698e-05,5.52126347476809e-05,0.000639275625810202
