"","EUA","NZU","HBEA","CCA","KAU","ACCU","RGGI"
"EUA",70.3151769305519,2.93340008057182,0.523208659960875,14.6294848190552,0.362975894493172,7.25568212439276,3.98007149097429
"NZU",5.45877442838164,67.7892917602574,0.241498546032827,4.32350003767166,1.60521205242911,15.593958714915,4.98776446031236
"HBEA",0.845352095204441,1.00260160336823,94.9013085333434,0.423953738978579,0.912957381823623,0.76103547704201,1.15279117023971
"CCA",13.4156459991159,7.91846200452244,0.253444540544023,62.2673535809979,0.817744966929235,6.72401682125827,8.60333208663219
"KAU",0.85991115680452,2.63372125548865,0.443047823855827,1.6422342533196,89.9158327419858,3.91079686190848,0.594455906637081
"ACCU",6.90270752618083,11.602725010374,0.275338997718407,2.59722365901703,3.02790976988828,72.8896996035855,2.70439543323591
"RGGI",4.59114728321299,7.62911132198309,0.448649104197762,9.10188863092712,0.464689355925427,5.54859864312743,72.2159156606262
