"Date","ACCU","CEA","EUA","UKA","NZU","KAU","WCA","CCA"
2015-05-12,NA,NA,7.63,NA,NA,8.41077232120985,NA,11.3261393025952
2015-05-13,NA,NA,7.68,NA,NA,8.30692055196664,NA,11.1845002201673
2015-05-14,NA,NA,7.59,NA,NA,8.30143058633891,NA,11.132538569425
2015-05-15,NA,NA,7.62,NA,NA,8.30765756319466,NA,11.0994672954327
2015-05-18,NA,NA,7.63,NA,NA,8.35631997403862,NA,11.198515114018
2015-05-19,NA,NA,7.4,NA,NA,8.44338423956258,NA,11.3573158697407
2015-05-20,NA,NA,7.38,NA,NA,8.47890152949505,NA,11.405644216031
2015-05-21,NA,NA,7.33,NA,NA,8.48581715123703,NA,11.3570914326854
2015-05-22,NA,NA,7.34,NA,NA,8.53433204351681,NA,11.448025419882
2015-05-25,NA,NA,7.39,NA,NA,NA,NA,NA
2015-05-26,NA,NA,7.26,NA,NA,8.55801586971875,NA,11.6251264600386
2015-05-27,NA,NA,7.21,NA,NA,8.52282130208851,NA,11.5931395028891
2015-05-28,NA,NA,7.22,NA,NA,8.49351441835918,NA,11.5475972958158
2015-05-29,NA,NA,7.36,NA,NA,8.43039197230248,NA,11.5045053244744
2015-06-01,NA,NA,7.28,NA,NA,8.45398732722676,NA,11.5881006864989
2015-06-02,NA,NA,7.48,NA,NA,8.34643372283357,NA,11.3611908177905
2015-06-03,NA,NA,7.52,NA,NA,8.25955863484732,NA,11.2293773283662
2015-06-04,NA,NA,7.43,NA,NA,8.23815465335765,NA,11.2752514016197
2015-06-05,NA,NA,7.44,NA,NA,8.2507589897226,NA,11.4031140311403
2015-06-08,NA,NA,7.48,NA,NA,8.16190687501981,NA,11.2124701089363
2015-06-09,NA,NA,7.6,NA,NA,8.14744502452144,NA,11.220420101037
2015-06-10,NA,NA,7.62,NA,NA,8.19535172380869,NA,11.1709643235606
2015-06-11,NA,NA,7.54,NA,NA,8.22506328507431,NA,11.2374522519321
2015-06-12,NA,NA,7.64,NA,NA,8.22637711949013,NA,11.2708555200568
2015-06-15,NA,NA,7.55,NA,NA,8.18272095332671,NA,11.2558716653372
2015-06-16,NA,NA,7.45,NA,NA,8.19333078783251,NA,11.3017961942024
2015-06-17,NA,NA,7.5,NA,NA,8.15447585720959,NA,11.2130569033966
2015-06-18,NA,NA,7.48,NA,NA,8.20991885730683,NA,11.1991547807713
2015-06-19,NA,NA,7.44,NA,NA,8.23196560157287,NA,11.2050739957717
2015-06-22,NA,NA,7.5,NA,NA,8.25432951603985,NA,11.2169312169312
2015-06-23,NA,NA,7.52,NA,NA,8.34014850322675,NA,11.3886650550631
2015-06-24,NA,NA,7.51,NA,NA,8.28820419560162,NA,11.3342257920571
2015-06-25,NA,NA,7.61,NA,NA,8.27482044443016,NA,11.3352374152089
2015-06-26,NA,NA,7.55,NA,NA,8.2232902741629,NA,11.4027230383375
2015-06-29,NA,NA,7.37,NA,NA,8.19163657764558,NA,11.330663106364
2015-06-30,NA,NA,7.46,NA,NA,8.26618728130718,NA,11.4234396048496
2015-07-01,NA,NA,7.5,NA,NA,8.2898718691649,NA,11.5092290988056
2015-07-02,NA,NA,7.46,NA,NA,8.27927688956409,NA,11.4860597311197
2015-07-03,NA,NA,7.45,NA,NA,8.26360084401049,NA,NA
2015-07-06,NA,NA,7.39,NA,NA,8.28114070703254,NA,11.5151515151515
2015-07-07,NA,NA,7.47,NA,NA,8.25115556232026,NA,11.5712988192552
2015-07-08,NA,NA,7.46,NA,NA,8.19522131075802,NA,11.5033860045147
2015-07-09,NA,NA,7.49,NA,NA,8.2504946291683,NA,11.544037694817
2015-07-10,NA,NA,7.62,NA,NA,8.16468890949878,NA,11.4226841067909
2015-07-13,NA,NA,7.8,NA,NA,8.24408906817782,NA,11.5797127794946
2015-07-14,NA,NA,7.74,NA,NA,8.19111542315461,NA,11.5814333726951
2015-07-15,NA,NA,7.77,NA,NA,8.20664818178921,NA,11.6196218141957
2015-07-16,NA,NA,7.67,NA,NA,8.26691708201905,NA,11.6792348721722
2015-07-17,NA,NA,7.75,NA,NA,8.27754695297871,NA,11.7288511267085
2015-07-20,NA,NA,7.99,NA,NA,8.23308420926422,NA,11.7413394919169
2015-07-21,NA,NA,7.97,NA,NA,8.20534064113186,NA,11.613021214338
2015-07-22,NA,NA,7.97,NA,NA,8.14937890655906,NA,11.60706119089
2015-07-23,NA,NA,8.09,NA,NA,8.07817793951562,NA,11.5654311993443
2015-07-24,NA,NA,8.02,NA,NA,8.02068245884533,NA,11.5552722637042
2015-07-27,NA,NA,8.03,NA,NA,7.96086039124151,NA,11.4236768551077
2015-07-28,NA,NA,8.03,NA,NA,8.03275492298694,NA,11.4577681316694
2015-07-29,NA,NA,8.07,NA,NA,8.07659434324742,NA,11.5349599417334
2015-07-30,NA,NA,7.89,NA,NA,8.03795789046526,NA,11.6183331808618
2015-07-31,NA,NA,7.88,NA,NA,8.04235117746268,NA,11.5591153181032
2015-08-03,NA,NA,7.96,NA,NA,8.04009117307272,NA,11.599232806649
2015-08-04,NA,NA,7.91,NA,NA,8.10340893892547,NA,11.6911764705882
2015-08-05,NA,NA,7.84,NA,NA,8.05354434140773,NA,11.6654438738078
2015-08-06,NA,NA,7.85,NA,NA,8.11023622047244,NA,11.6451524306509
2015-08-07,NA,NA,7.79,NA,NA,8.07210031347962,NA,11.6005471956224
2015-08-10,NA,NA,7.93,NA,NA,8.07070881196032,NA,11.5468409586057
2015-08-11,NA,NA,8.1,NA,NA,7.91838680166363,NA,11.5217391304348
2015-08-12,NA,NA,8.2,NA,NA,7.87383516928746,NA,11.4108999641449
2015-08-13,NA,NA,8.2,NA,NA,7.84648317576884,NA,11.4280588446358
2015-08-14,NA,NA,8.33,NA,NA,NA,NA,11.4712767873222
2015-08-17,NA,NA,8.25,NA,NA,7.86607811091934,NA,11.5072202166065
2015-08-18,NA,NA,8.28,NA,NA,7.88842851781789,NA,11.5810491922309
2015-08-19,NA,NA,8.35,NA,NA,7.83079402730894,NA,11.46892147162
2015-08-20,NA,NA,8.37,NA,NA,7.73935650631922,NA,11.3513032648341
2015-08-21,NA,NA,8.21,NA,NA,7.5703009010863,NA,11.2057609554755
2015-08-24,NA,NA,8.18,NA,NA,7.44849330720334,NA,10.9829574797728
2015-08-25,NA,NA,8.26,NA,NA,7.51698619939718,NA,11.0821608476637
2015-08-26,NA,NA,8.11,NA,NA,7.70139522363954,NA,11.2682280159081
2015-08-27,NA,NA,8.05,NA,NA,7.80788065313301,NA,11.340389575736
2015-08-28,NA,NA,8.12,NA,NA,7.8157012125719,NA,11.4053135343054
2015-08-31,NA,NA,8.08,NA,NA,7.77393693299319,NA,11.3727588975114
2015-09-01,NA,NA,8.02,NA,NA,7.72333948201137,NA,11.2574003711231
2015-09-02,NA,NA,8.13,NA,NA,7.75526492135559,NA,11.339747015856
2015-09-03,NA,NA,8.18,NA,NA,7.78274799008644,NA,11.4378203398975
2015-09-04,NA,NA,8.1,NA,NA,7.69868972785505,NA,11.4031939709313
2015-09-07,NA,NA,8.09,NA,NA,7.67099618684461,NA,NA
2015-09-08,NA,NA,8.25,NA,NA,7.70312313030992,NA,11.3849450843825
2015-09-09,NA,NA,8.28,NA,NA,7.72200772200772,NA,11.3798643341664
2015-09-10,NA,NA,8.29,NA,NA,7.72843915542416,NA,11.3072011351543
2015-09-11,NA,NA,8.27,NA,NA,7.68702609110992,NA,11.2443778110945
2015-09-14,NA,NA,8.24,NA,NA,7.70035885167464,NA,11.2652412086941
2015-09-15,NA,NA,8.18,NA,NA,7.76023145078657,NA,11.3172377063732
2015-09-16,NA,NA,8.24,NA,NA,7.80344412203677,NA,11.294180175392
2015-09-17,NA,NA,8.24,NA,NA,7.72577257725773,NA,11.1499781372978
2015-09-18,NA,NA,8.12,NA,NA,7.77364357466849,NA,NA
2015-09-21,NA,NA,7.99,NA,NA,7.8202110697745,NA,11.4071160379045
2015-09-22,NA,NA,8.03,NA,NA,7.82151752627422,NA,11.4768843317143
2015-09-23,NA,NA,8.08,NA,NA,7.71292926569918,NA,11.4081358962897
2015-09-24,NA,NA,8.01,NA,NA,7.70721560000299,NA,11.3634339656247
2015-09-25,NA,NA,8,NA,NA,7.71882494004796,NA,11.3989637305699
2015-09-28,NA,NA,7.92,NA,NA,NA,NA,11.3581784221293
2015-09-29,NA,NA,7.98,NA,NA,NA,NA,11.3650511338373
2015-09-30,NA,NA,8.15,NA,NA,7.78104296193332,NA,11.4262705798139
2015-10-01,NA,NA,8.17,NA,NA,7.81362605351196,NA,11.4168304448812
2015-10-02,NA,NA,8.15,NA,NA,7.83979418637398,NA,11.4193951289143
2015-10-05,NA,NA,8.21,NA,NA,7.93852651699076,NA,11.452838623156
2015-10-06,NA,NA,8.22,NA,NA,7.87618333919586,NA,11.3862264820731
2015-10-07,NA,NA,8.11,NA,NA,8.6869618696187,NA,11.4285714285714
2015-10-08,NA,NA,8.13,NA,NA,8.69766009852217,NA,11.3938641603121
2015-10-09,NA,NA,8.35,NA,NA,NA,NA,11.326404791263
2015-10-12,NA,NA,8.3,NA,NA,8.70529867648645,NA,11.3254073095553
2015-10-13,NA,NA,8.33,NA,NA,8.64059704231599,NA,11.3045007032349
2015-10-14,NA,NA,8.44,NA,NA,8.67003237835101,NA,11.208925302885
2015-10-15,NA,NA,8.43,NA,NA,8.84810235610088,NA,11.3073273589879
2015-10-16,NA,NA,8.39,NA,NA,8.81022922189303,NA,11.352018332452
2015-10-19,NA,NA,8.35,NA,NA,8.82254198515002,NA,11.3740727658071
2015-10-20,NA,NA,8.47,NA,NA,8.81064138350461,NA,11.3540197461213
2015-10-21,NA,NA,8.45,NA,NA,8.75121006776379,NA,11.3620324629499
2015-10-22,NA,NA,8.48,NA,NA,9.00922448914508,NA,11.597334773996
2015-10-23,NA,NA,8.63,NA,NA,9.03927685785137,NA,11.7032867259851
2015-10-26,NA,NA,8.66,NA,NA,9.05586587701653,NA,11.6497829232996
2015-10-27,NA,NA,8.61,NA,NA,9.01044573797943,NA,11.6582186821144
2015-10-28,NA,NA,8.57,NA,NA,9.03732495181426,NA,11.7948717948718
2015-10-29,NA,NA,8.68,NA,NA,9.02145189490408,NA,11.743804664723
2015-10-30,NA,NA,8.64,NA,NA,9.00577804343495,NA,11.7128577919128
2015-11-02,NA,NA,8.6,NA,NA,9.01965166584186,NA,11.6952692272769
2015-11-03,NA,NA,8.45,NA,NA,9.12703540966658,NA,11.7453948568302
2015-11-04,NA,NA,8.4,NA,NA,9.1710357589235,NA,11.8578530657338
2015-11-05,NA,NA,8.47,NA,NA,9.13360114452913,NA,11.8371473210183
2015-11-06,NA,NA,8.41,NA,NA,9.13662898817898,NA,12.0040975973179
2015-11-09,NA,NA,8.32,NA,NA,9.24058464777302,NA,11.9918131919248
2015-11-10,NA,NA,8.44,NA,NA,9.26186928683607,NA,NA
2015-11-11,NA,NA,8.44,NA,NA,9.27426834087372,NA,12.0171274318161
2015-11-12,NA,NA,8.37,NA,NA,9.17863214436791,NA,11.9349172598687
2015-11-13,NA,NA,8.39,NA,NA,9.12249528010027,NA,11.9792149948965
2015-11-16,NA,NA,8.53,NA,NA,9.21053685416116,NA,12.1209284912018
2015-11-17,NA,NA,8.61,NA,NA,9.24667722664008,NA,12.1511136171412
2015-11-18,NA,NA,8.58,NA,NA,9.25821566007052,NA,12.1411146556577
2015-11-19,NA,NA,8.63,NA,NA,9.27943193738401,NA,12.066716362281
2015-11-20,NA,NA,8.51,NA,NA,9.36634631047402,NA,12.1676219111153
2015-11-23,NA,NA,8.56,NA,NA,9.3399498079219,NA,12.1779198796314
2015-11-24,NA,NA,8.65,NA,NA,9.43357532504819,NA,12.1428571428571
2015-11-25,NA,NA,8.62,NA,NA,9.4666567884161,NA,12.1588556371165
2015-11-26,NA,NA,8.58,NA,NA,9.4460507293994,NA,NA
2015-11-27,NA,NA,8.58,NA,NA,9.39527131909609,NA,NA
2015-11-30,NA,NA,8.58,NA,NA,9.38852151196016,NA,12.2313736627852
2015-12-01,NA,NA,8.63,NA,NA,9.3682538389475,NA,12.143730599191
2015-12-02,NA,NA,8.56,NA,NA,9.32676945036942,NA,12.1477711808501
2015-12-03,NA,NA,8.67,NA,NA,9.11931232455236,NA,NA
2015-12-04,NA,NA,8.6,NA,NA,9.08789176716031,NA,NA
2015-12-07,NA,NA,8.48,NA,NA,9.108826924436,NA,NA
2015-12-08,NA,NA,8.49,NA,NA,9.02850204697934,NA,NA
2015-12-09,NA,NA,8.48,NA,NA,8.90930177187579,NA,NA
2015-12-10,NA,NA,8.43,NA,NA,9.00062073246431,NA,NA
2015-12-11,NA,NA,8.14,NA,NA,8.89775255043338,NA,NA
2015-12-14,NA,NA,8.15,NA,NA,8.91985205348835,NA,11.6833484986351
2015-12-15,NA,NA,8.26,NA,NA,9.04490483356595,NA,11.7507092523108
2015-12-16,NA,NA,8.2,NA,NA,9.07725053211469,NA,11.7679406103932
2015-12-17,NA,NA,8.14,NA,NA,9.05033860749618,NA,11.8521939953811
2015-12-18,NA,NA,8.13,NA,NA,9.03694239728269,NA,11.7901518637828
2015-12-21,NA,NA,8.26,NA,NA,9.13719855054355,NA,11.7302052785924
2015-12-22,NA,NA,8.32,NA,NA,9.1234472594568,NA,NA
2015-12-23,NA,NA,8.29,NA,NA,9.37756417770484,NA,11.7242643688697
2015-12-24,NA,NA,8.26,NA,NA,9.35811153309262,NA,11.6601331023794
2015-12-28,NA,NA,8.38,NA,NA,9.37097340986295,NA,NA
2015-12-29,NA,NA,8.34,NA,NA,9.39040613506534,NA,NA
2015-12-30,NA,NA,8.28,NA,NA,9.33263857023977,NA,NA
2015-12-31,NA,NA,8.29,NA,NA,NA,NA,NA
2016-01-04,NA,NA,8.11,NA,NA,9.31713187623743,NA,12.1894911810878
2016-01-05,NA,NA,8.06,NA,NA,9.385485346911,NA,12.2743346361437
2016-01-06,NA,NA,7.81,NA,NA,9.2818910305993,NA,12.2100575245871
2016-01-07,NA,NA,7.6,NA,NA,9.17417164875155,NA,12.0541430400585
2016-01-08,NA,NA,7.46,NA,NA,9.09738753354662,NA,12.077957727148
2016-01-11,NA,NA,7.17,NA,NA,9.18020747268888,NA,12.1742333548209
2016-01-12,NA,NA,7.15,NA,NA,9.1395843012407,NA,12.1706283397826
2016-01-13,NA,NA,7.29,NA,NA,9.12679398544276,NA,12.1769520831417
2016-01-14,NA,NA,7.13,NA,NA,9.1533180778032,NA,12.1594256259205
2016-01-15,NA,NA,6.72,NA,NA,9.5112285336856,NA,12.0945574491479
2016-01-18,NA,NA,6.76,NA,NA,9.55769128657144,NA,NA
2016-01-19,NA,NA,6.86,NA,NA,9.57679678949289,NA,12.0861989912884
2016-01-20,NA,NA,6.36,NA,NA,9.57694237112932,NA,12.1039581228763
2016-01-21,NA,NA,6.21,NA,NA,9.6293465800535,NA,12.1228844738779
2016-01-22,NA,NA,6.36,NA,NA,9.75549327180662,NA,12.2290161200667
2016-01-25,NA,NA,5.91,NA,NA,9.76750267260408,NA,12.1692633907993
2016-01-26,NA,NA,6.1,NA,NA,9.75992130583136,NA,12.1630324776888
2016-01-27,NA,NA,5.93,NA,NA,9.65485783792002,NA,12.1568267376733
2016-01-28,NA,NA,6.09,NA,NA,9.62259719202006,NA,12.0965529852793
2016-01-29,NA,NA,6.07,NA,NA,9.71111349003655,NA,12.202326010707
2016-02-01,NA,NA,5.71,NA,NA,9.70747628547624,NA,12.1532243248209
2016-02-02,NA,NA,5.84,NA,NA,9.60251631293618,NA,NA
2016-02-03,NA,NA,5.64,NA,NA,9.53446295448232,NA,NA
2016-02-04,NA,NA,5.62,NA,NA,9.51895546328082,NA,11.8150990540782
2016-02-05,NA,NA,5.57,NA,NA,9.52175497846447,NA,11.8590892793116
2016-02-08,NA,NA,5.25,NA,NA,NA,NA,11.8267083519428
2016-02-09,NA,NA,4.97,NA,NA,NA,NA,NA
2016-02-10,NA,NA,4.89,NA,NA,NA,NA,11.7193728408185
2016-02-11,NA,NA,4.75,NA,NA,9.42479309633906,NA,11.6685805140889
2016-02-12,NA,NA,5.07,NA,NA,9.42763918657151,NA,11.6894652691419
2016-02-15,NA,NA,4.81,NA,NA,9.45843093498068,NA,NA
2016-02-16,NA,NA,4.7,NA,NA,9.4334755724572,NA,11.7852975495916
2016-02-17,NA,NA,5.1,NA,NA,9.40685377486753,NA,11.7731643749438
2016-02-18,NA,NA,5.26,NA,NA,9.39111805662551,NA,11.7625866882824
2016-02-19,NA,NA,5.17,NA,NA,9.5451134119773,NA,11.7319439453827
2016-02-22,NA,NA,5.42,NA,NA,10.6756816867577,NA,11.8084527480501
2016-02-23,NA,NA,4.91,NA,NA,11.6498554828054,NA,11.5276391032041
2016-02-24,NA,NA,4.87,NA,NA,11.7973220079042,NA,11.5430024520934
2016-02-25,NA,NA,5.08,NA,NA,11.7658305573327,NA,11.5416023954269
2016-02-26,NA,NA,5,NA,NA,11.7840282227476,NA,11.8836337023145
2016-02-29,NA,NA,5.01,NA,NA,11.8959107806691,NA,11.940023916843
2016-03-01,NA,NA,5,NA,NA,NA,NA,11.9477172312224
2016-03-02,NA,NA,4.97,NA,NA,12.0331513319194,NA,11.9455181299466
2016-03-03,NA,NA,4.9,NA,NA,12.0597257919848,NA,11.8484710178001
2016-03-04,NA,NA,4.93,NA,NA,12.1403423576545,NA,11.7989273702391
2016-03-07,NA,NA,5.1,NA,NA,12.7293942929882,NA,11.7871413003996
2016-03-08,NA,NA,5.03,NA,NA,12.6333837164708,NA,11.7721863929512
2016-03-09,NA,NA,5.09,NA,NA,12.6417493773186,NA,11.757752114213
2016-03-10,NA,NA,4.92,NA,NA,12.4766990219159,NA,11.5246957766643
2016-03-11,NA,NA,5,NA,NA,12.6958217143894,NA,11.5515695067265
2016-03-14,NA,NA,4.88,NA,NA,12.7387569096382,NA,11.5994236311239
2016-03-15,NA,NA,4.87,NA,NA,13.9157062692331,NA,11.5772416276557
2016-03-16,NA,NA,4.97,NA,NA,13.9615131404702,NA,11.4596328640171
2016-03-17,NA,NA,5.01,NA,NA,14.1322997732704,NA,11.3545992754264
2016-03-18,NA,NA,4.95,NA,NA,14.0765550969337,NA,11.404988018106
2016-03-21,NA,NA,4.88,NA,NA,14.1519202890213,NA,11.4511967256873
2016-03-22,NA,NA,4.83,NA,NA,14.2277676671088,NA,11.4678080970216
2016-03-23,NA,NA,4.81,NA,NA,14.1314338235294,NA,11.4459447375481
2016-03-24,NA,NA,4.86,NA,NA,14.1476880607315,NA,11.4561890271189
2016-03-25,NA,NA,NA,NA,NA,14.1543088170987,NA,NA
2016-03-28,NA,NA,4.86,NA,NA,14.1514860977948,NA,11.4535870633432
2016-03-29,NA,NA,4.79,NA,NA,14.157567200485,NA,11.2410310922137
2016-03-30,NA,NA,4.97,NA,NA,14.241275771306,NA,11.1238532110092
2016-03-31,NA,NA,5.22,NA,NA,14.1747528061401,NA,11.1355246967833
2016-04-01,NA,NA,5.18,NA,NA,14.1312173526754,NA,NA
2016-04-04,NA,NA,5.33,NA,NA,14.0714018777123,NA,11.0359964881475
2016-04-05,NA,NA,5.24,NA,NA,13.9762139231876,NA,11.0788965032507
2016-04-06,NA,NA,5.31,NA,NA,14.0179460100139,NA,11.0643151706589
2016-04-07,NA,NA,5.28,NA,NA,13.9887180420344,NA,11.0857142857143
2016-04-08,NA,NA,5.42,NA,NA,14.0708653010174,NA,11.0886919905255
2016-04-11,NA,NA,5.58,NA,NA,14.1731194690265,NA,11.0906540417324
2016-04-12,NA,NA,5.59,NA,NA,14.1806359381125,NA,11.0330288123682
2016-04-13,NA,NA,5.54,NA,NA,NA,NA,10.9740951029099
2016-04-14,NA,NA,5.61,NA,NA,14.2111100841113,NA,10.9533108467957
2016-04-15,NA,NA,5.48,NA,NA,14.2764288035656,NA,10.9131205673759
2016-04-18,NA,NA,5.47,NA,NA,14.2648389116972,NA,10.8645685997171
2016-04-19,NA,NA,5.57,NA,NA,14.4073090738716,NA,10.857696371962
2016-04-20,NA,NA,5.55,NA,NA,14.4249939407207,NA,10.996015936255
2016-04-21,NA,NA,5.75,NA,NA,14.3388953221783,NA,11.1376927166401
2016-04-22,NA,NA,5.97,NA,NA,14.3025473263151,NA,11.2021371326803
2016-04-25,NA,NA,5.9,NA,NA,14.2379787472122,NA,11.2137086033916
2016-04-26,NA,NA,6.62,NA,NA,14.2386380298973,NA,11.1789697291556
2016-04-27,NA,NA,6.84,NA,NA,14.1985332030198,NA,11.1140560120152
2016-04-28,NA,NA,6.34,NA,NA,14.7309660412467,NA,11.1179631750507
2016-04-29,NA,NA,6.18,NA,NA,14.5022669333048,NA,11.0005238344683
2016-05-02,NA,NA,6.11,NA,NA,14.5824903228762,NA,10.946309306965
2016-05-03,NA,NA,5.99,NA,NA,14.5180681895515,NA,11.013484123532
2016-05-04,NA,NA,6.13,NA,NA,14.3400228544114,NA,11.0579016107967
2016-05-05,NA,NA,6.2,NA,NA,NA,NA,11.2416695896177
2016-05-06,NA,NA,5.86,NA,NA,NA,NA,11.2261006840905
2016-05-09,NA,NA,5.7,NA,NA,14.3663110007033,NA,11.1940954221949
2016-05-10,NA,NA,5.9,NA,NA,14.4405418211629,NA,11.1629134412386
2016-05-11,NA,NA,6.02,NA,NA,14.5154254599058,NA,11.054704595186
2016-05-12,NA,NA,5.81,NA,NA,14.5118237527727,NA,11.0417582417582
2016-05-13,NA,NA,5.85,NA,NA,14.5233992279271,NA,11.110128261831
2016-05-16,NA,NA,6.11,NA,NA,14.4881842476654,NA,11.0463061152351
2016-05-17,NA,NA,6.05,NA,NA,14.5063700251795,NA,11.0335072053753
2016-05-18,NA,NA,6.06,NA,NA,14.5584438974605,NA,11.1368702630406
2016-05-19,NA,NA,6,NA,NA,15.8002844051193,NA,11.158721656847
2016-05-20,NA,NA,5.97,NA,NA,15.7891175387021,NA,11.1299233648191
2016-05-23,NA,NA,5.74,NA,NA,15.8417634145789,NA,11.0823823109843
2016-05-24,NA,NA,5.8,NA,NA,15.8826198759643,NA,11.1579892280072
2016-05-25,NA,NA,5.87,NA,NA,15.9487210644632,NA,11.1629158074061
2016-05-26,NA,NA,6.03,NA,NA,15.9203074893675,NA,11.132952108649
2016-05-27,NA,NA,6.04,NA,NA,14.3855946678408,NA,11.2110851178694
2016-05-30,NA,NA,6.12,NA,NA,13.8687937148126,NA,NA
2016-05-31,NA,NA,6.1,NA,NA,13.9880232276797,NA,11.2229310809597
2016-06-01,NA,NA,5.97,NA,NA,13.8806563674697,NA,11.184622261958
2016-06-02,NA,NA,6.03,NA,NA,13.9176739331044,NA,11.2655843573415
2016-06-03,NA,NA,5.95,NA,NA,13.9306345252606,NA,11.0162780466344
2016-06-06,NA,NA,6.21,NA,NA,NA,NA,11.0562945995948
2016-06-07,NA,NA,6.12,NA,NA,13.6473494407636,NA,11.0866502289539
2016-06-08,NA,NA,6.11,NA,NA,13.3964590722952,NA,11.060393258427
2016-06-09,NA,NA,6.12,NA,NA,12.7477996687099,NA,11.2161923280891
2016-06-10,NA,NA,5.96,NA,NA,12.6069885246026,NA,11.2721130767179
2016-06-13,NA,NA,5.86,NA,NA,12.5514154367288,NA,11.2046058458813
2016-06-14,NA,NA,5.86,NA,NA,12.9071444840938,NA,11.2796716044976
2016-06-15,NA,NA,5.91,NA,NA,12.9318869905217,NA,11.2108021675402
2016-06-16,NA,NA,5.71,NA,NA,12.9283465405266,NA,11.2358549407467
2016-06-17,NA,NA,5.67,NA,NA,12.9318517956692,NA,11.2116373957779
2016-06-20,NA,NA,5.86,NA,NA,12.9734349840122,NA,11.1759504862953
2016-06-21,NA,NA,5.56,NA,NA,13.1268049356787,NA,11.2811387900356
2016-06-22,NA,NA,5.69,NA,NA,12.9531681290382,NA,11.2173528109783
2016-06-23,NA,NA,5.65,NA,NA,13.0896099296241,NA,11.1286780851998
2016-06-24,NA,NA,4.96,NA,NA,13.0617513503546,NA,11.3990103463788
2016-06-27,NA,NA,4.77,NA,NA,13.0810486384167,NA,11.4951914353112
2016-06-28,NA,NA,4.69,NA,NA,13.1756390184924,NA,11.4505196565748
2016-06-29,NA,NA,4.52,NA,NA,13.2518474634405,NA,11.3728310707543
2016-06-30,NA,NA,4.47,NA,NA,13.3014099494546,NA,11.4193083573487
2016-07-01,NA,NA,4.62,NA,NA,13.2873746492524,NA,11.3875168387966
2016-07-04,NA,NA,4.97,NA,NA,13.2464779952624,NA,NA
2016-07-05,NA,NA,4.71,NA,NA,13.254947214122,NA,11.4401805869075
2016-07-06,NA,NA,4.59,NA,NA,13.2217521154803,NA,11.4244526533922
2016-07-07,NA,NA,4.58,NA,NA,13.2833255196124,NA,11.4748168912198
2016-07-08,NA,NA,4.55,NA,NA,13.3895167959674,NA,11.4820846905537
2016-07-11,NA,NA,4.43,NA,NA,13.3708766575954,NA,11.4779305354559
2016-07-12,NA,NA,4.63,NA,NA,13.4596961275663,NA,11.504024599801
2016-07-13,NA,NA,4.79,NA,NA,13.3918372812995,NA,11.4628427128427
2016-07-14,NA,NA,4.78,NA,NA,13.5171668018383,NA,11.4319122144271
2016-07-15,NA,NA,4.93,NA,NA,13.5339543030014,NA,11.5189414536886
2016-07-18,NA,NA,4.85,NA,NA,13.5422558211785,NA,11.4804444042995
2016-07-19,NA,NA,4.67,NA,NA,13.5273849973343,NA,11.5325288086381
2016-07-20,NA,NA,4.69,NA,NA,13.5106137792366,NA,11.549986379733
2016-07-21,NA,NA,4.66,NA,NA,13.5638658613454,NA,11.5395083008255
2016-07-22,NA,NA,4.57,NA,NA,13.6500136500136,NA,11.592089674656
2016-07-25,NA,NA,4.6,NA,NA,13.5559702087619,NA,11.5741583257507
2016-07-26,NA,NA,4.52,NA,NA,13.6169940085226,NA,11.605679956308
2016-07-27,NA,NA,4.54,NA,NA,13.6009792705075,NA,11.5422885572139
2016-07-28,NA,NA,4.49,NA,NA,13.6626294935987,NA,11.5224851002348
2016-07-29,NA,NA,4.43,NA,NA,13.6964228166291,NA,11.4503133393017
2016-08-01,NA,NA,4.38,NA,NA,13.7607252711672,NA,11.4705618783045
2016-08-02,NA,NA,4.42,NA,NA,13.6346866428193,NA,11.4298440979955
2016-08-03,NA,NA,4.64,NA,NA,13.6654850041398,NA,11.5098232708352
2016-08-04,NA,NA,4.7,NA,NA,13.7320473674857,NA,11.5294751976995
2016-08-05,NA,NA,4.73,NA,NA,13.7632876446157,NA,11.574199368516
2016-08-08,NA,NA,4.95,NA,NA,13.8531242869715,NA,11.5689810640216
2016-08-09,NA,NA,4.88,NA,NA,13.8803837517861,NA,11.5498785643609
2016-08-10,NA,NA,4.77,NA,NA,13.8928615208597,NA,11.5088598532307
2016-08-11,NA,NA,4.88,NA,NA,13.5141776008649,NA,11.5401885945218
2016-08-12,NA,NA,4.9,NA,NA,13.4165975508611,NA,11.4895142498656
2016-08-15,NA,NA,4.81,NA,NA,NA,NA,11.4459447375481
2016-08-16,NA,NA,4.7,NA,NA,13.36519379531,NA,11.3781482795318
2016-08-17,NA,NA,4.49,NA,NA,13.2059162504802,NA,11.3680666312245
2016-08-18,NA,NA,4.69,NA,NA,13.128476062412,NA,11.284355179704
2016-08-19,NA,NA,4.77,NA,NA,13.0718954248366,NA,11.3112582781457
2016-08-22,NA,NA,4.9,NA,NA,13.3819280996875,NA,11.3389306230667
2016-08-23,NA,NA,4.71,NA,NA,13.4350179792152,NA,11.3598159780589
2016-08-24,NA,NA,4.61,NA,NA,13.4742048237653,NA,11.4377053547642
2016-08-25,NA,NA,4.71,NA,NA,13.5200693500028,NA,11.4283181133079
2016-08-26,NA,NA,4.7,NA,NA,13.5400986037769,NA,11.5140687807057
2016-08-29,NA,NA,4.7,NA,NA,13.5779494101579,NA,11.5212727922774
2016-08-30,NA,NA,4.55,NA,NA,13.6346866428193,NA,11.5878287406876
