"Date","TCI","Model_Success","Num_Variables","Serial_Autocorrelation_p_value","Stability","Normality_p_value"
2011-12-23,15.5599220117358,1,2,0.739077950442893,TRUE,0
2011-12-30,15.3416283684729,1,2,0.904051109725537,TRUE,0
2012-01-06,17.6272259604153,1,2,0.56732485534024,TRUE,0
2012-01-13,17.7278624262027,1,2,0.528075062816323,TRUE,0
2012-01-20,17.2483088636296,1,2,0.745737239266108,TRUE,0
2012-01-27,18.1510096468126,1,2,0.612950487921387,TRUE,0
2012-02-03,18.9774385496177,1,2,0.606208705887414,TRUE,0
2012-02-10,19.1697516757243,1,2,0.625534853576661,TRUE,0
2012-02-17,18.4274111179327,1,2,0.681307872544113,TRUE,0
2012-02-24,17.3064150283907,1,2,0.615582607889421,TRUE,0
2012-03-02,17.2404716987259,1,2,0.665797426787468,TRUE,0
2012-03-09,16.8607858877183,1,2,0.790106114913911,TRUE,0
2012-03-16,17.4332691608027,1,2,0.73766906922307,TRUE,0
2012-03-23,15.9655241957244,1,2,0.67418742331675,TRUE,0
2012-03-30,15.876083143411,1,2,0.745306446839072,TRUE,0
2012-04-13,15.9783002134647,1,2,0.782863044226217,TRUE,0
2012-04-20,15.672735587732,1,2,0.962530245083077,TRUE,0
2012-04-27,14.7321753273988,1,2,0.916126878551605,TRUE,0
2012-05-04,14.6704038289609,1,2,0.887695975455766,TRUE,0
2012-05-11,14.7015687931971,1,2,0.906307961984993,TRUE,0
2012-05-18,14.5106377529473,1,2,0.894968332604686,TRUE,0
2012-05-25,14.5561158346951,1,2,0.878774907149989,TRUE,0
2012-06-01,14.5814716827653,1,2,0.868208989372812,TRUE,0
2012-06-08,14.4630424903044,1,2,0.828468124685261,TRUE,0
2012-06-15,14.7702865045109,1,2,0.884706182670634,TRUE,0
2012-06-22,14.1028093221335,1,2,0.883542826669973,TRUE,0
2012-06-29,12.6331543957574,1,2,0.694081503472368,TRUE,0
2012-07-06,12.5441833934089,1,2,0.734042937853811,TRUE,0
2012-07-13,12.3801579934235,1,2,0.711695573885704,TRUE,0
2012-07-20,12.9974025639718,1,2,0.713580162123072,TRUE,0
2012-07-27,12.9196083357758,1,2,0.762226030496805,TRUE,0
2012-08-03,12.5974123383346,1,2,0.772664891341049,TRUE,0
2012-08-10,12.3638719352746,1,2,0.675757768437508,TRUE,0
2012-08-17,12.3154503195303,1,2,0.784343629343759,TRUE,0
2012-08-24,12.2421414665457,1,2,0.778065334458767,TRUE,0
2012-08-31,12.2167394398476,1,2,0.836867484831203,TRUE,0
2012-09-07,12.3992379623153,1,2,0.830214979770589,TRUE,0
2012-09-14,12.8884638486161,1,2,0.840287646093153,TRUE,0
2012-09-21,12.6797811052514,1,2,0.87173500959353,TRUE,0
2012-09-28,13.2878656992458,1,2,0.617360464379175,TRUE,0
2012-10-05,13.3314699981678,1,2,0.430565240172983,TRUE,0
2012-10-12,13.4485198211976,1,2,0.253435429978613,TRUE,0
2012-10-19,12.8895239948472,1,2,0.395741110509302,TRUE,0
2012-10-26,12.4888190002036,1,2,0.459640246719819,TRUE,1.11022302462516e-16
2012-11-02,12.6495644655816,1,2,0.393430342634322,TRUE,3.33066907387547e-15
2012-11-09,12.2585793843418,1,2,0.537200405029645,TRUE,1.54321000422897e-14
2012-11-16,11.1627925846235,1,2,0.514705247593838,TRUE,3.33066907387547e-16
2012-11-23,9.89141888623777,1,2,0.556127069914319,TRUE,2.99760216648792e-15
2012-11-30,10.5509553023416,1,2,0.20727908811499,TRUE,1.38000721960907e-13
2012-12-07,10.5430740857071,1,2,0.197732618646396,TRUE,3.66040531218914e-13
2012-12-14,10.412489682542,1,2,0.325904793890559,TRUE,1.05460085109144e-12
2012-12-21,10.6888950296959,1,2,0.202993686694823,TRUE,1.774136393351e-12
2012-12-28,10.7896566338116,1,2,0.397517944096716,TRUE,8.78297434780961e-13
2013-01-04,10.3646373138156,1,2,0.306460232987565,TRUE,2.91244806049917e-12
2013-01-11,10.3440095772686,1,2,0.215051958013668,TRUE,7.90856269361484e-12
2013-01-18,9.57594309821657,1,2,0.19139911644065,TRUE,3.63271634995499e-11
2013-01-25,9.12199345924611,1,2,0.181469521789173,TRUE,6.32974783698614e-11
2013-02-01,9.13936218173902,1,2,0.207954145472303,TRUE,2.20997775635112e-10
2013-02-08,9.24900596485052,1,2,0.249769473825656,TRUE,2.55490184564167e-10
2013-02-15,4.2029246564415,1,2,0.29034553350525,TRUE,0
2013-02-22,3.57839315710864,1,2,0.304220055235651,TRUE,0
2013-03-01,3.9951401631602,1,2,0.782163847075326,TRUE,0
2013-03-08,2.77242155039666,1,2,0.735583255151612,TRUE,0
2013-03-15,2.8323195628897,1,2,0.714338433242569,TRUE,0
2013-03-22,2.73213732846813,1,2,0.953931288736736,TRUE,0
2013-04-05,2.67228411897829,1,2,0.995098369080321,TRUE,0
2013-04-12,2.81898374594622,1,2,0.986819208818766,TRUE,0
2013-04-19,3.25736436579878,1,2,0.703559372868186,TRUE,0
2013-04-26,3.22698956625578,1,2,0.978390380764069,TRUE,0
2013-05-03,3.23808670301478,1,2,0.507942918595108,TRUE,0
2013-05-10,3.27522839996383,1,2,0.376858245538752,TRUE,0
2013-05-17,3.22615529327497,1,2,0.407057815798648,TRUE,0
2013-05-24,3.22343941912588,1,2,0.0586123946681757,TRUE,0
2013-05-31,3.14588835523821,1,2,0.995199983947822,TRUE,0
2013-06-07,3.06957706556001,1,2,0.995630143905457,TRUE,0
2013-06-14,3.1513663902802,1,2,0.970494996397361,TRUE,0
2013-06-21,3.15392468429949,1,2,0.899058971114043,TRUE,0
2013-06-28,3.12558000544284,1,2,0.995457727647579,TRUE,0
2013-07-05,3.08036985319085,1,2,0.240602848036405,TRUE,0
2013-07-12,2.75817179104149,1,2,0.521074112328197,TRUE,0
2013-07-19,2.29261709181768,1,2,0.928371064890693,TRUE,0
2013-07-26,2.22025293394426,1,2,0.524832333824486,TRUE,0
2013-08-02,2.21668497236921,1,2,0.90459633348361,TRUE,0
2013-08-09,2.31108833785193,1,2,0.977917811845177,TRUE,0
2013-08-16,2.22795449505843,1,2,0.958711223276789,TRUE,0
2013-08-23,2.32645395623856,1,2,0.741551207276083,TRUE,0
2013-08-30,2.31272844022978,1,2,0.513568946661285,TRUE,0
2013-09-06,1.71546142458258,1,2,0.259561706369225,TRUE,0
2013-09-13,1.77881549412471,1,2,0.506357939178726,TRUE,0
2013-09-20,1.770188321388,1,2,0.526024310843403,TRUE,0
2013-09-27,1.7122459967071,1,2,0.188771062796468,TRUE,0
