"Date","TCI","Model_Success","Num_Variables","Serial_Autocorrelation_p_value","Stability","Normality_p_value"
2011-12-23,22.9020147460357,1,2,0.739077950442893,TRUE,0
2011-12-30,22.3492890702374,1,2,0.904051109725537,TRUE,0
2012-01-06,23.5210545341461,1,2,0.56732485534024,TRUE,0
2012-01-13,23.7425327637848,1,2,0.528075062816323,TRUE,0
2012-01-20,23.2950629422555,1,2,0.745737239266108,TRUE,0
2012-01-27,24.1903764015108,1,2,0.612950487921387,TRUE,0
2012-02-03,25.0455926584784,1,2,0.606208705887414,TRUE,0
2012-02-10,25.2034449022939,1,2,0.625534853576661,TRUE,0
2012-02-17,24.090498942611,1,2,0.681307872544113,TRUE,0
2012-02-24,23.2935109137563,1,2,0.615582607889421,TRUE,0
2012-03-02,23.2108178745063,1,2,0.665797426787468,TRUE,0
2012-03-09,22.7031469564694,1,2,0.790106114913911,TRUE,0
2012-03-16,23.307858240508,1,2,0.73766906922307,TRUE,0
2012-03-23,21.4598601491681,1,2,0.67418742331675,TRUE,0
2012-03-30,21.307863156099,1,2,0.745306446839072,TRUE,0
2012-04-13,21.3813047159733,1,2,0.782863044226217,TRUE,0
2012-04-20,20.9560362927943,1,2,0.962530245083077,TRUE,0
2012-04-27,19.9615690474688,1,2,0.916126878551605,TRUE,0
2012-05-04,20.2034931986583,1,2,0.887695975455766,TRUE,0
2012-05-11,20.126729284516,1,2,0.906307961984993,TRUE,0
2012-05-18,19.949563251402,1,2,0.894968332604686,TRUE,0
2012-05-25,20.0805304561707,1,2,0.878774907149989,TRUE,0
2012-06-01,20.2243846225043,1,2,0.868208989372812,TRUE,0
2012-06-08,20.1289075031329,1,2,0.828468124685261,TRUE,0
2012-06-15,20.6280000540245,1,2,0.884706182670634,TRUE,0
2012-06-22,19.8005616351706,1,2,0.883542826669973,TRUE,0
2012-06-29,18.5289560216269,1,2,0.694081503472368,TRUE,0
2012-07-06,18.3558731098524,1,2,0.734042937853811,TRUE,0
