"Date","NZU","EUA","KAU","HBEA","ACCU","CCA","RGGI"
2018-01-08,8.52849453240167,10.4304638723838,2.3677022505032,62.3046732731675,3.38417266320821,4.72354817077037,5.27674440828443
2018-01-15,2.95329912193654,14.0769541896321,4.39605896880389,26.6316775033032,4.08542418174352,6.39922017817257,3.52302866582424
2018-01-22,8.63204874959632,22.4025415400109,11.9296718947931,15.048323505435,7.80699371787733,2.40799992359866,3.22966885717407
2018-01-29,8.63204874959632,20.2456582389456,8.45412023712228,14.6037122654512,7.80699371787733,3.82849956469174,9.13831029791088
2018-02-05,8.63204874959632,14.5677208507853,6.67533324113051,8.50759139352184,7.80699371787733,3.26444617881334,9.51434405556939
2018-02-12,3.52461405009067,20.813482134963,14.1240126237496,26.6316775033032,7.80699371787733,5.49923653961412,5.93633047232673
2018-02-19,3.89382943890686,16.8444093394731,14.1240126237496,26.6316775033032,7.80699371787733,6.39922017817257,2.75840353393079
2018-02-26,7.42430237959082,20.8008882642203,14.1240126237496,27.3311821260741,7.80699371787733,5.17693663717963,5.23464738003459
2018-03-05,2.85524908148504,11.3428744234027,5.7315688820632,15.9374862016146,7.80699371787733,3.14822743427277,1.5783679285712
2018-03-12,4.02001050269058,12.3210727274295,10.4537697244725,26.6316775033032,7.80699371787733,2.36730399518036,2.44168247866934
2018-03-19,1.05346432566402,33.0854958967281,6.94454301972817,26.7777225065851,5.1383117802497,4.32952829747035,8.31811034730866
2018-03-26,8.63204874959632,17.8488308002713,6.41073027329112,12.499802939415,7.80699371787733,4.53768324050348,6.53868195407266
2018-04-02,8.63204874959632,17.8488308002713,7.34354185632816,26.6316775033032,7.80699371787733,1.62971699706607,6.53868195407266
2018-04-09,3.68061902492981,8.09707636092651,2.03494941827281,26.6316775033032,7.80699371787733,1.43367082176969,1.93069949796856
2018-04-16,0.633312245510365,14.1471620097483,2.57056199507715,10.2190039395744,7.80699371787733,6.39922017817257,3.97237440364877
2018-04-23,8.63204874959632,10.0549888565248,2.86435412737958,6.87244560444746,7.80699371787733,3.00321738781368,6.96397640174353
2018-04-30,2.25903281163014,9.50356889699806,14.1240126237496,26.6316775033032,7.80699371787733,3.06585739945397,6.81521975753632
2018-05-07,3.50232824012807,15.576256942297,14.1240126237496,23.3384671789662,7.80699371787733,3.15138917399034,4.15681867529109
2018-05-14,4.01031013623106,21.661784257712,3.30249949633005,2.36403454310377,7.80699371787733,2.39915144542674,4.99320922730718
2018-05-21,1.48536240051791,12.6241634536564,14.1240126237496,17.843550087375,7.80699371787733,3.71977756163052,3.69761679626587
2018-05-28,7.05919698769533,25.6488586583783,38.319170486096,13.8483654285394,7.80699371787733,6.39922017817257,5.55630626563632
2018-06-04,8.63204874959632,21.014701453466,14.1240126237496,9.38967568967658,7.80699371787733,1.19393667864084,2.23122828508953
2018-06-11,6.25212982256748,11.6326954408197,14.1240126237496,11.6724877957173,7.80699371787733,7.72186845128981,15.5376578826225
2018-06-18,5.53724705359524,14.0461970811565,3.99513544943354,26.6316775033032,2.24430232614396,2.91487641643888,5.86767841856402
2018-06-25,4.22068740402396,8.23535701983515,22.2504775463486,12.4114578608511,7.80699371787733,5.25450552798959,8.30277414027845
