"Date","EUA","NZU","HBEA","CCA","KAU","ACCU","RGGI"
2018-01-12,-0.0616975004854894,-0.0450481925370931,-0.0127862024546014,0.466738611504313,-0.105493912758773,-0.195208413244736,-0.0465043900236193
2018-01-19,-2.63130679483665,0.472362609116275,1.97055899843152,0.607332320744641,5.10775346545415,-0.941038616151827,-4.58566198275811
2018-01-26,-1.29546930865204,-0.588238492064949,3.69252968673101,-0.641845270523122,8.34000683826889,-1.70519956719065,-7.80178388656914
2018-02-02,-0.183226941779544,-0.993381591829508,3.33923847217268,-1.46532052204613,9.90301148561614,-1.7258687110914,-8.87445219104224
2018-02-09,-0.605387890237359,0.336824754951077,5.14790858836956,-1.07084596385561,14.2205257548235,-2.65690042114698,-15.3721248229042
2018-02-16,0.0242628636237381,0.268166819521474,3.57971993388871,-1.43598194609838,11.4788583813796,-1.66807396756893,-12.2469520847462
2018-02-23,-0.198187644150127,-0.777295613050338,3.3247339337626,-1.34570986258853,11.980738834497,-1.89252077581485,-11.0917588726557
2018-03-02,-0.497303547667763,-1.41451119083579,3.79445400875047,-1.91241973326562,17.7224051930949,-3.51565564937833,-14.1769690806979
2018-03-09,-5.05975611781669,-1.88307408674079,6.5108963448065,-2.47691769259173,22.978730298569,-3.9465130954268,-16.1233656507994
2018-03-16,-1.87343764925719,-2.64952062969689,5.8199185457657,-2.48004418857042,20.6766273220494,-3.59914612039729,-15.8943972798933
2018-03-23,-7.18277371751019,-4.20811650329576,6.48958110353241,-3.48162699846485,22.4264892952569,-3.2838387642539,-10.7597144152646
2018-03-30,-6.61702838257414,-4.51254148742385,5.93711733243277,-4.20363502130033,21.9318734408622,-3.36759742210256,-9.1681884598941
2018-04-06,-7.36210172347244,-4.11762378898955,6.89050032815364,-3.7643465933994,19.9372993593944,-3.03487223565951,-8.54885534602715
2018-04-13,-9.74451238192603,-3.30752909572657,7.21105693070791,-5.10635769070055,22.9891404120063,-4.3449959212787,-7.69680225308235
2018-04-20,-9.84185359553165,-5.07086111903387,5.24173981957853,-4.90386873642599,20.476045094527,-5.68821787570909,-0.212983587404906
2018-04-27,-11.2891298971624,-4.34280157901013,5.5471669840873,-4.86548109944429,21.8260106754352,-6.41786786087926,-0.457897223026414
2018-05-04,-10.7477289477885,-4.94776579102419,5.99325609699246,-4.37721161647341,21.4932395207952,-7.30103949955657,-0.112749762944961
2018-05-11,-14.4353046914197,-3.66964653338693,3.89145634566789,-6.27009718874996,29.9169199527339,-8.07832916713465,-1.35499871771056
2018-05-18,-16.6844086817319,-3.97226112125462,4.50995637508037,-4.91877951029543,31.5578379641558,-6.89922447481024,-3.593120551144
2018-05-25,-20.2026075750931,-5.41523185049658,7.83005485317778,-3.88154762882107,33.956140026261,-6.52235236238208,-5.7644554626459
2018-06-01,-11.1573610957472,8.72406479415678,3.72885236461053,0.389201300463908,9.14228244354386,-4.7508264841598,-6.07621332286805
2018-06-08,-11.6127405583545,11.9187888074093,3.2486686491679,0.0224510948381553,8.10583006244136,-5.59761738835999,-6.08538066714227
2018-06-15,-9.52105457808683,7.54073212364844,2.11866172337619,3.13151441489418,7.7679195857117,-6.38926334949555,-4.64850992004813
2018-06-22,-9.8206473480646,9.93145512995788,2.08314395692628,1.36271806240475,8.05081603924557,-5.2729767998438,-6.33450904062608
2018-06-29,-8.93073502214416,9.51059977167667,1.63706807163083,0.930216344052253,7.82383673474619,-4.71886740366326,-6.25211849629853
2018-07-06,-6.28618312775792,8.85469897942969,3.19173342751622,0.482426132637666,5.6622794129952,-4.91009118462733,-6.99486364019352
2018-07-13,-6.40334077654797,8.4452738053011,5.84046139543011,0.133437636690728,3.55775487562894,-6.01690777103041,-5.55667916547248
2018-07-20,-2.38444329425479,6.24026812038232,7.41150627347003,-3.38795110174549,3.3188571839423,-5.5907286495695,-5.60750853222486
2018-07-27,-2.34555982638106,5.115867129108,7.33065578336923,0.97519345900862,3.16527577368807,-6.70718263227441,-7.53424968651845
2018-08-03,-2.8824673223972,4.72630688574517,9.75969799055532,1.35252675783836,2.03654371988207,-6.50418452368505,-8.48842350793867
2018-08-10,-2.99258349282817,1.81787097738864,16.4651087722834,2.18515945892056,1.19679555437155,-9.3298398723397,-9.34251139779626
2018-08-17,-3.81074533415778,6.76697969199414,6.82307849549603,2.5174017886543,2.09384712471158,-6.1161194825913,-8.27444228410696
