"Date","EUA","NZU","HBEA","CCA","KAU","ACCU","RGGI"
2018-01-12,8.95206338284922,3.80557703918656,0.720716403193883,15.2407213384025,1.50058446986107,7.45893047507909,10.6507263209119
2018-01-19,9.43753607827821,3.81335013545755,0.790930563314205,15.2777333219754,1.50084856106289,7.56550531594188,11.1192557123045
2018-01-26,9.167806664411,4.48460850702936,1.04305217443613,18.2787301124907,1.5347264317348,7.56183349630565,14.3120371023793
2018-02-02,9.22573183843256,4.53485243320956,1.0320614852091,18.3410171882909,1.58758384338211,7.5762408890852,14.3616354055701
2018-02-09,9.3519514402986,4.94486694058355,0.90608367028101,19.8636645482436,1.64607512598038,7.56821995152457,22.1228587559606
2018-02-16,9.06714898649145,4.86952716264616,0.888646485235403,21.3858397495614,1.63835757820078,7.56448477704114,15.6529851969564
2018-02-23,9.12959368054251,5.19382552564087,0.893253770004335,21.1544214904038,1.63710344555081,7.60097290051265,15.6589101397256
2018-03-02,8.65320468340507,5.8169712726204,0.870543727191503,20.9607429340549,1.637885361702,7.72742321769936,22.6485596065163
2018-03-09,9.25685845768385,5.80066862413114,0.891712954740027,20.9083380886074,1.68228959300558,7.75205839438679,22.590625761684
2018-03-16,9.44856870715049,5.96147922030479,1.07245282740058,18.5222797309344,1.66916887513293,7.71767133796716,21.3909456688477
2018-03-23,10.0330967768162,5.92232413500187,1.18097010962379,18.1305108464269,1.52011106610761,7.76027398764197,22.419451620094
2018-03-30,10.1436794505061,5.15392653822051,1.55408856943069,17.9724446266,1.49041034707926,7.77916565761373,15.862815861489
2018-04-06,10.1371364662857,5.11832768949118,1.55965985632744,17.8655394118078,1.49507888406237,7.7812051669616,15.7914283009649
2018-04-13,10.3790125222032,5.22036377587009,1.57476890818861,17.416351954111,1.49428238820789,7.79432591472829,16.1171842431642
2018-04-20,10.5312048721294,5.69462277728099,1.54681946037306,16.4362815160157,1.5150739455206,7.76836959518357,14.2038924425688
2018-04-27,10.1787695423693,5.53216215020143,1.75252541841812,16.2123898512544,1.48232216373011,7.75983395968452,16.4211922693732
2018-05-04,10.5753948203414,5.46063336925764,1.57662983253069,15.9703630140282,1.49428898320239,7.73044142584201,15.5280453449701
2018-05-11,8.49005960467485,5.20923673934195,1.54880934637129,15.3356596325094,1.49944703962569,7.68033477001686,16.194161383438
2018-05-18,8.6024824231671,4.86397958047182,1.35143602482971,14.7098577533271,1.57944013806109,7.88166605005081,17.0733114650896
2018-05-25,8.61875734571779,5.00616539445632,1.81712867462694,14.9622982671214,2.8945751571044,8.19468660582247,17.8618922628904
2018-06-01,10.7826956533997,5.45524468257538,1.69708599020545,14.8614479597486,2.92716396008019,10.6608232938648,17.2233601077984
2018-06-08,11.5027629943507,4.76671552225417,2.62612924337813,16.583646829493,3.87928468597574,10.2962812645708,17.552439642919
2018-06-15,8.47883335969274,4.77233567519199,2.38418004393495,14.85391581231,3.87092742787806,9.2216742522704,26.4148239424328
2018-06-22,8.34676165119669,4.7489123172645,2.49942428261309,14.7658839603679,3.89344916063877,9.32329367547434,26.0686424797157
2018-06-29,8.21195934635947,4.91938122327763,2.45527145409503,14.7812997794259,5.98589150022133,8.62633560590525,26.8857846803333
2018-07-06,8.93723927529475,6.17160434062531,4.7057887837337,14.153923656601,5.59215825951836,8.57422108979837,25.6167566165895
2018-07-13,8.3376167665278,5.333936285224,2.73977306007906,14.118922535518,5.58531873763278,8.61085927387117,23.407186655289
2018-07-20,7.38662700671013,6.0935183957919,2.64188545822329,13.581681887673,8.90567048005234,8.99758776910062,22.8976881831011
2018-07-27,7.2188678889585,5.36641572395457,5.1344824817208,13.4308582660576,8.90118226839774,8.94353358303068,23.8839645901507
2018-08-03,7.31580518691379,5.23650930737575,5.41716261838503,13.5041792248487,8.69469401640386,9.02067432406091,23.8904620527329
2018-08-10,7.32121737033725,5.1063297584891,4.85171486206141,13.9853295334738,9.82104328648105,10.6959589599704,24.5166394437563
2018-08-17,7.11817982465208,4.88670776617696,6.28313567671365,13.9940760734322,6.68884725610501,11.9674457861567,23.1114023969402
2018-08-24,9.25629870886366,4.87622833106088,7.92389657741705,15.2749482505153,6.87059617048179,11.7506416592085,22.3139287624098
2018-08-31,9.34289753831314,4.50071200031134,7.47719593201736,15.0332461167288,6.10669978356129,11.3657095576478,22.8164409982344
2018-09-07,8.77847469851234,4.66932846308086,7.95152403197684,14.9268282992396,6.0688149560469,11.0409682363067,24.0671289422569
2018-09-14,10.0684855172776,4.78081958226047,9.18753057656772,14.8080814553168,6.29339829669745,10.8744075868674,24.1538559230016
2018-09-21,10.452178455868,4.8331440001485,12.0847663430267,14.4252734090842,5.90350049790281,10.6638128449009,23.9178910895272
2018-09-28,10.5302557632107,4.71046503977755,12.1559570360379,14.72052823482,5.88937462511239,10.3796812844236,24.4770940328529
2018-10-05,10.1988534228089,4.77300402697602,12.1849111344402,14.7458161209488,5.87527195912069,10.3828106757691,23.2602736234382
2018-10-12,10.448797739205,4.59110882915536,12.173893480527,14.7300224449499,5.86139964988247,10.154584814297,22.6912989926309
2018-10-19,9.99676276727819,4.79575854696987,12.7656914550783,14.544579283248,5.59617234399258,10.2382136019352,25.5085803902629
2018-10-26,11.1384734448363,4.7698259897403,14.3778045095242,14.7772611703049,5.77602997146179,9.79463010361319,25.2564922570913
2018-11-02,10.5115810094218,5.00229964032333,15.1912244018753,14.7689951241391,4.39695529748383,9.4950738251374,25.0298429491403
2018-11-09,10.481086945835,5.33653966076906,15.2929513191944,14.7074119828768,4.39291633654849,8.97762978772953,24.0906355884861
