"Date","NZU","EUA","KAU","HBEA","ACCU","CCA","RGGI"
2018-01-12,0.0309771045533358,0.0102696666374564,-0.0105719688757544,0.000593354446084438,0.00413606558778223,-0.0240398473169758,-0.012968421950887
2018-01-19,0.00374532273016204,0.108802859848799,-0.0105073835480223,-0.0174474081151819,0.0150060200892983,0.00495956195396285,-0.00286826666627849
2018-01-26,-0.0124972231433236,0.0359993878603238,-0.0129221830274688,0.01758780969818,0.00286177749185939,-0.0207123877607849,-0.0114142588585506
2018-02-02,-0.00333486558181351,-0.0144688111199169,-0.0317311380742238,0.00288201675244504,0.00286177749185939,-0.00591033596748591,0.00377121182968265
2018-02-09,0.0174722350882064,0.0319939036752976,0.027267131567652,0.0256563118612076,0.00286177749185939,0.0177316307866948,-0.0198958912764917
2018-02-16,0.00337920103276579,0.028894465999715,-0.00159589422400569,0.00486061825754116,0.0032848417615412,-0.0158483521454604,-0.0236857832700428
2018-02-23,-0.0231781186807369,0.0311551677797954,-0.00159589422400569,0.00486061825754116,0.00691355002535232,0.00636088414672598,0.00652291405780492
2018-03-02,-0.0184978465644661,0.0321959398004878,-0.00444302690273757,-0.025804648236786,-0.00739933052335662,-0.0026085385186887,-0.0525941600928992
2018-03-09,0.0092307502204263,0.0935083775150618,0.0233772711860287,0.0203961993343887,0.00286177749185939,0.00163284936087482,-0.00946922104475534
2018-03-16,-0.00843480807354213,0.00449843313686227,-0.00344517787675613,-0.00709404758405607,0.00286177749185939,-0.00117115668042356,-0.00379927908668853
2018-03-23,-0.00151669463242365,0.121566016773157,-0.0265560996455494,0.0255362987731518,0.0138460513669756,-0.00190251251346707,0.0285303961375931
2018-03-30,0.00256589382526194,0.00539360981282808,0.0235431370369019,-0.0148525953679989,0.00286177749185939,-0.00615183587804591,0.00380076879311136
2018-04-06,0.00256589382526194,0.00539360981282808,-0.0148040596668255,0.00486061825754116,0.00286177749185939,0.00059572695616783,0.00380076879311136
2018-04-13,0.0103215149389699,0.0707930519910995,-0.000192117163703376,0.00486061825754116,0.00286177749185939,-0.00257195440810998,0.0187416184915918
2018-04-20,-0.0125826696753073,-0.0669394826751093,0.00859414050457596,0.00253454311735923,0.00286177749185939,0.00548385855269107,0.0353202397563557
2018-04-27,0.00516777058449547,0.0384807945105705,0.0160941962258869,0.0188251407529864,0.00286177749185939,0.00829394739795086,-0.0139200684278271
2018-05-04,0.000326731405246861,-0.0392503212895989,0.0081569749312882,0.0153452782354998,0.00286177749185939,0.0134503177506793,0.0239686148843132
2018-05-11,-0.0131631540271404,0.1175263950801,0.00941834305110767,0.00164340528924867,0.00189310336086335,0.000672467790753473,-0.0109917001235647
2018-05-18,0.00249702125664664,0.0409041266709318,0.0126171229766703,0.00765890586374451,0.0134853177506997,0.019402119699921,-0.00091732303717329
2018-05-25,0.000978327082854502,0.0481016097933815,0.139851900243998,0.0893623303370836,0.0153676067235442,0.0179404139186463,-0.00455626081105209
2018-06-01,-0.0110617228818932,-0.04482184299638,-0.0899818612717689,0.00428736428318188,-0.0215197946085577,0.00242823274018056,-0.00341882177231234
2018-06-08,-0.00076451433597402,0.0328531961871872,-0.070220029786018,-0.0169277068036802,-0.00511609444126959,-0.0209311634066696,-0.00393473485314577
2018-06-15,-0.00672329280149953,-0.0839052485216318,-0.0218343484818613,0.00788260074922664,-0.0212280797081399,0.014932792263838,0.0802147321874533
2018-06-22,0.0069036047024893,0.0385312956837134,-0.00723802536885376,-0.00802208443363317,-0.00390313065499992,0.00511408175249839,0.0287398999791177
2018-06-29,-0.00847278880651947,-0.00865806274311431,0.254496259601683,-0.0258679956286868,-0.007507351712011,-0.00174270677376587,0.0181726328279155
2018-07-06,0.0260972692887242,0.047036756531234,-0.0705295448869623,0.0439298121994975,0.00286177749185939,-0.00332496542662541,-0.0121032933783913
2018-07-13,0.0148035601923961,0.0220898852722837,-0.00763954956559454,0.115757951574875,0.00286177749185939,0.00708564420471713,-0.008640034952627
2018-07-20,0.0306767751362145,0.0605511815050148,-0.146255704094842,-0.000133451493126602,0.0333599673179124,-0.00347438933436717,-0.000513347033860745
2018-07-27,0.0102238804831241,0.00351906521519574,0.0161463133292368,0.0780655587871811,0.00323347880395497,0.00595928843228943,0.0325794701493545
2018-08-03,0.00256589382526194,0.0316938080493552,0.000877746864899276,0.144226016504134,0.00752170807821573,0.00766485257963723,0.0054201827258149
2018-08-10,0.00256589382526194,0.0118411307420843,-0.0420708324612833,0.173797998898363,0.0230652729309964,0.0149732421678976,-0.00447503463137067
2018-08-17,0.00256589382526194,0.0144688111199169,0.00630681121572296,-0.019831681343764,-0.0856442489061924,0.00867910856689269,-0.00236354992509513
2018-08-24,0.0112809730509245,0.13083438881138,-0.0113160543176125,-0.049107276190322,-0.0139684810895369,-0.0166062960182618,-0.0159600924416581
2018-08-31,0.00789710472840133,0.0196790607863488,0.00124416091223978,-0.0385530508649641,0.00286177749185939,0.0051217689111005,0.0177862860776341
2018-09-07,-0.00670115967986673,0.0964329505747759,0.0112450520817307,0.0144954422181802,0.00286177749185939,0.00800539988072169,0.0567906076786167
2018-09-14,-0.00737209361602087,-0.150632204219582,0.00177889136688769,0.059928448904822,0.00286177749185939,-0.00792849108244376,0.0207550047980283
2018-09-21,0.0110518143469456,0.102446087184191,-0.00661951294180563,-0.0542311332057881,0.00286177749185939,-0.0135706894506051,0.0303866830902977
2018-09-28,0.000566684922348237,-0.0430323159166077,0.0246975343169309,0.00917084950079672,0.00335591639300103,0.0146492764403461,0.0279155304692074
2018-10-05,-0.0157760179204156,0.0443900893770683,-0.00255985815440463,0.00486061825754116,0.00286177749185939,0.00734947755000714,0.0229443355079146
2018-10-12,0.00650363491136696,-0.0824578031870331,-0.00264342649858351,0.00486061825754116,0.00286177749185939,-0.00530994449857447,0.00815976892808723
2018-10-19,0.0146438415139496,-0.0329535559383793,0.0211949852743505,-0.034360053913248,0.0047503096822763,0.00553485715318258,0.0417748828377704
2018-10-26,0.000677588802805218,-0.0753582653540272,0.00663648841376752,0.0753259456354467,-0.00113037086406731,0.008487930655519,0.0134522355692526
2018-11-02,0.0168551254111518,-0.0679378335835663,0.0344305620673122,-0.0251402547146669,0.00286177749185939,-0.00441147704412703,0.00689386362065081
2018-11-09,0.0199300947867944,0.133091928763352,-0.00241469165376174,0.0104067259269174,0.00286177749185939,0.00837062982198766,0.000833330565165769
2018-11-16,0.00301687168827058,-0.0207261305171165,0.00942217686068325,-0.111659764963109,0.0437893033167103,-0.00159061378081482,0.0053550259827897
2018-11-23,-0.00684399621674547,0.0554990972721616,0.0171603349584979,0.186115312995535,0.00286177749185939,0.0042840637393593,-0.000404800770343439
2018-11-30,0.024257383635486,0.0147495299260623,0.0138070568979023,-0.180834113967411,0.00286177749185939,0.00285031289985094,-0.014322282737105
2018-12-07,-0.00225391020067045,-0.00931607620306663,-0.00930407396957689,0.0692411551617007,0.00137502688742375,-0.0066635954400347,-0.0146789866376991
2018-12-14,-0.0164237379445447,0.141260069996181,0.0398525703916728,-0.00359009296947921,-0.0189873172936252,0.00929827338978351,0.000460612553415229
2018-12-21,-0.00663228616431111,0.0504589001841786,-0.0432258605931093,-0.0294470384495118,-0.0258192058794031,-0.00465077512438539,0.037032206653326
2018-12-28,-0.00479784236212355,0.00162535590434532,0.0453770635535644,0.0142329163988006,0.00286177749185939,0.0464273952240011,-0.00245472757464293
