"Date","EUA","NZU","HBEA","CCA","KAU","ACCU","RGGI"
2019-06-07,3.67789314220556,68.3086502663033,5.60123211094435,19.393176374021,8.89305024027437,11.2515549191313,6.85977027618139
2019-06-14,3.60663730592944,69.9940136049281,5.33212932891289,18.7163577422785,8.64362876338956,11.3751236432122,6.84843879137331
2019-06-21,4.08074632922949,69.0803714989062,5.49272186037954,18.7491430170574,9.06058409738272,10.6798229272764,6.80187684499157
2019-06-28,4.14768979162194,62.7414029238619,6.66799180962045,20.0172473468413,8.69260582805087,10.9348444863821,7.07457916275833
2019-07-05,4.25815319022383,61.7933938938684,6.76280056887351,19.5732761710453,8.69516521177868,10.7784563863929,7.05913144500818
2019-07-12,4.44298754848059,65.4589435364077,6.96120542283226,17.8600530431341,9.11059974941923,10.8196102179524,6.86639415223363
2019-07-19,4.27046856581038,64.2573450909603,7.18931893876346,16.8808339289669,8.42042551136621,10.7244816033687,6.73245335823201
2019-07-26,4.54277531556545,59.5251868950063,6.85544772332182,17.5752146700824,9.04060229774098,12.6321831212099,6.52926826762409
2019-08-02,4.60733523607773,60.5533553415661,6.7348736526115,17.2043697790893,8.68818052160172,12.6214339915412,6.52479515645977
2019-08-09,4.53607153836265,60.8975975112863,6.31105767728627,17.9391755559372,9.02340949201674,13.7789335181591,6.89898319858812
2019-08-16,4.22347060975923,53.6020775070995,6.2042086607399,16.3136628897591,8.91208381748633,13.599721042342,5.80389591410017
2019-08-23,4.65474938747136,55.9313756240301,6.19614930112598,15.7072934013264,8.3027745760636,13.1717967045917,6.19296113667636
2019-08-30,3.98512368623419,51.1087680173541,5.81982538969935,14.5278563190292,8.75564604044789,13.6844650839261,6.2724089538201
2019-09-06,4.07047152350075,49.3628695256241,5.95085931766417,13.744900669577,8.83884870874204,12.4188306665242,6.2897216052034
2019-09-13,4.35859920340778,46.1668642711354,5.46623085202129,15.4162961993287,9.18064481808032,12.3879117389077,6.29333580970923
2019-09-20,4.50607093332328,45.3153978331661,5.54406546099452,15.1298325046253,9.71428291299015,11.8576418463154,6.01755454824476
2019-09-27,4.25811901214524,39.0472309930664,5.70930538585686,14.787951778113,9.54044808684491,12.1316976556469,6.06287124156347
2019-10-04,4.14063786806691,39.3051937845354,5.60054076541179,14.8639258491661,9.60509867065463,8.87630066244134,6.0056426876309
2019-10-11,4.33909722654476,42.1145280828729,5.51613086791175,15.2811246579746,9.59638635318824,9.01828492162612,6.05752065462771
2019-10-18,3.94551726447492,46.370902318675,5.25020216482321,16.3316319154643,9.60904287309808,9.15554959020553,6.46921550694898
2019-10-25,3.866323231972,46.2663226191263,5.19846793064484,15.5347713039334,9.38187680410816,9.14335992351727,6.12664517888509
2019-11-01,3.94403617661193,46.2283531296316,4.88552613979832,15.1795446206933,9.3207970223337,9.16769646089527,6.1452669031542
2019-11-08,3.64555389719382,37.1125890815034,5.20392085704507,14.7105155533771,9.30039493875402,9.88304046368579,6.42197610636885
2019-11-15,3.58177375353052,36.4037071497568,4.93618440441645,14.9683961540592,9.83443725113281,7.69320447849079,6.23536546484595
2019-11-22,3.78867667920718,37.2258069142942,4.80069664119585,14.9963496063589,9.43011413281237,7.75483743304464,6.30204314073636
2019-11-29,3.78163491782474,39.8410742003308,4.58364469792067,15.2499198913992,8.91381092855787,7.8185896206578,6.41717477167972
2019-12-06,3.67330450937632,39.8161870689449,4.49640173615579,14.848046689506,9.18982960455833,7.60702749550792,6.09309486233979
2019-12-13,4.39525852678665,38.7852147418406,4.69282881144816,16.1486619420361,8.84133252714071,7.72146133913606,6.66259501632837
2019-12-20,5.56461470165678,49.3496826048182,4.92546866116448,13.6113680276852,11.4115818203677,6.8288590609339,5.91572178487772
2019-12-27,3.96825273330958,20.6753876960558,4.83997887930704,13.4890494070271,12.8170119397785,10.6275726701033,8.45273570590983
2020-01-03,4.09625349091066,20.9252330456141,5.06590334597604,12.8380331367282,13.0197806553812,10.9447204437464,8.64161343477157
2020-01-10,4.60718054861789,21.0022026671092,4.85756475847267,12.7305155135497,13.0408593454252,9.63512180687617,8.70925699391296
2020-01-17,4.31340066137148,21.0273497992019,4.88685930914373,13.0401317586718,9.96011558261826,10.1623779304189,7.93467297385253
2020-01-24,4.10564244132901,21.295359931868,4.66636955318107,13.1165932018313,10.0635921199843,10.7862860715744,8.02310928348849
2020-01-31,4.05752901475091,21.4567869104559,4.41475095249475,12.7980699902182,10.1977363789582,11.3853671459548,8.05333841438976
2020-02-07,3.57904887209405,20.8436076197252,4.47461831922501,12.5416704156262,9.96164522798869,11.404240944876,7.77752971856643
2020-02-14,3.48151979385394,20.6077536213289,4.61658031733173,12.2122219821274,10.5587933643738,11.0541756084055,7.47682184309815
