"","ACCU","CEA","EUA","UKA","NZU","KAU","WCA","CCA"
"497",NA,NA,14.82,NA,NA,NA,NA,NA
"498",NA,NA,13.72,NA,NA,NA,NA,NA
"499",NA,NA,14.45,NA,NA,NA,NA,NA
"500",NA,NA,14.28,NA,NA,NA,NA,NA
"501",NA,NA,14.37,NA,NA,NA,NA,NA
"502",NA,NA,14.86,NA,NA,NA,NA,NA
"503",NA,NA,14.88,NA,NA,NA,NA,NA
"504",NA,NA,15.3,NA,NA,NA,NA,NA
"505",NA,NA,15.3,NA,NA,NA,NA,NA
"506",NA,NA,15.55,NA,NA,NA,NA,NA
"507",NA,NA,15.38,NA,NA,NA,NA,NA
"508",NA,NA,15.69,NA,NA,NA,NA,NA
"509",NA,NA,15.45,NA,NA,NA,NA,NA
"510",NA,NA,14.76,NA,NA,NA,NA,NA
"511",NA,NA,14.44,NA,NA,NA,NA,NA
"512",NA,NA,13.94,NA,NA,NA,NA,NA
"513",NA,NA,13.78,NA,NA,NA,NA,NA
"514",NA,NA,13.28,NA,NA,NA,NA,NA
"515",NA,NA,13.25,NA,NA,NA,NA,NA
"516",NA,NA,12.6,NA,NA,NA,NA,NA
"517",NA,NA,11.63,NA,NA,NA,NA,NA
"518",NA,NA,11.51,NA,NA,NA,NA,NA
"519",NA,NA,11.5,NA,NA,NA,NA,NA
"520",NA,NA,11.7,NA,NA,NA,NA,NA
"521",NA,NA,11.67,NA,NA,NA,NA,NA
"522",NA,NA,12.11,NA,NA,NA,NA,NA
"523",NA,NA,11.91,NA,NA,NA,NA,NA
"524",NA,NA,11.74,NA,NA,NA,NA,NA
"525",NA,NA,11.88,NA,NA,NA,NA,NA
"526",NA,NA,11.85,NA,NA,NA,NA,NA
"527",NA,NA,11.29,NA,NA,NA,NA,NA
"528",NA,NA,10.61,NA,NA,NA,NA,NA
"529",NA,NA,10.43,NA,NA,NA,NA,NA
"530",NA,NA,10.2,NA,NA,NA,NA,NA
"531",NA,NA,10.07,NA,NA,NA,NA,NA
"532",NA,NA,10.05,NA,NA,NA,NA,NA
"533",NA,NA,9.33,NA,NA,NA,NA,NA
"534",NA,NA,8.49,NA,NA,NA,NA,NA
"535",NA,NA,8.2,NA,NA,NA,NA,NA
"536",NA,NA,8.63,NA,NA,NA,NA,NA
"537",NA,NA,8.4,NA,NA,NA,NA,NA
"538",NA,NA,8.64,NA,NA,NA,NA,NA
"539",NA,NA,9.68,NA,NA,NA,NA,NA
"540",NA,NA,10.81,NA,NA,NA,NA,NA
"541",NA,NA,9.97,NA,NA,NA,NA,NA
"542",NA,NA,9.64,NA,NA,NA,NA,NA
"543",NA,NA,9.36,NA,NA,NA,NA,NA
"544",NA,NA,9.74,NA,NA,NA,NA,NA
"545",NA,NA,10.6,NA,NA,NA,NA,NA
"546",NA,NA,10.09,NA,NA,NA,NA,NA
"547",NA,NA,10.06,NA,NA,NA,NA,NA
"548",NA,NA,10.98,NA,NA,NA,NA,NA
"549",NA,NA,11.64,NA,NA,NA,NA,NA
"550",NA,NA,11.29,NA,NA,NA,NA,NA
"551",NA,NA,10.83,NA,NA,NA,NA,NA
"552",NA,NA,11.65,NA,NA,NA,NA,NA
"553",NA,NA,12.01,NA,NA,NA,NA,NA
"554",NA,NA,11.69,NA,NA,NA,NA,NA
"555",NA,NA,11.87,NA,NA,NA,NA,NA
"556",NA,NA,12.29,NA,NA,NA,NA,NA
"557",NA,NA,12.58,NA,NA,NA,NA,NA
"558",NA,NA,12.96,NA,NA,NA,NA,NA
"559",NA,NA,12.42,NA,NA,NA,NA,NA
"560",NA,NA,11.77,NA,NA,NA,NA,NA
"561",NA,NA,11.28,NA,NA,NA,NA,NA
"562",NA,NA,11.94,NA,NA,NA,NA,NA
"563",NA,NA,11.27,NA,NA,NA,NA,NA
"564",NA,NA,10.63,NA,NA,NA,NA,NA
"565",NA,NA,10.95,NA,NA,NA,NA,NA
"566",NA,NA,11.19,NA,NA,NA,NA,NA
"567",NA,NA,11.2,NA,NA,NA,NA,NA
"568",NA,NA,11.75,NA,NA,NA,NA,NA
"569",NA,NA,12.22,NA,NA,NA,NA,NA
"570",NA,NA,12.14,NA,NA,NA,NA,NA
"571",NA,NA,12.52,NA,NA,NA,NA,NA
"572",NA,NA,12.71,NA,NA,NA,NA,NA
"573",NA,NA,12.41,NA,NA,NA,NA,NA
"574",NA,NA,12.79,NA,NA,NA,NA,NA
"575",NA,NA,13.39,NA,NA,NA,NA,NA
"576",NA,NA,14.25,NA,NA,NA,NA,NA
"577",NA,NA,13.93,NA,NA,NA,NA,NA
"578",NA,NA,13.93,NA,NA,NA,NA,NA
"579",NA,NA,13.81,NA,NA,NA,NA,NA
"580",NA,NA,13.13,NA,NA,NA,NA,NA
"581",NA,NA,13.22,NA,NA,NA,NA,NA
"582",NA,NA,13.57,NA,NA,NA,NA,NA
"583",NA,NA,13.44,NA,NA,NA,NA,NA
"584",NA,NA,13.74,NA,NA,NA,NA,NA
"585",NA,NA,13.61,NA,NA,NA,NA,NA
"586",NA,NA,13.44,NA,NA,NA,NA,NA
"587",NA,NA,13.73,NA,NA,NA,NA,NA
"588",NA,NA,14.26,NA,NA,NA,NA,NA
"589",NA,NA,14.4,NA,NA,NA,NA,NA
"590",NA,NA,14.78,NA,NA,NA,NA,NA
"591",NA,NA,14.17,NA,NA,NA,NA,NA
"592",NA,NA,14.6,NA,NA,NA,NA,NA
"593",NA,NA,14.85,NA,NA,NA,NA,NA
"594",NA,NA,15.55,NA,NA,NA,NA,NA
"595",NA,NA,15.87,NA,NA,NA,NA,NA
"596",NA,NA,15.11,NA,NA,NA,NA,NA
"597",NA,NA,14.73,NA,NA,NA,NA,NA
"598",NA,NA,14.44,NA,NA,NA,NA,NA
"599",NA,NA,14.08,NA,NA,NA,NA,NA
"600",NA,NA,14.38,NA,NA,NA,NA,NA
"601",NA,NA,14.63,NA,NA,NA,NA,NA
"602",NA,NA,15.21,NA,NA,NA,NA,NA
"603",NA,NA,15,NA,NA,NA,NA,NA
"604",NA,NA,15.17,NA,NA,NA,NA,NA
"605",NA,NA,15.01,NA,NA,NA,NA,NA
"606",NA,NA,15.22,NA,NA,NA,NA,NA
"607",NA,NA,15.17,NA,NA,NA,NA,NA
"608",NA,NA,14.91,NA,NA,NA,NA,NA
"609",NA,NA,15.17,NA,NA,NA,NA,NA
"610",NA,NA,14.96,NA,NA,NA,NA,NA
"611",NA,NA,14.29,NA,NA,NA,NA,NA
"612",NA,NA,14.22,NA,NA,NA,NA,NA
"613",NA,NA,14.12,NA,NA,NA,NA,NA
"614",NA,NA,13.36,NA,NA,NA,NA,NA
"615",NA,NA,13.19,NA,NA,NA,NA,NA
"616",NA,NA,13.32,NA,NA,NA,NA,NA
"617",NA,NA,13.42,NA,NA,NA,NA,NA
"618",NA,NA,13.05,NA,NA,NA,NA,NA
"619",NA,NA,12.39,NA,NA,NA,NA,NA
"620",NA,NA,12.96,NA,NA,NA,NA,NA
"621",NA,NA,12.93,NA,NA,NA,NA,NA
"622",NA,NA,12.89,NA,NA,NA,NA,NA
"623",NA,NA,13.35,NA,NA,NA,NA,NA
"624",NA,NA,12.95,NA,NA,NA,NA,NA
"625",NA,NA,13.02,NA,NA,NA,NA,NA
"626",NA,NA,13.32,NA,NA,NA,NA,NA
"627",NA,NA,13.47,NA,NA,NA,NA,NA
"628",NA,NA,13.4,NA,NA,NA,NA,NA
"629",NA,NA,13.56,NA,NA,NA,NA,NA
"630",NA,NA,13.26,NA,NA,NA,NA,NA
"631",NA,NA,13.24,NA,NA,NA,NA,NA
"632",NA,NA,13.1,NA,NA,NA,NA,NA
"633",NA,NA,13.03,NA,NA,NA,NA,NA
"634",NA,NA,13.05,NA,NA,NA,NA,NA
"635",NA,NA,13.17,NA,NA,NA,NA,NA
"636",NA,NA,13.42,NA,NA,NA,NA,NA
"637",NA,NA,13.8,NA,NA,NA,NA,NA
"638",NA,NA,14,NA,NA,NA,NA,NA
"639",NA,NA,14.68,NA,NA,NA,NA,NA
"640",NA,NA,14.26,NA,NA,NA,NA,NA
"641",NA,NA,14.51,NA,NA,NA,NA,NA
"642",NA,NA,14.53,NA,NA,NA,NA,NA
"643",NA,NA,14.09,NA,NA,NA,NA,NA
"644",NA,NA,14.16,NA,NA,NA,NA,NA
"645",NA,NA,14.48,NA,NA,NA,NA,NA
"646",NA,NA,14.39,NA,NA,NA,NA,NA
"647",NA,NA,14.43,NA,NA,NA,NA,NA
"648",NA,NA,14.31,NA,NA,NA,NA,NA
"649",NA,NA,14.13,NA,NA,NA,NA,NA
"650",NA,NA,13.8,NA,NA,NA,NA,NA
"651",NA,NA,13.61,NA,NA,NA,NA,NA
"652",NA,NA,13.74,NA,NA,NA,NA,NA
"653",NA,NA,13.71,NA,NA,NA,NA,NA
"654",NA,NA,14.41,NA,NA,NA,NA,NA
"655",NA,NA,14.61,NA,NA,NA,NA,NA
"656",NA,NA,14.34,NA,NA,NA,NA,NA
"657",NA,NA,14.35,NA,NA,NA,NA,NA
"658",NA,NA,14.32,NA,NA,NA,NA,NA
"659",NA,NA,14.2,NA,NA,NA,NA,NA
"660",NA,NA,14.18,NA,NA,NA,NA,NA
"661",NA,NA,14.36,NA,NA,NA,NA,NA
"662",NA,NA,14.35,NA,NA,NA,NA,NA
"663",NA,NA,14.39,NA,NA,NA,NA,NA
"664",NA,NA,14.5,NA,NA,NA,NA,NA
"665",NA,NA,14.78,NA,NA,NA,NA,NA
"666",NA,NA,14.93,NA,NA,NA,NA,NA
"667",NA,NA,15.14,NA,NA,NA,NA,NA
"668",NA,NA,15.4,NA,NA,NA,NA,NA
"669",NA,NA,15.22,NA,NA,NA,NA,NA
"670",NA,NA,15.21,NA,NA,NA,NA,NA
"671",NA,NA,15.21,NA,NA,NA,NA,NA
"672",NA,NA,15.17,NA,NA,NA,NA,NA
"673",NA,NA,15.2,NA,NA,NA,NA,NA
"674",NA,NA,14.93,NA,NA,NA,NA,NA
"675",NA,NA,14.79,NA,NA,NA,NA,NA
"676",NA,NA,15.06,NA,NA,NA,NA,NA
"677",NA,NA,15.37,NA,NA,NA,NA,NA
"678",NA,NA,15.21,NA,NA,NA,NA,NA
"679",NA,NA,15.33,NA,NA,NA,NA,NA
"680",NA,NA,15.45,NA,NA,NA,NA,NA
"681",NA,NA,15.16,NA,NA,NA,NA,NA
"682",NA,NA,15.09,NA,NA,NA,NA,NA
"683",NA,NA,14.57,NA,NA,NA,NA,NA
"684",NA,NA,13.9,NA,NA,NA,NA,NA
"685",NA,NA,14.28,NA,NA,NA,NA,NA
"686",NA,NA,14.07,NA,NA,NA,NA,NA
"687",NA,NA,13.62,NA,NA,NA,NA,NA
"688",NA,NA,13.65,NA,NA,NA,NA,NA
"689",NA,NA,13.97,NA,NA,NA,NA,NA
"690",NA,NA,13.74,NA,NA,NA,NA,NA
"691",NA,NA,13.34,NA,NA,NA,NA,NA
"692",NA,NA,12.79,NA,NA,NA,NA,NA
"693",NA,NA,13.1,NA,NA,NA,NA,NA
"694",NA,NA,13.51,NA,NA,NA,NA,NA
"695",NA,NA,13.1,NA,NA,NA,NA,NA
"696",NA,NA,13.36,NA,NA,NA,NA,NA
"697",NA,NA,13.22,NA,NA,NA,NA,NA
"698",NA,NA,13.05,NA,NA,NA,NA,NA
"699",NA,NA,13.12,NA,NA,NA,NA,NA
"700",NA,NA,13.73,NA,NA,NA,NA,NA
"701",NA,NA,13.61,NA,NA,NA,NA,NA
"702",NA,NA,13.42,NA,NA,NA,NA,NA
"703",NA,NA,13.78,NA,NA,NA,NA,NA
"704",NA,NA,14.28,NA,NA,NA,NA,NA
"705",NA,NA,14.32,NA,NA,NA,NA,NA
"706",NA,NA,14.44,NA,NA,NA,NA,NA
"707",NA,NA,14.22,NA,NA,NA,NA,NA
"708",NA,NA,14.14,NA,NA,NA,NA,NA
"709",NA,NA,14.44,NA,NA,NA,NA,NA
"710",NA,NA,14.58,NA,NA,NA,NA,NA
"711",NA,NA,14.97,NA,NA,NA,NA,NA
"712",NA,NA,14.46,NA,NA,NA,NA,NA
"713",NA,NA,14.39,NA,NA,NA,NA,NA
"714",NA,NA,14.34,NA,NA,NA,NA,NA
"715",NA,NA,14.26,NA,NA,NA,NA,NA
"716",NA,NA,14.24,NA,NA,NA,NA,NA
"717",NA,NA,14.75,NA,NA,NA,NA,NA
"718",NA,NA,14.54,NA,NA,NA,NA,NA
"719",NA,NA,14.54,NA,NA,NA,NA,NA
"720",NA,NA,14.39,NA,NA,NA,NA,NA
"721",NA,NA,14.36,NA,NA,NA,NA,NA
"722",NA,NA,14.37,NA,NA,NA,NA,NA
"723",NA,NA,13.97,NA,NA,NA,NA,NA
"724",NA,NA,13.87,NA,NA,NA,NA,NA
"725",NA,NA,13.72,NA,NA,NA,NA,NA
"726",NA,NA,13.52,NA,NA,NA,NA,NA
"727",NA,NA,13.31,NA,NA,NA,NA,NA
"728",NA,NA,13.41,NA,NA,NA,NA,NA
"729",NA,NA,13.74,NA,NA,NA,NA,NA
"730",NA,NA,13.35,NA,NA,NA,NA,NA
"731",NA,NA,13.5,NA,NA,NA,NA,NA
"732",NA,NA,13.39,NA,NA,NA,NA,NA
"733",NA,NA,13.07,NA,NA,NA,NA,NA
"734",NA,NA,13.1,NA,NA,NA,NA,NA
"735",NA,NA,12.63,NA,NA,NA,NA,NA
"736",NA,NA,12.88,NA,NA,NA,NA,NA
"737",NA,NA,12.93,NA,NA,NA,NA,NA
"738",NA,NA,13.18,NA,NA,NA,NA,NA
"739",NA,NA,13.14,NA,NA,NA,NA,NA
"740",NA,NA,13.49,NA,NA,NA,NA,NA
"741",NA,NA,13.57,NA,NA,NA,NA,NA
"742",NA,NA,13.85,NA,NA,NA,NA,NA
"743",NA,NA,14.12,NA,NA,NA,NA,NA
"744",NA,NA,14.76,NA,NA,NA,NA,NA
"745",NA,NA,14.09,NA,NA,NA,NA,NA
"746",NA,NA,14.17,NA,NA,NA,NA,NA
"747",NA,NA,14.17,NA,NA,NA,NA,NA
"748",NA,NA,14.36,NA,NA,NA,NA,NA
"749",NA,NA,14.37,NA,NA,NA,NA,NA
"750",NA,NA,14.37,NA,NA,NA,NA,NA
"751",NA,NA,13.09,NA,NA,NA,NA,NA
"752",NA,NA,12.7,NA,NA,NA,NA,NA
"753",NA,NA,12.41,NA,NA,NA,NA,NA
"754",NA,NA,12.73,NA,NA,NA,NA,NA
"755",NA,NA,13,NA,NA,NA,NA,NA
"756",NA,NA,13.18,NA,NA,NA,NA,NA
"757",NA,NA,12.87,NA,NA,NA,NA,NA
"758",NA,NA,13.09,NA,NA,NA,NA,NA
"759",NA,NA,13.6,NA,NA,NA,NA,NA
"760",NA,NA,13.34,NA,NA,NA,NA,NA
"761",NA,NA,13.71,NA,NA,NA,NA,NA
"762",NA,NA,13.81,NA,NA,NA,NA,NA
"763",NA,NA,13.37,NA,NA,NA,NA,NA
"764",NA,NA,13.25,NA,NA,NA,NA,NA
"765",NA,NA,13.13,NA,NA,NA,NA,NA
"766",NA,NA,13.45,NA,NA,NA,NA,NA
"767",NA,NA,13.61,NA,NA,NA,NA,NA
"768",NA,NA,13.4,NA,NA,NA,NA,NA
"769",NA,NA,13.14,NA,NA,NA,NA,NA
"770",NA,NA,12.86,NA,NA,NA,NA,NA
"771",NA,NA,12.72,NA,NA,NA,NA,NA
"772",NA,NA,12.74,NA,NA,NA,NA,NA
"773",NA,NA,12.75,NA,NA,NA,NA,NA
"774",NA,NA,13.22,NA,NA,NA,NA,NA
"775",NA,NA,13.27,NA,NA,NA,NA,NA
"776",NA,NA,13.75,NA,NA,NA,NA,NA
"777",NA,NA,13.55,NA,NA,NA,NA,NA
"778",NA,NA,13.26,NA,NA,NA,NA,NA
"779",NA,NA,13.19,NA,NA,NA,NA,NA
"780",NA,NA,12.95,NA,NA,NA,NA,NA
"781",NA,NA,13.13,NA,NA,NA,NA,NA
"782",NA,NA,13.31,NA,NA,NA,NA,NA
"783",NA,NA,12.91,NA,NA,NA,NA,NA
"784",NA,NA,12.96,NA,NA,NA,NA,NA
"785",NA,NA,12.52,NA,NA,NA,NA,NA
"786",NA,NA,12.78,NA,NA,NA,NA,NA
"787",NA,NA,12.73,NA,NA,NA,NA,NA
"788",NA,NA,13.06,NA,NA,NA,NA,NA
"789",NA,NA,12.9,NA,NA,NA,NA,NA
"790",NA,NA,13,NA,NA,NA,NA,NA
"791",NA,NA,13.33,NA,NA,NA,NA,NA
"792",NA,NA,13.3,NA,NA,NA,NA,NA
"793",NA,NA,13.54,NA,NA,NA,NA,NA
"794",NA,NA,13.12,NA,NA,NA,NA,NA
"795",NA,NA,13.3,NA,NA,NA,NA,NA
"796",NA,NA,13.1,NA,NA,NA,NA,NA
"797",NA,NA,13.13,NA,NA,NA,NA,NA
"798",NA,NA,13.23,NA,NA,NA,NA,NA
"799",NA,NA,12.99,NA,NA,NA,NA,NA
"800",NA,NA,12.9,NA,NA,NA,NA,NA
"801",NA,NA,13.09,NA,NA,NA,NA,NA
"802",NA,NA,12.98,NA,NA,NA,NA,NA
"803",NA,NA,13.04,NA,NA,NA,NA,NA
"804",NA,NA,13.11,NA,NA,NA,NA,NA
"805",NA,NA,13.12,NA,NA,NA,NA,NA
"806",NA,NA,13.14,NA,NA,NA,NA,NA
"807",NA,NA,12.92,NA,NA,NA,NA,NA
"808",NA,NA,12.78,NA,NA,NA,NA,NA
"809",NA,NA,12.66,NA,NA,NA,NA,NA
"810",NA,NA,12.92,NA,NA,NA,NA,NA
"811",NA,NA,12.77,NA,NA,NA,NA,NA
"812",NA,NA,12.84,NA,NA,NA,NA,NA
"813",NA,NA,12.83,NA,NA,NA,NA,NA
"814",NA,NA,13.09,NA,NA,NA,NA,NA
"815",NA,NA,13.44,NA,NA,NA,NA,NA
"816",NA,NA,13.53,NA,NA,NA,NA,NA
"817",NA,NA,13.56,NA,NA,NA,NA,NA
"818",NA,NA,13.7,NA,NA,NA,NA,NA
"819",NA,NA,13.71,NA,NA,NA,NA,NA
"820",NA,NA,13.7,NA,NA,NA,NA,NA
"821",NA,NA,14.22,NA,NA,NA,NA,NA
"822",NA,NA,14.15,NA,NA,NA,NA,NA
"823",NA,NA,14.42,NA,NA,NA,NA,NA
"824",NA,NA,14.56,NA,NA,NA,NA,NA
"825",NA,NA,14.71,NA,NA,NA,NA,NA
"826",NA,NA,14.66,NA,NA,NA,NA,NA
"827",NA,NA,14.66,NA,NA,NA,NA,NA
"828",NA,NA,14.95,NA,NA,NA,NA,NA
"829",NA,NA,15.59,NA,NA,NA,NA,NA
"830",NA,NA,15.25,NA,NA,NA,NA,NA
"831",NA,NA,14.98,NA,NA,NA,NA,NA
"832",NA,NA,15.35,NA,NA,NA,NA,NA
"833",NA,NA,15.94,NA,NA,NA,NA,NA
"834",NA,NA,16.52,NA,NA,NA,NA,NA
"835",NA,NA,15.92,NA,NA,NA,NA,NA
"836",NA,NA,16,NA,NA,NA,NA,NA
"837",NA,NA,16.19,NA,NA,NA,NA,NA
"838",NA,NA,15.54,NA,NA,NA,NA,NA
"839",NA,NA,15.26,NA,NA,NA,NA,NA
"840",NA,NA,15.69,NA,NA,NA,NA,NA
"841",NA,NA,15.74,NA,NA,NA,NA,NA
"842",NA,NA,15.82,NA,NA,NA,NA,NA
"843",NA,NA,15.65,NA,NA,NA,NA,NA
"844",NA,NA,15.1,NA,NA,NA,NA,NA
"845",NA,NA,15.29,NA,NA,NA,NA,NA
"846",NA,NA,14.72,NA,NA,NA,NA,NA
"847",NA,NA,14.7,NA,NA,NA,NA,NA
"848",NA,NA,14.85,NA,NA,NA,NA,NA
"849",NA,NA,15.42,NA,NA,NA,NA,NA
"850",NA,NA,15.2,NA,NA,NA,NA,NA
"851",NA,NA,15.7,NA,NA,NA,NA,NA
"852",NA,NA,15.49,NA,NA,NA,NA,NA
"853",NA,NA,15.11,NA,NA,NA,NA,NA
"854",NA,NA,15.14,NA,NA,NA,NA,NA
"855",NA,NA,15.27,NA,NA,NA,NA,NA
"856",NA,NA,15.26,NA,NA,NA,NA,NA
"857",NA,NA,15.34,NA,NA,NA,NA,NA
"858",NA,NA,15.22,NA,NA,NA,NA,NA
"859",NA,NA,15.69,NA,NA,NA,NA,NA
"860",NA,NA,15.76,NA,NA,NA,NA,NA
"861",NA,NA,15.46,NA,NA,NA,NA,NA
"862",NA,NA,15.62,NA,NA,NA,NA,NA
"863",NA,NA,15.88,NA,NA,NA,NA,NA
"864",NA,NA,15.79,NA,NA,NA,NA,NA
"865",NA,NA,15.57,NA,NA,NA,NA,NA
"866",NA,NA,15.71,NA,NA,NA,NA,NA
"867",NA,NA,15.77,NA,NA,NA,NA,NA
"868",NA,NA,15.84,NA,NA,NA,NA,NA
"869",NA,NA,15.34,NA,NA,NA,NA,NA
"870",NA,NA,15.37,NA,NA,NA,NA,NA
"871",NA,NA,15.25,NA,NA,NA,NA,NA
"872",NA,NA,15.42,NA,NA,NA,NA,NA
"873",NA,NA,15.43,NA,NA,NA,NA,NA
"874",NA,NA,15.22,NA,NA,NA,NA,NA
"875",NA,NA,15.26,NA,NA,NA,NA,NA
"876",NA,NA,15.25,NA,NA,NA,NA,NA
"877",NA,NA,15.36,NA,NA,NA,NA,NA
"878",NA,NA,15.39,NA,NA,NA,NA,NA
"879",NA,NA,15.18,NA,NA,NA,NA,NA
"880",NA,NA,14.85,NA,NA,NA,NA,NA
"881",NA,NA,14.4,NA,NA,NA,NA,NA
"882",NA,NA,14.65,NA,NA,NA,NA,NA
"883",NA,NA,14.07,NA,NA,NA,NA,NA
"884",NA,NA,13.85,NA,NA,NA,NA,NA
"885",NA,NA,14.01,NA,NA,NA,NA,NA
"886",NA,NA,13.95,NA,NA,NA,NA,NA
"887",NA,NA,14.26,NA,NA,NA,NA,NA
"888",NA,NA,14.56,NA,NA,NA,NA,NA
"889",NA,NA,14.23,NA,NA,NA,NA,NA
"890",NA,NA,13.94,NA,NA,NA,NA,NA
"891",NA,NA,14.25,NA,NA,NA,NA,NA
"892",NA,NA,14.01,NA,NA,NA,NA,NA
"893",NA,NA,13.53,NA,NA,NA,NA,NA
"894",NA,NA,13.72,NA,NA,NA,NA,NA
"895",NA,NA,13.76,NA,NA,NA,NA,NA
"896",NA,NA,14.02,NA,NA,NA,NA,NA
"897",NA,NA,14.15,NA,NA,NA,NA,NA
"898",NA,NA,14.49,NA,NA,NA,NA,NA
"899",NA,NA,14.43,NA,NA,NA,NA,NA
"900",NA,NA,14.33,NA,NA,NA,NA,NA
"901",NA,NA,14.34,NA,NA,NA,NA,NA
"902",NA,NA,14.23,NA,NA,NA,NA,NA
"903",NA,NA,14.57,NA,NA,NA,NA,NA
"904",NA,NA,14.5,NA,NA,NA,NA,NA
"905",NA,NA,14.4,NA,NA,NA,NA,NA
"906",NA,NA,14.43,NA,NA,NA,NA,NA
"907",NA,NA,14.49,NA,NA,NA,NA,NA
"908",NA,NA,14.41,NA,NA,NA,NA,NA
"909",NA,NA,14.49,NA,NA,NA,NA,NA
"910",NA,NA,14.4,NA,NA,NA,NA,NA
"911",NA,NA,14.92,NA,NA,NA,NA,NA
"912",NA,NA,15.07,NA,NA,NA,NA,NA
"913",NA,NA,14.82,NA,NA,NA,NA,NA
"914",NA,NA,14.96,NA,NA,NA,NA,NA
"915",NA,NA,15.39,NA,NA,NA,NA,NA
"916",NA,NA,15.26,NA,NA,NA,NA,NA
"917",NA,NA,15.29,NA,NA,NA,NA,NA
"918",NA,NA,15.46,NA,NA,NA,NA,NA
"919",NA,NA,15.27,NA,NA,NA,NA,NA
"920",NA,NA,15.39,NA,NA,NA,NA,NA
"921",NA,NA,15.78,NA,NA,NA,NA,NA
"922",NA,NA,15.74,NA,NA,NA,NA,NA
"923",NA,NA,15.72,NA,NA,NA,NA,NA
"924",NA,NA,15.74,NA,NA,NA,NA,NA
"925",NA,NA,15.61,NA,NA,NA,NA,NA
"926",NA,NA,15.51,NA,NA,NA,NA,NA
"927",NA,NA,15.28,NA,NA,NA,NA,NA
"928",NA,NA,15.3,NA,NA,NA,NA,NA
"929",NA,NA,15.27,NA,NA,NA,NA,NA
"930",NA,NA,15.42,NA,NA,NA,NA,NA
"931",NA,NA,15.26,NA,NA,NA,NA,NA
"932",NA,NA,15.31,NA,NA,NA,NA,NA
"933",NA,NA,15.02,NA,NA,NA,NA,NA
"934",NA,NA,14.91,NA,NA,NA,NA,NA
"935",NA,NA,15.03,NA,NA,NA,NA,NA
"936",NA,NA,14.89,NA,NA,NA,NA,NA
"937",NA,NA,15.3,NA,NA,NA,NA,NA
"938",NA,NA,15.39,NA,NA,NA,NA,NA
"939",NA,NA,15.67,NA,NA,NA,NA,NA
"940",NA,NA,15.65,NA,NA,NA,NA,NA
"941",NA,NA,15.41,NA,NA,NA,NA,NA
"942",NA,NA,15.36,NA,NA,NA,NA,NA
"943",NA,NA,15.27,NA,NA,NA,NA,NA
"944",NA,NA,15.57,NA,NA,NA,NA,NA
"945",NA,NA,15.57,NA,NA,NA,NA,NA
"946",NA,NA,15.47,NA,NA,NA,NA,NA
"947",NA,NA,15.57,NA,NA,NA,NA,NA
"948",NA,NA,15.84,NA,NA,NA,NA,NA
"949",NA,NA,15.75,NA,NA,NA,NA,NA
"950",NA,NA,15.63,NA,NA,NA,NA,NA
"951",NA,NA,15.54,NA,NA,NA,NA,NA
"952",NA,NA,15.45,NA,NA,NA,NA,NA
"953",NA,NA,15.38,NA,NA,NA,NA,NA
"954",NA,NA,15.03,NA,NA,NA,NA,NA
"955",NA,NA,15.15,NA,NA,NA,NA,NA
"956",NA,NA,14.86,NA,NA,NA,NA,NA
"957",NA,NA,15.07,NA,NA,NA,NA,NA
"958",NA,NA,15.16,NA,NA,NA,NA,NA
"959",NA,NA,15,NA,NA,NA,NA,NA
"960",NA,NA,15.1,NA,NA,NA,NA,NA
"961",NA,NA,14.91,NA,NA,NA,NA,NA
"962",NA,NA,14.63,NA,NA,NA,NA,NA
"963",NA,NA,14.69,NA,NA,NA,NA,NA
"964",NA,NA,14.71,NA,NA,NA,NA,NA
"965",NA,NA,14.69,NA,NA,NA,NA,NA
"966",NA,NA,14.38,NA,NA,NA,NA,NA
"967",NA,NA,14.51,NA,NA,NA,NA,NA
"968",NA,NA,14.24,NA,NA,NA,NA,NA
"969",NA,NA,14.3,NA,NA,NA,NA,NA
"970",NA,NA,14.49,NA,NA,NA,NA,NA
"971",NA,NA,14.84,NA,NA,NA,NA,NA
"972",NA,NA,14.9,NA,NA,NA,NA,NA
"973",NA,NA,15.11,NA,NA,NA,NA,NA
"974",NA,NA,14.63,NA,NA,NA,NA,NA
"975",NA,NA,14.88,NA,NA,NA,NA,NA
"976",NA,NA,14.94,NA,NA,NA,NA,NA
"977",NA,NA,14.96,NA,NA,NA,NA,NA
"978",NA,NA,15.08,NA,NA,NA,NA,NA
"979",NA,NA,15.02,NA,NA,NA,NA,NA
"980",NA,NA,15.15,NA,NA,NA,NA,NA
"981",NA,NA,15.08,NA,NA,NA,NA,NA
"982",NA,NA,15.08,NA,NA,NA,NA,NA
"983",NA,NA,14.95,NA,NA,NA,NA,NA
"984",NA,NA,14.76,NA,NA,NA,NA,NA
"985",NA,NA,14.84,NA,NA,NA,NA,NA
"986",NA,NA,14.67,NA,NA,NA,NA,NA
"987",NA,NA,14.75,NA,NA,NA,NA,NA
"988",NA,NA,14.87,NA,NA,NA,NA,NA
"989",NA,NA,14.79,NA,NA,NA,NA,NA
"990",NA,NA,14.67,NA,NA,NA,NA,NA
"991",NA,NA,14.53,NA,NA,NA,NA,NA
"992",NA,NA,14.59,NA,NA,NA,NA,NA
"993",NA,NA,14.53,NA,NA,NA,NA,NA
"994",NA,NA,14.46,NA,NA,NA,NA,NA
"995",NA,NA,14.34,NA,NA,NA,NA,NA
