"Date","TCI - 1","Num_Variables - 1","TCI - 2","Num_Variables - 2","TCI - 3","Num_Variables - 3"
2020-11-20,7.77485606309574,6,13.077361701957,6,13.077361701957,6
2020-11-27,7.77411226393709,6,13.0801926098749,6,13.0801926098749,6
2020-12-04,7.81186960713719,6,13.1288599545617,6,13.1288599545617,6
2020-12-11,7.82194370451902,6,13.2613122567261,6,13.2613122567261,6
2020-12-18,7.74836042610092,6,13.1660223702041,6,13.1660223702041,6
2020-12-25,7.66664134085208,6,13.0899079641679,6,13.0899079641679,6
2021-01-01,7.7063000084481,6,13.157686070568,6,13.157686070568,6
2021-01-08,7.72280815763896,6,13.1826203093758,6,13.1826203093758,6
2021-01-15,7.69390596839202,6,13.0953964923376,6,13.0953964923376,6
2021-01-22,7.76202319262684,6,13.1536187715294,6,13.1536187715294,6
2021-01-29,7.8372181033877,6,13.240771104782,6,13.240771104782,6
2021-02-05,8.00525118151809,6,13.695184491487,6,13.695184491487,6
2021-02-12,7.74994495932709,6,13.1860285632138,6,13.1860285632138,6
2021-02-19,7.65256291481509,6,12.8838996926858,6,12.8838996926858,6
2021-02-26,7.75318100293063,6,13.1583742025388,6,13.1583742025388,6
2021-03-05,7.66321214485856,6,13.0808582843187,6,13.0808582843187,6
2021-03-12,7.54699759794241,6,12.9217685541907,6,12.9217685541907,6
2021-03-19,7.46017569156635,6,12.8611992528754,6,12.8611992528754,6
2021-03-26,7.48196731019961,6,12.8150711239,6,12.8150711239,6
2021-04-02,7.43886342833798,6,12.7657463519227,6,12.7657463519227,6
2021-04-09,7.44047201790963,6,12.8669326817463,6,12.8669326817463,6
2021-04-16,7.45645804358731,6,12.9205910502051,6,12.9205910502051,6
2021-04-23,7.47654471579655,6,12.9299360803801,6,12.9299360803801,6
2021-04-30,7.47699876636007,6,12.9716872385629,6,12.9716872385629,6
2021-05-07,7.50500730615465,6,12.9443422034637,6,12.9443422034637,6
2021-05-14,7.59222719119895,6,12.9696524295707,6,12.9696524295707,6
2021-05-21,7.41343576305975,6,12.7336774671863,6,12.7336774671863,6
2021-05-28,7.25193142672292,6,12.4656635697341,6,12.4656635697341,6
2021-06-04,7.35915644356829,6,12.613727474069,6,12.613727474069,6
2021-06-11,7.5889185779406,6,12.9809847353753,6,12.9809847353753,6
2021-06-18,7.88432231856676,6,13.3142104717133,6,13.3142104717133,6
2021-06-25,7.91152646973348,6,13.6775871364928,6,13.6775871364928,6
2021-07-02,8.66964420691119,6,14.5014704890486,6,14.5014704890486,6
2021-07-09,8.33468217161599,6,14.1023621726453,6,14.1023621726453,6
2021-07-16,8.43210823363019,6,14.1401055673848,6,14.1401055673848,6
2021-07-23,8.29297884587685,6,13.9856453038483,6,13.9856453038483,6
2021-07-30,8.0166396262907,6,13.6409018089578,6,13.6409018089578,6
2021-08-06,8.06549357124364,6,13.8247304471986,6,13.8247304471986,6
2021-08-13,8.03511357940994,6,13.8302507511291,6,13.8302507511291,6
2021-08-20,8.0444488719585,6,13.8980036930967,6,13.8980036930967,6
2021-08-27,8.33710503882035,6,14.5777538482551,6,14.5777538482551,6
2021-09-03,8.4425967865996,6,14.8633447936229,6,14.8633447936229,6
2021-09-10,8.94374466438135,6,15.0992231843446,6,15.0992231843446,6
2021-09-17,8.81268258912192,6,14.6965844036451,6,14.6965844036451,6
2021-09-24,8.95089020683833,6,14.8829937707683,6,14.8829937707683,6
2021-10-01,9.21845152069078,6,15.4737174592579,6,15.4737174592579,6
2021-10-08,8.21211239822858,6,14.521179409477,6,14.521179409477,6
2021-10-15,8.24097213649383,6,14.4181706173163,6,14.4181706173163,6
2021-10-22,8.22855562270576,6,14.4770374000552,6,14.4770374000552,6
2021-10-29,8.06283080883654,6,14.2665714900291,6,14.2665714900291,6
2021-11-05,8.06752695506242,6,14.2769414928858,6,14.2769414928858,6
2021-11-12,8.14550512845586,6,14.2420727796761,6,14.2420727796761,6
2021-11-19,7.87559162759255,6,14.2536299747821,6,14.2536299747821,6
2021-11-26,7.46191832406498,6,13.6707071287683,6,13.6707071287683,6
2021-12-03,6.89996732827485,6,12.2863131621742,6,12.2863131621742,6
2021-12-10,7.05994609115412,6,12.6274753555018,6,12.6274753555018,6
2021-12-17,6.69044014533757,6,11.664313902557,6,11.664313902557,6
2021-12-24,6.63452868150867,6,11.7863407530608,6,11.7863407530608,6
2021-12-31,6.57869001029675,6,11.5269533738113,6,11.5269533738113,6
2022-01-07,6.74846348095257,6,11.6767133017084,6,11.6767133017084,6
2022-01-14,6.85456073109079,6,11.5875746395831,6,11.5875746395831,6
2022-01-21,6.53817748627783,6,11.1350960130634,6,11.1350960130634,6
2022-01-28,6.41737370548285,6,10.9522973755767,6,10.9522973755767,6
2022-02-04,6.46773218500879,6,10.8733181202341,6,10.8733181202341,6
2022-02-11,6.19932247436045,6,10.5185331234812,6,10.5185331234812,6
2022-02-18,6.34310954105723,6,10.7129106248423,6,10.7129106248423,6
2022-02-25,6.30742182599956,6,10.5424364662825,6,10.5424364662825,6
2022-03-04,7.81655519663471,6,12.9100381971186,6,12.9100381971186,6
2022-03-11,8.27352616462272,6,13.4181905815172,6,13.4181905815172,6
2022-03-18,8.64563229635508,6,13.8750413424412,6,13.8750413424412,6
2022-03-25,8.65402725127861,6,13.8838826886255,6,13.8838826886255,6
2022-04-01,8.55331704511868,6,13.5821045751723,6,13.5821045751723,6
2022-04-08,9.02183142638773,6,14.152259331784,6,14.152259331784,6
2022-04-15,9.11157085553397,6,14.1758860105188,6,14.1758860105188,6
