"Date","Negative"
2022-02-18,23.6338860318845
2022-02-25,23.5895437106458
2022-03-04,30.7331850999183
2022-03-11,28.8368035947331
2022-03-18,27.9807016413149
2022-03-25,28.3545533822076
2022-04-01,28.3058884540336
2022-04-08,28.4286300235391
2022-04-15,28.4748119574474
2022-04-22,28.2967029061623
2022-04-29,28.3110694878398
2022-05-06,27.8828510483661
2022-05-13,27.8685517584661
2022-05-20,27.4260402689648
2022-05-27,27.3394331254259
2022-06-03,27.2737123399006
2022-06-10,26.4899211209253
2022-06-17,25.8096232939924
2022-06-24,25.6100350034524
2022-07-01,25.561606976379
2022-07-08,25.5596413113993
2022-07-15,24.966126945639
2022-07-22,24.0432688985286
2022-07-29,23.7707700132504
2022-08-05,23.8057729081387
2022-08-12,23.8484269864421
2022-08-19,23.9055789712532
2022-08-26,23.5307770017283
2022-09-02,22.9245389342764
2022-09-09,22.8982460818639
2022-09-16,22.891894626835
2022-09-23,22.9525480786358
2022-09-30,23.4916547508487
2022-10-07,22.9466151535282
2022-10-14,22.8503519043
2022-10-21,22.8927890995242
2022-10-28,22.9870598565519
2022-11-04,22.89948377238
2022-11-11,22.5228244497878
2022-11-18,22.2717074645044
2022-11-25,21.9503600953433
2022-12-02,21.7475277896278
2022-12-09,21.6954770728953
2022-12-16,20.9144471390586
2022-12-23,20.7082361438185
2022-12-30,20.5884008139098
2023-01-06,20.4608755042209
2023-01-13,20.4885715827338
2023-01-20,20.4171482813145
2023-01-27,20.3024603990461
2023-02-03,20.1725546866771
2023-02-10,20.0086412524193
2023-02-17,19.8690665181103
2023-02-24,19.7635307610991
2023-03-03,19.5520390966801
2023-03-10,19.5314680722072
2023-03-17,19.1985564327201
2023-03-24,19.2740762263285
2023-03-31,17.9948361872985
2023-04-07,18.1829344735975
2023-04-14,18.2750917174449
2023-04-21,18.1390252121721
2023-04-28,17.9564172406082
2023-05-05,17.6798338912467
2023-05-12,17.5369678497726
2023-05-19,17.5472956490357
2023-05-26,17.5998426769995
2023-06-02,17.2446930501877
2023-06-09,17.1108750695814
2023-06-16,16.8484032998476
2023-06-23,19.2851498924971
2023-06-30,17.9462595424055
2023-07-07,17.5952748340861
2023-07-14,17.3248282580481
2023-07-21,17.2369605390108
2023-07-28,17.2531070683368
2023-08-04,17.2010977856476
2023-08-11,16.5986199565597
2023-08-18,16.4290833672892
2023-08-25,16.4361025625468
2023-09-01,16.3677333352396
2023-09-08,16.3514691887348
2023-09-15,16.2494644777136
2023-09-22,16.211811214339
2023-09-29,16.198112342517
2023-10-06,16.2588843860692
2023-10-13,16.3041210981522
2023-10-20,16.2475984863616
2023-10-27,16.1614821578812
2023-11-03,16.0919159529718
2023-11-10,16.0901661044639
2023-11-17,16.0247640824851
2023-11-24,15.9699549981253
2023-12-01,15.828856222575
2023-12-08,15.538186507574
2023-12-15,15.372875189598
2023-12-22,15.3481137698982
2023-12-29,15.4122370131049
2024-01-05,15.2623818998045
2024-01-12,14.988476184015
2024-01-19,14.8291953743548
2024-01-26,14.8755186340898
2024-02-02,14.9658978397944
2024-02-09,14.9631237905114
2024-02-16,14.9085452980765
2024-02-23,14.6644262158008
2024-03-01,14.5921595531039
2024-03-08,14.5282887055852
2024-03-15,14.1088584810637
2024-03-22,13.6776839935816
2024-03-29,13.7903332476473
2024-04-05,13.8940689941423
2024-04-12,13.8077708007908
2024-04-19,13.7832301325827
2024-04-26,13.6806758353128
2024-05-03,13.7584112950062
2024-05-10,13.8571330099598
2024-05-17,13.7120758842776
2024-05-24,13.6678880660638
2024-05-31,13.5875406067112
2024-06-07,13.4999523688576
2024-06-14,13.4458850171299
2024-06-21,13.323667185121
2024-06-28,13.4016202118076
2024-07-05,12.5593064472143
2024-07-12,12.2708311943117
2024-07-19,12.3106342400808
2024-07-26,12.2178340824602
2024-08-02,12.022609187557
2024-08-09,12.0534246696342
2024-08-16,11.8261190616156
2024-08-23,10.2269418734492
