"Date","TCI","Num_Variables","Model_Success","Serial_Autocorrelation_p_value","Stability","Normality_p_value"
2011-07-01,8.17749022780232,2,1,0.908904630304862,TRUE,0
2011-07-08,7.91499594479843,2,1,0.80731741485955,TRUE,0
2011-07-15,7.79959986495775,2,1,0.728289833870286,TRUE,0
2011-07-22,6.05010069827849,2,1,0.63286486882669,TRUE,0
2011-07-29,5.67854608398505,2,1,0.790097536773898,TRUE,0
2011-08-05,12.6565701014812,2,1,0.844541548185056,TRUE,0
2011-08-12,14.0621029853569,2,1,0.949484072137187,TRUE,0
2011-08-19,14.4703664315233,2,1,0.934709496483163,TRUE,0
2011-08-26,15.6204883103403,2,1,0.774860099904668,TRUE,0
2011-09-02,15.6561225003488,2,1,0.856258344452732,TRUE,0
2011-09-09,15.0462374108211,2,1,0.761806927224731,TRUE,0
2011-09-16,14.6214348423219,2,1,0.535456584395873,TRUE,0
2011-09-23,15.9294988114828,2,1,0.762469226361685,TRUE,0
2011-09-30,17.1175864636329,2,1,0.762446909045349,TRUE,0
2011-10-07,16.3419463733431,2,1,0.947178516576168,TRUE,0
2011-10-14,16.1769898850753,2,1,0.876585849366429,TRUE,0
2011-10-21,16.0850330802537,2,1,0.463367395947078,TRUE,0
2011-10-28,13.6588920085102,2,1,0.729113203709661,TRUE,0
2011-11-04,13.6365013341542,2,1,0.73593127494839,TRUE,0
2011-11-11,13.7103952284792,2,1,0.752273412592646,TRUE,0
2011-11-18,13.7891211360345,2,1,0.654180711820794,TRUE,0
2011-11-25,21.2281005674706,2,1,0.778895985498446,TRUE,0
2011-12-02,18.7937548845928,2,1,0.828460613415644,TRUE,0
2011-12-09,16.6396279742875,2,1,0.384015118198057,TRUE,0
2011-12-16,20.8006198342375,2,1,0.857603511045138,TRUE,0
2011-12-23,23.037174145779,2,1,0.752274466908627,TRUE,0
2011-12-30,22.6933097547096,2,1,0.988253361027986,TRUE,0
2012-01-06,24.14760820796,2,1,0.726079335890809,TRUE,0
2012-01-13,24.372110965025,2,1,0.706945613990592,TRUE,0
2012-01-20,23.6266545872982,2,1,0.789983746118927,TRUE,0
2012-01-27,24.6772429124826,2,1,0.839745878465281,TRUE,0
2012-02-03,25.8087960709748,2,1,0.818616156194446,TRUE,0
2012-02-10,25.807175871208,2,1,0.838860871675937,TRUE,0
2012-02-17,24.6669762813591,2,1,0.847184865918274,TRUE,0
2012-02-24,23.723846654864,2,1,0.837305922265173,TRUE,0
2012-03-02,23.7122556357943,2,1,0.87217700301329,TRUE,0
2012-03-09,23.4152358172875,2,1,0.867718233917973,TRUE,0
2012-03-16,23.4367308371465,2,1,0.86933346039057,TRUE,0
2012-03-23,21.4549295794483,2,1,0.863721923034329,TRUE,1.33226762955019e-15
2012-03-30,21.2995305248877,2,1,0.936530630316768,TRUE,6.66133814775094e-16
2012-04-13,21.955397439035,2,1,0.827177876345965,TRUE,1.11022302462516e-16
2012-04-20,21.7519952596242,2,1,0.777775162882363,TRUE,0
2012-04-27,21.2271573100923,2,1,0.792323759096242,TRUE,1.22124532708767e-15
2012-05-04,21.4197607293424,2,1,0.860670949078728,TRUE,7.63833440942108e-14
2012-05-11,21.4102383058985,2,1,0.914486268758987,TRUE,3.31401572850609e-13
2012-05-18,21.2977157018718,2,1,0.930909400721319,TRUE,5.75095526755831e-13
2012-05-25,21.8758836136813,2,1,0.891465565982637,TRUE,7.34967642301854e-14
2012-06-01,21.9191305438584,2,1,0.877603859003774,TRUE,1.18127729820117e-13
2012-06-08,21.8472470188464,2,1,0.772760849533783,TRUE,2.19269047363468e-13
2012-06-15,22.071766838462,2,1,0.770661071909826,TRUE,5.41455769109689e-13
2012-06-22,21.3143166611462,2,1,0.897119107446372,TRUE,2.60691468412233e-12
2012-06-29,19.6077853473121,2,1,0.666580993150961,TRUE,2.50197640383476e-11
2012-07-06,19.7489063831078,2,1,0.776671029168685,TRUE,1.96986871259242e-12
2012-07-13,19.4340831468513,2,1,0.766224486695938,TRUE,2.5006663406657e-12
2012-07-20,20.1034296158041,2,1,0.6459846492538,TRUE,5.2146831297506e-10
2012-07-27,20.0099653028315,2,1,0.697995159161013,TRUE,8.98796703729943e-10
2012-08-03,19.5929512086239,2,1,0.810666701657816,TRUE,5.09992337249798e-09
2012-08-10,19.7222425392782,2,1,0.761494837242757,TRUE,3.05357572560894e-09
2012-08-17,19.3745105182056,2,1,0.769107446464538,TRUE,4.95978735859381e-09
2012-08-24,19.0032931153033,2,1,0.736398717139217,TRUE,1.16314164966269e-08
2012-08-31,18.8262969797189,2,1,0.683047331986665,TRUE,1.30078029458858e-08
2012-09-07,18.7218664532717,2,1,0.702424991634633,TRUE,8.74130867689615e-09
2012-09-14,19.5903331127991,2,1,0.861053048747216,TRUE,5.66557911696464e-12
2012-09-21,19.702677649808,2,1,0.892269440734461,TRUE,9.10118647112768e-11
2012-09-28,20.1673525944558,2,1,0.396439704253389,TRUE,6.36177713841946e-08
2012-10-05,19.5482963859244,2,1,0.418262590583583,TRUE,3.90019532336972e-07
2012-10-12,19.394538624753,2,1,0.331176930438795,TRUE,1.30438910339592e-06
2012-10-19,18.7343739844802,2,1,0.427535543271831,TRUE,1.44187041197785e-05
2012-10-26,18.584535207065,2,1,0.501288842791947,TRUE,7.1657039044104e-05
2012-11-02,18.5571508612992,2,1,0.45464417671811,TRUE,0.000270739896420347
2012-11-09,18.0401698545821,2,1,0.378019317195262,TRUE,0.000473550045914206
2012-11-16,16.0751704636469,2,1,0.457425104746408,TRUE,0.000214650667758942
2012-11-23,15.594109855513,2,1,0.171762850918763,TRUE,0.000511662011085212
2012-11-30,17.8882685747955,2,1,0.285716353435318,TRUE,0.00728515011832798
2012-12-07,17.8239694445267,2,1,0.2848877168837,TRUE,0.00926141987370332
2012-12-14,17.9455827939281,2,1,0.338855041460975,TRUE,0.0111214770908733
2012-12-21,18.4550322662507,2,1,0.294206733581335,TRUE,0.0137278549609718
2012-12-28,18.8684909205583,2,1,0.255353960762122,TRUE,0.00841481157202562
2013-01-04,18.7180443752965,2,1,0.232023978676749,TRUE,0.00698486928955622
2013-01-11,17.0768495785517,2,1,0.527109996922665,TRUE,0.000996804952739017
2013-01-18,15.5669171015395,2,1,0.111146798896454,TRUE,0.000946015598241923
2013-01-25,14.7493001164213,2,1,0.0967450092652316,TRUE,0.000516580529611455
2013-02-01,13.4511764393368,2,1,0.257265498932967,TRUE,0.000637814601285203
2013-02-08,13.8563373167952,2,1,0.160601177658409,TRUE,0.000636662270129817
2013-02-15,5.24270486055027,2,1,0.438245557003277,TRUE,0
2013-02-22,3.95695878807234,2,1,0.357255927434315,TRUE,0
2013-03-01,4.52551748273493,2,1,0.771578745168665,TRUE,0
2013-03-08,2.76709001325022,2,1,0.837084306038733,TRUE,6.94999613415348e-14
2013-03-15,3.00857500612016,2,1,0.834435076247504,TRUE,7.91589016557737e-13
2013-03-22,2.97239218796252,2,1,0.978773329029381,TRUE,7.55062679047569e-13
2013-04-05,2.94389174012501,2,1,0.975440986344942,TRUE,4.6340709047854e-13
2013-04-12,2.68593067930123,2,1,0.988596647393194,TRUE,5.20250509339348e-13
2013-04-19,3.09594575396848,2,1,0.60416935727144,TRUE,0
2013-04-26,3.17908206270261,2,1,0.835166129312198,TRUE,0
2013-05-03,3.15162698116265,2,1,0.912141306113618,TRUE,0
2013-05-10,2.75793265058903,2,1,0.990354431144909,TRUE,0
2013-05-17,2.73108131022191,2,1,0.933495343342933,TRUE,0
2013-05-24,2.79140251656008,2,1,0.188708949607001,TRUE,0
2013-05-31,2.93330581525951,2,1,0.467358838418735,TRUE,0
2013-06-07,2.64467237109757,2,1,0.615941061412,TRUE,0
2013-06-14,2.21328282100203,2,1,0.132000006239162,TRUE,0
2013-06-21,1.84482900243172,2,1,0.843387027886015,TRUE,0
2013-06-28,1.68009521459641,2,1,0.748497016014829,TRUE,0
2013-07-05,1.54753747887321,2,1,0.779057232950786,TRUE,0
2013-07-12,1.7957591575029,2,1,0.564734654707848,TRUE,0
2013-07-19,1.93704615319815,2,1,0.462810749432589,TRUE,0
2013-07-26,1.71359434363321,2,1,0.073661083366571,TRUE,0
2013-08-02,1.76966601200354,2,1,0.788204039416923,TRUE,0
2013-08-09,1.76702370192396,2,1,0.246520554893183,TRUE,0
2013-08-16,1.60910998466497,2,1,0.571412267375397,TRUE,0
