"Date","Positive"
2022-02-18,13.2449417054733
2022-02-25,13.0052345911485
2022-03-04,12.9104946086992
2022-03-11,12.3079582976717
2022-03-18,12.2320627167811
2022-03-25,12.2902215753046
2022-04-01,11.7023700974225
2022-04-08,11.4751849053275
2022-04-15,11.3889410234581
2022-04-22,11.440250124007
2022-04-29,11.4449191860345
2022-05-06,11.4238140835818
2022-05-13,11.4074862471084
2022-05-20,11.4172201054155
2022-05-27,9.93015315372361
2022-06-03,9.35408472627867
2022-06-10,9.32596005103002
2022-06-17,8.93759228915993
2022-06-24,9.01512220404694
2022-07-01,9.06408860595339
2022-07-08,8.79519924418882
2022-07-15,8.81170274156827
2022-07-22,8.88996552343674
2022-07-29,8.62555384739489
2022-08-05,8.3335438700269
2022-08-12,8.08881261997598
2022-08-19,8.1789582259619
2022-08-26,8.17881070696074
2022-09-02,8.23575543541203
2022-09-09,8.28129102443818
2022-09-16,8.22137540035772
2022-09-23,8.22873612925436
2022-09-30,8.07039516374812
2022-10-07,8.29716736693134
2022-10-14,8.1455938556392
2022-10-21,8.13073884014827
2022-10-28,8.5796468525964
2022-11-04,8.42020169087404
2022-11-11,8.25626433782491
2022-11-18,8.23820110754376
2022-11-25,8.09962483089187
2022-12-02,8.04598282506298
2022-12-09,7.93257123717092
2022-12-16,8.0937784118755
2022-12-23,8.10693394671927
2022-12-30,7.91676316651602
2023-01-06,7.92854489938031
2023-01-13,8.09889227179905
2023-01-20,7.58252309555356
2023-01-27,7.58218595664774
2023-02-03,7.53069222464024
2023-02-10,7.63654914094685
2023-02-17,7.51911239758733
2023-02-24,7.47668393813785
2023-03-03,7.35388753926651
2023-03-10,7.27855317242981
2023-03-17,7.24954217129765
2023-03-24,7.34387065395286
2023-03-31,7.37175010743018
2023-04-07,7.32918960009269
2023-04-14,7.20425978163082
2023-04-21,7.49058071200923
2023-04-28,7.58524530835326
2023-05-05,7.64539164859607
2023-05-12,7.60459959079397
2023-05-19,7.63019379217545
2023-05-26,7.44020515098163
2023-06-02,7.43063109882412
2023-06-09,7.26477061972965
2023-06-16,7.4177949046861
2023-06-23,7.40610772921
2023-06-30,7.45993271934919
2023-07-07,7.60844488860485
2023-07-14,7.4244315079796
2023-07-21,8.32062592507635
2023-07-28,9.79017493912624
2023-08-04,9.09675203488325
2023-08-11,8.89436047244295
2023-08-18,8.89282310449955
2023-08-25,8.89744520921207
2023-09-01,8.81644127179602
2023-09-08,8.85779109711529
2023-09-15,8.64416551646118
2023-09-22,8.60442358175581
2023-09-29,8.44760506837064
2023-10-06,8.51112662169699
2023-10-13,8.44549300325485
2023-10-20,8.55012107735047
2023-10-27,8.40863664182352
2023-11-03,8.33916905221329
2023-11-10,8.405324236151
2023-11-17,8.53724047027714
2023-11-24,8.5164657711777
2023-12-01,8.33409807691846
2023-12-08,8.41819764148959
2023-12-15,8.3444788856363
2023-12-22,8.05851938925371
2023-12-29,8.45324003640245
2024-01-05,8.62481520565063
2024-01-12,8.69941497953357
2024-01-19,8.56220468524431
2024-01-26,8.52582336778373
2024-02-02,8.46883299182874
2024-02-09,8.58096798725902
2024-02-16,8.71899160351664
2024-02-23,8.75155848300573
2024-03-01,8.80455476778849
2024-03-08,8.59953706503405
2024-03-15,7.90697909538401
2024-03-22,7.95121211387502
2024-03-29,7.79917573118537
2024-04-05,7.92223526372503
2024-04-12,8.54608775554148
2024-04-19,8.49419198559534
2024-04-26,8.36921884658202
2024-05-03,8.47376063271157
2024-05-10,8.54279769547656
2024-05-17,8.66412841288911
2024-05-24,8.57789715886826
2024-05-31,8.47367775401613
2024-06-07,8.47260461235743
2024-06-14,7.68798558877197
2024-06-21,7.7700573943421
2024-06-28,7.81478220959868
2024-07-05,7.682734906517
2024-07-12,7.42004253160364
2024-07-19,7.4014788265657
2024-07-26,6.63592191285861
2024-08-02,6.57132912792299
2024-08-09,6.58311292735179
2024-08-16,6.61675443760071
2024-08-23,6.37307313329816
