"Date","TCI","Model_Success","Num_Variables","Serial_Autocorrelation_p_value","Stability","Normality_p_value"
2019-02-08,6.20477701035257,1,5,NA,NA,NA
2019-02-15,6.22582044658689,1,5,NA,NA,NA
2019-02-22,5.79073127385952,1,5,NA,NA,NA
2019-03-01,5.79739370862461,1,5,NA,NA,NA
2019-03-08,6.19778469554073,1,5,NA,NA,NA
2019-03-15,6.32650753900984,1,5,NA,NA,NA
2019-03-22,6.5812515540727,1,5,NA,NA,NA
2019-03-29,6.7565462087072,1,5,NA,NA,NA
2019-04-05,6.97158239202942,1,5,NA,NA,NA
2019-04-12,7.11052760479012,1,5,NA,NA,NA
2019-04-19,7.11479949421265,1,5,NA,NA,NA
2019-04-26,7.04359414359668,1,5,NA,NA,NA
2019-05-03,6.69350712812099,1,5,NA,NA,NA
2019-05-10,6.51201378150182,1,5,NA,NA,NA
2019-05-17,7.04297476003896,1,5,NA,NA,NA
2019-05-24,6.99433890658972,1,5,NA,NA,NA
2019-05-31,7.20861669983881,1,5,NA,NA,NA
2019-06-07,6.54114315514289,1,5,NA,NA,NA
2019-06-14,6.88756684804104,1,5,NA,NA,NA
2019-06-21,5.8332288465191,1,5,NA,NA,NA
2019-06-28,6.07325543341053,1,5,NA,NA,NA
2019-07-05,6.31315029989789,1,5,NA,NA,NA
2019-07-12,6.53449212937767,1,5,NA,NA,NA
2019-07-19,6.08098211498147,1,5,NA,NA,NA
2019-07-26,6.25700206111795,1,5,NA,NA,NA
2019-08-02,6.39374380502944,1,5,NA,NA,NA
2019-08-09,6.20737024857856,1,5,NA,NA,NA
2019-08-16,5.74414667323774,1,5,NA,NA,NA
2019-08-23,5.59666529632497,1,5,NA,NA,NA
2019-08-30,5.60543421379443,1,5,NA,NA,NA
2019-09-06,5.63944134444568,1,5,NA,NA,NA
2019-09-13,5.34079762600251,1,5,NA,NA,NA
2019-09-20,5.27905706761513,1,5,NA,NA,NA
2019-09-27,5.26364836860915,1,5,NA,NA,NA
2019-10-04,5.45200316078037,1,5,NA,NA,NA
2019-10-11,5.51209885558438,1,5,NA,NA,NA
2019-10-18,5.86544835083577,1,5,NA,NA,NA
2019-10-25,5.22225084217478,1,5,NA,NA,NA
2019-11-01,5.24209376696592,1,5,NA,NA,NA
2019-11-08,5.45211500500244,1,5,NA,NA,NA
2019-11-15,5.76716978940342,1,5,NA,NA,NA
2019-11-22,5.81890239316217,1,5,NA,NA,NA
2019-11-29,5.89556726521992,1,5,NA,NA,NA
2019-12-06,8.06572745869397,1,6,NA,NA,NA
2019-12-13,8.03207183517254,1,6,NA,NA,NA
2019-12-20,9.16618510312573,1,6,NA,NA,NA
2019-12-27,9.02985112097125,1,6,NA,NA,NA
2020-01-03,8.72054730682498,1,6,NA,NA,NA
2020-01-10,8.91814513449537,1,6,NA,NA,NA
2020-01-17,8.87493701658883,1,6,NA,NA,NA
2020-01-24,8.83130070813969,1,6,NA,NA,NA
2020-01-31,9.85660110583341,1,6,NA,NA,NA
2020-02-07,7.72439877940666,1,6,NA,NA,NA
2020-02-14,7.63108974518844,1,6,NA,NA,NA
2020-02-21,7.60110749143006,1,6,NA,NA,NA
2020-02-28,8.30693435914687,1,6,NA,NA,NA
2020-03-06,9.2707563002643,1,6,NA,NA,NA
2020-03-13,11.5547475190153,1,6,NA,NA,NA
2020-03-20,22.8262518430758,1,6,NA,NA,NA
2020-03-27,17.5984001843564,1,6,NA,NA,NA
2020-04-03,18.3270347542574,1,6,NA,NA,NA
2020-04-10,17.1392515488443,1,6,NA,NA,NA
2020-04-17,17.2618064769218,1,6,NA,NA,NA
2020-04-24,17.1958395596323,1,6,NA,NA,NA
